DATE|SCRIP CODE|DELIVERY QTY|DELIVERY VAL|DAY'S VOLUME|DAY'S TURNOVER|DELV. PER.
31102025|500096|0000000000219556|0000000107121373|0000000000288347|0000000141783580|076.14
31102025|500097|0000000000001296|0000000000449840|0000000000001296|0000000000449840|100.00
31102025|500101|0000000000006977|0000000002224268|0000000000013859|0000000004428260|050.34
31102025|500103|0000000003026879|0000000805906534|0000000003965457|0000001052346152|076.33
31102025|500104|0000000000235380|0000000112040880|0000000000585050|0000000278796357|040.23
31102025|500106|0000000000409165|0000000023739754|0000000001131071|0000000066350972|036.18
31102025|500108|0000000000042077|0000000001754611|0000000000055424|0000000002321416|075.92
31102025|500109|0000000000429035|0000000071412876|0000000001539189|0000000256805380|027.87
31102025|500110|0000000000676483|0000000662987165|0000000002425734|0000002306074939|027.89
31102025|500112|0000000000571856|0000000535829072|0000000000780748|0000000734448221|073.24
31102025|500113|0000000002834419|0000000388740566|0000000003510283|0000000480573590|080.75
31102025|500114|0000000000011383|0000000042631612|0000000000019500|0000000073367756|058.37
31102025|500116|0000000001330593|0000000137809518|0000000003741848|0000000389188610|035.56
31102025|500117|0000000000008821|0000000000558458|0000000000014401|0000000000917840|061.25
31102025|500119|0000000000008190|0000000001119573|0000000000011235|0000000001540584|072.90
31102025|500120|0000000000005280|0000000001370952|0000000000006029|0000000001633898|087.58
31102025|500123|0000000000000063|0000000000604804|0000000000000215|0000000002066632|029.30
31102025|500124|0000000000049483|0000000059268264|0000000000084483|0000000101187119|058.57
31102025|500125|0000000000004054|0000000004340416|0000000000006764|0000000007274949|059.93
31102025|500126|0000000000000320|0000000001975792|0000000000000418|0000000002579721|076.56
31102025|500128|0000000000046384|0000000004235787|0000000000082937|0000000007624533|055.93
31102025|500133|0000000000000108|0000000000530615|0000000000000163|0000000000808685|066.26
31102025|500135|0000000000006692|0000000001348438|0000000000013285|0000000002698655|050.37
31102025|500136|0000000000001429|0000000000159334|0000000000001822|0000000000204016|078.43
31102025|500142|0000000000012240|0000000000126272|0000000000012240|0000000000126272|100.00
31102025|500143|0000000000000796|0000000000147260|0000000000000833|0000000000153606|095.56
31102025|500144|0000000000013181|0000000010356312|0000000000023040|0000000018152972|057.21
31102025|500147|0000000000003983|0000000020768358|0000000000006209|0000000033002007|064.15
31102025|500148|0000000000001182|0000000000639226|0000000000001275|0000000000691429|092.71
31102025|500150|0000000000000076|0000000000431494|0000000000000116|0000000000668183|065.52
31102025|500151|0000000000000012|0000000000000421|0000000000000012|0000000000000421|100.00
31102025|500153|0000000000004114|0000000000355409|0000000000004780|0000000000413656|086.07
31102025|500159|0000000000001664|0000000000211328|0000000000001892|0000000000240996|087.95
31102025|500160|0000000000028321|0000000000258288|0000000000031899|0000000000291626|088.78
31102025|500163|0000000000024583|0000000075687370|0000000000054890|0000000172242972|044.79
31102025|500164|0000000000004301|0000000004749810|0000000000006126|0000000006837569|070.21
31102025|500165|0000000000016095|0000000003993975|0000000000021759|0000000005431971|073.97
31102025|500166|0000000000008770|0000000001640429|0000000000008982|0000000001690993|097.64
31102025|500168|0000000000005476|0000000005366480|0000000000006331|0000000006206395|086.50
31102025|500170|0000000000003414|0000000000087433|0000000000004142|0000000000105202|082.42
31102025|500171|0000000000004431|0000000002839828|0000000000007734|0000000004963125|057.29
31102025|500173|0000000000010212|0000000000662381|0000000000010212|0000000000662381|100.00
31102025|500179|0000000000130353|0000000002010044|0000000000139198|0000000002173862|093.65
31102025|500180|0000000000644474|0000000636514747|0000000000944173|0000000934303305|068.26
31102025|500182|0000000000003863|0000000021419563|0000000000007463|0000000041676001|051.76
31102025|500183|0000000000155246|0000000011413686|0000000000354187|0000000026286854|043.83
31102025|500184|0000000000014870|0000000007161392|0000000000029695|0000000014397701|050.08
31102025|500185|0000000000243380|0000000006950933|0000000000488330|0000000014083399|049.84
31102025|500186|0000000000021418|0000000003278025|0000000000029921|0000000004612631|071.58
31102025|500187|0000000000002550|0000000002089470|0000000000004338|0000000003561491|058.78
31102025|500188|0000000000096393|0000000045907167|0000000000161123|0000000077076991|059.83
31102025|500189|0000000000001173|0000000000102244|0000000000001173|0000000000102244|100.00
31102025|500191|0000000000000935|0000000000052714|0000000000000935|0000000000052714|100.00
31102025|500192|0000000000020947|0000000000043780|0000000000028973|0000000000061327|072.30
31102025|500193|0000000000043533|0000000000504113|0000000000053588|0000000000617854|081.24
31102025|500199|0000000000000152|0000000000063240|0000000000000205|0000000000084975|074.15
31102025|500201|0000000000007282|0000000007056987|0000000000020460|0000000019850166|035.59
31102025|500202|0000000000000011|0000000000000114|0000000000000011|0000000000000114|100.00
31102025|500206|0000000000000689|0000000000054618|0000000000000740|0000000000058629|093.11
31102025|500207|0000000000007948|0000000000547697|0000000000013352|0000000000934091|059.53
31102025|500209|0000000000258702|0000000383525715|0000000000330766|0000000492082258|078.21
31102025|500210|0000000000000226|0000000000864179|0000000000000301|0000000001156634|075.08
31102025|500213|0000000000000814|0000000000378795|0000000000000894|0000000000417623|091.05
31102025|500214|0000000000007677|0000000003071568|0000000000014403|0000000005742287|053.30
31102025|500215|0000000000000782|0000000000608983|0000000000000920|0000000000719535|085.00
31102025|500219|0000000000073991|0000000003813497|0000000000170373|0000000008882004|043.43
31102025|500220|0000000000001538|0000000000279763|0000000000002036|0000000000370579|075.54
31102025|500227|0000000000000461|0000000000259313|0000000000000774|0000000000435613|059.56
31102025|500228|0000000000008231|0000000009926998|0000000000018065|0000000021818157|045.56
31102025|500233|0000000000002562|0000000003091438|0000000000003380|0000000004112260|075.80
31102025|500234|0000000000000250|0000000000036125|0000000000000313|0000000000045121|079.87
31102025|500235|0000000000000985|0000000000851040|0000000000001497|0000000001291195|065.80
31102025|500238|0000000000010643|0000000014866675|0000000000019269|0000000027161071|055.23
31102025|500239|0000000000005321|0000000000092533|0000000000006168|0000000000108576|086.27
31102025|500240|0000000000006503|0000000001989918|0000000000008164|0000000002502829|079.65
31102025|500241|0000000000002980|0000000005579752|0000000000004073|0000000007689654|073.16
31102025|500243|0000000000000035|0000000000133070|0000000000000036|0000000000136853|097.22
31102025|500245|0000000000026102|0000000013494734|0000000000033525|0000000017557831|077.86
31102025|500246|0000000000001682|0000000000138361|0000000000001682|0000000000138361|100.00
31102025|500247|0000000000023588|0000000049580797|0000000000064211|0000000135773047|036.74
31102025|500249|0000000000001662|0000000001314975|0000000000003596|0000000002852222|046.22
31102025|500250|0000000000002540|0000000003602355|0000000000004591|0000000006526234|055.33
31102025|500251|0000000000003741|0000000017558758|0000000000008748|0000000041202772|042.76
31102025|500252|0000000000000059|0000000000928655|0000000000000085|0000000001339630|069.41
31102025|500253|0000000000059844|0000000034191870|0000000000097347|0000000055692236|061.47
31102025|500257|0000000000008299|0000000016301311|0000000000015601|0000000030665170|053.20
31102025|500259|0000000000000723|0000000000067999|0000000000000898|0000000000084869|080.51
31102025|500260|0000000000002703|0000000002819635|0000000000004272|0000000004476855|063.27
31102025|500262|0000000000000491|0000000000012270|0000000000000491|0000000000012270|100.00
31102025|500264|0000000000135134|0000000026080862|0000000000197206|0000000037833578|068.52
31102025|500265|0000000000011638|0000000006612712|0000000000016508|0000000009418967|070.50
31102025|500266|0000000000000929|0000000014303572|0000000000000929|0000000014303572|100.00
31102025|500267|0000000000001109|0000000000382605|0000000000001174|0000000000405311|094.46
31102025|500268|0000000000015828|0000000001171906|0000000000041532|0000000003093890|038.11
31102025|500270|0000000000000556|0000000000074171|0000000000000629|0000000000084223|088.39
31102025|500271|0000000000003371|0000000005211398|0000000000006295|0000000009799291|053.55
31102025|500277|0000000000001115|0000000000008430|0000000000001189|0000000000009166|093.78
31102025|500279|0000000000074396|0000000002019107|0000000000074396|0000000002019107|100.00
31102025|500280|0000000000000069|0000000000032348|0000000000000171|0000000000079998|040.35
31102025|500284|0000000000000684|0000000000141725|0000000000000804|0000000000169419|085.07
31102025|500285|0000000001909430|0000000071928229|0000000003322122|0000000125926912|057.48
31102025|500288|0000000000048460|0000000002307181|0000000000077131|0000000003692315|062.83
31102025|500290|0000000000000066|0000000010400815|0000000000000113|0000000017868194|058.41
31102025|500292|0000000000003664|0000000000719976|0000000000005107|0000000001004859|071.74
31102025|500294|0000000000015298|0000000003249296|0000000000044579|0000000009496277|034.32
31102025|500295|0000000000226477|0000000111789048|0000000000553894|0000000275693394|040.89
31102025|500296|0000000000000292|0000000000060722|0000000000001088|0000000000226104|026.84
31102025|500298|0000000000001718|0000000001582845|0000000000001718|0000000001582845|100.00
31102025|500300|0000000000004538|0000000013129342|0000000000008841|0000000025759612|051.33
31102025|500304|0000000000006934|0000000000723563|0000000000011142|0000000001168682|062.23
31102025|500306|0000000000094140|0000000021341538|0000000000120740|0000000027288961|077.97
31102025|500307|0000000000012053|0000000006086765|0000000000012618|0000000006375875|095.52
31102025|500312|0000000000094190|0000000024060836|0000000000215180|0000000055011594|043.77
31102025|500313|0000000000010877|0000000000716033|0000000000015816|0000000001027288|068.77
31102025|500314|0000000000004361|0000000000538366|0000000000007072|0000000000875177|061.67
31102025|500317|0000000000011149|0000000000867281|0000000000017046|0000000001312422|065.41
31102025|500319|0000000000006522|0000000000559458|0000000000007625|0000000000656073|085.53
31102025|500322|0000000000000154|0000000000020020|0000000000000189|0000000000024985|081.48
31102025|500325|0000000000168326|0000000250216599|0000000000268477|0000000399216975|062.70
31102025|500327|0000000000005042|0000000000061110|0000000000005042|0000000000061114|100.00
31102025|500330|0000000000008475|0000000004869735|0000000000011040|0000000006354116|076.77
31102025|500331|0000000000013168|0000000019035661|0000000000029455|0000000043014546|044.71
31102025|500333|0000000000000334|0000000000491081|0000000000000410|0000000000603950|081.46
31102025|500335|0000000000004208|0000000004951133|0000000000007102|0000000008389032|059.25
31102025|500336|0000000000011537|0000000003393032|0000000000019606|0000000005744588|058.84
31102025|500337|0000000000000442|0000000000127694|0000000000000826|0000000000243069|053.51
31102025|500338|0000000000003379|0000000000513777|0000000000007103|0000000001101716|047.57
31102025|500339|0000000000017356|0000000002318762|0000000000021547|0000000002906591|080.55
31102025|500342|0000000000003192|0000000000090749|0000000000003192|0000000000090341|100.00
31102025|500343|0000000000005776|0000000000316468|0000000000007320|0000000000404325|078.91
31102025|500346|0000000000002263|0000000000138292|0000000000002380|0000000000148328|095.08
31102025|500350|0000000000000062|0000000000009552|0000000000000084|0000000000012943|073.81
31102025|500354|0000000000001089|0000000000044105|0000000000001164|0000000000046504|093.56
31102025|500355|0000000000027415|0000000007088149|0000000000045426|0000000011918869|060.35
31102025|500356|0000000000001304|0000000000038208|0000000000001305|0000000000038664|099.92
31102025|500357|0000000000000248|0000000000002848|0000000000000248|0000000000002848|100.00
31102025|500360|0000000000005045|0000000000440984|0000000000005708|0000000000511461|088.38
31102025|500365|0000000000248296|0000000009286271|0000000000345457|0000000013128294|071.87
31102025|500366|0000000000108701|0000000000200093|0000000000108701|0000000000200093|100.00
31102025|500367|0000000000004079|0000000000328849|0000000000004965|0000000000399062|082.16
31102025|500368|0000000000034290|0000000020661440|0000000000056862|0000000034506797|060.30
31102025|500370|0000000000000223|0000000000009690|0000000000000473|0000000000020648|047.15
31102025|500378|0000000000038042|0000000006668763|0000000000058869|0000000010352563|064.62
31102025|500380|0000000000001701|0000000001477829|0000000000002958|0000000002569054|057.50
31102025|500387|0000000000000194|0000000005487940|0000000000000427|0000000012145471|045.43
31102025|500388|0000000000000421|0000000000036996|0000000000000421|0000000000036996|100.00
31102025|500390|0000000002187253|0000000469070003|0000000002187253|0000000469070003|100.00
31102025|500400|0000000000103272|0000000041830324|0000000000212088|0000000086232518|048.69
31102025|500402|0000000000002831|0000000000652404|0000000000004901|0000000001109496|057.76
31102025|500403|0000000000002963|0000000002811739|0000000000004555|0000000004400217|065.05
31102025|500404|0000000000001936|0000000000518364|0000000000003567|0000000000957127|054.28
31102025|500405|0000000000001362|0000000001022181|0000000000002305|0000000001730545|059.09
31102025|500407|0000000000000381|0000000001525544|0000000000000580|0000000002330237|065.69
31102025|500408|0000000000003762|0000000020530551|0000000000006992|0000000038443781|053.80
31102025|500410|0000000000017791|0000000033470209|0000000000036289|0000000068667317|049.03
31102025|500411|0000000000001843|0000000005934368|0000000000003592|0000000011627282|051.31
31102025|500412|0000000000002870|0000000000812354|0000000000005656|0000000001601130|050.74
31102025|500413|0000000000010188|0000000001650456|0000000000021792|0000000003541655|046.75
31102025|500414|0000000000024355|0000000009275635|0000000000024355|0000000009275635|100.00
31102025|500418|0000000000000201|0000000000024533|0000000000000201|0000000000024529|100.00
31102025|500420|0000000000001222|0000000004349221|0000000000002310|0000000008279879|052.90
31102025|500421|0000000000003511|0000000000055474|0000000000008278|0000000000129446|042.41
31102025|500422|0000000000000907|0000000000061978|0000000000000907|0000000000061978|100.00
31102025|500425|0000000000023529|0000000013299768|0000000000045111|0000000025557655|052.16
31102025|500426|0000000000233377|0000000000378071|0000000000290376|0000000000488571|080.37
31102025|500429|0000000000001533|0000000000227958|0000000000001533|0000000000231223|100.00
31102025|500440|0000000000154556|0000000131017122|0000000000216464|0000000183615086|071.40
31102025|500444|0000000000000910|0000000000411502|0000000000001642|0000000000743069|055.42
31102025|500449|0000000000124888|0000000004071349|0000000000145589|0000000004795477|085.78
31102025|500456|0000000000012543|0000000000680709|0000000000021725|0000000001206940|057.74
31102025|500458|0000000000009116|0000000000300737|0000000000009958|0000000000327539|091.54
31102025|500459|0000000000000101|0000000001348027|0000000000000160|0000000002138631|063.12
31102025|500460|0000000000004991|0000000000710220|0000000000007614|0000000001076991|065.55
31102025|500463|0000000000023466|0000000012431114|0000000000033006|0000000017685802|071.10
31102025|500464|0000000000000550|0000000000071885|0000000000000795|0000000000104458|069.18
31102025|500467|0000000000000073|0000000000014600|0000000000000073|0000000000014872|100.00
31102025|500469|0000000000602407|0000000142619858|0000000000790662|0000000186933535|076.19
31102025|500470|0000000000209850|0000000038392058|0000000000642210|0000000117613503|032.68
31102025|500472|0000000000001512|0000000003242031|0000000000002866|0000000006216914|052.76
31102025|500477|0000000000241030|0000000034093694|0000000000412874|0000000058885499|058.38
31102025|500480|0000000000007163|0000000031102105|0000000000011307|0000000049182389|063.35
31102025|500483|0000000000006588|0000000012356783|0000000000010856|0000000020534981|060.69
31102025|500488|0000000000000571|0000000016560856|0000000000000823|0000000024070045|069.38
31102025|500490|0000000000011144|0000000137153109|0000000000011865|0000000146686873|093.92
31102025|500493|0000000000227577|0000000301277812|0000000000242862|0000000321728180|093.71
31102025|500495|0000000000001615|0000000006119720|0000000000003259|0000000012311493|049.56
31102025|500500|0000000000129375|0000000002500819|0000000000165666|0000000003205462|078.09
31102025|500510|0000000000044298|0000000178574098|0000000000091056|0000000366345669|048.65
31102025|500520|0000000000147106|0000000512863004|0000000000170162|0000000595967286|086.45
31102025|500530|0000000000000121|0000000004507396|0000000000000445|0000000016561173|027.19
31102025|500540|0000000000003030|0000000000010437|0000000000003030|0000000000010437|100.00
31102025|500547|0000000000226375|0000000080770600|0000000000592232|0000000212138202|038.22
31102025|500550|0000000000001709|0000000005291919|0000000000004031|0000000012556934|042.40
31102025|500570|0000000000213969|0000000087748687|0000000000516136|0000000213479360|041.46
31102025|500575|0000000000013786|0000000019082582|0000000000024829|0000000034996743|055.52
31102025|500620|0000000000028031|0000000030824290|0000000000055544|0000000061604801|050.47
31102025|500645|0000000000004152|0000000006192501|0000000000011620|0000000017541466|035.73
31102025|500650|0000000000000137|0000000000153571|0000000000000149|0000000000167399|091.95
31102025|500655|0000000000003109|0000000010622987|0000000000004997|0000000017194135|062.22
31102025|500660|0000000000000802|0000000002104649|0000000000002037|0000000005411846|039.37
31102025|500670|0000000000004690|0000000002358132|0000000000006901|0000000003471756|067.96
31102025|500672|0000000000006061|0000000005261252|0000000000009484|0000000008194905|063.91
31102025|500674|0000000000000667|0000000003188294|0000000000001031|0000000004939394|064.69
31102025|500680|0000000000000466|0000000002426742|0000000000000697|0000000003640897|066.86
31102025|500690|0000000000050146|0000000009565350|0000000000072542|0000000013922029|069.13
31102025|500696|0000000000087753|0000000216455938|0000000000110965|0000000273537830|079.08
31102025|500710|0000000000000248|0000000000802652|0000000000000665|0000000002152250|037.29
31102025|500730|0000000000017802|0000000003295151|0000000000022884|0000000004249039|077.79
31102025|500770|0000000000010798|0000000009618319|0000000000018941|0000000016923967|057.01
31102025|500777|0000000000056562|0000000007002376|0000000000103049|0000000012746764|054.89
31102025|500780|0000000000001986|0000000000665608|0000000000003800|0000000001278496|052.26
31102025|500790|0000000000083707|0000000106437636|0000000000126170|0000000161080573|066.34
31102025|500800|0000000000009346|0000000010889025|0000000000024528|0000000028711310|038.10
31102025|500820|0000000000072127|0000000181038770|0000000000079771|0000000201108212|090.42
31102025|500825|0000000000004420|0000000025815010|0000000000005939|0000000034790622|074.42
31102025|500830|0000000000198011|0000000444376287|0000000000204988|0000000460018362|096.60
31102025|500840|0000000000004179|0000000001629810|0000000000010170|0000000003990651|041.09
31102025|500850|0000000000020698|0000000015361021|0000000000043554|0000000032567321|047.52
31102025|500870|0000000000072418|0000000014128752|0000000000090656|0000000017759472|079.88
31102025|500875|0000000000775541|0000000325921106|0000000001144792|0000000484512062|067.75
31102025|500877|0000000000010112|0000000005071674|0000000000020247|0000000010184771|049.94
31102025|500878|0000000000004909|0000000019784498|0000000000012109|0000000049488776|040.54
31102025|500890|0000000000000783|0000000000101516|0000000000000783|0000000000101494|100.00
31102025|500940|0000000000022759|0000000004280968|0000000000036396|0000000006870724|062.53
31102025|501148|0000000000000012|0000000000004476|0000000000000012|0000000000004476|100.00
31102025|501150|0000000000007623|0000000000259106|0000000000011085|0000000000374187|068.77
31102025|501242|0000000000000645|0000000000007650|0000000000000645|0000000000007774|100.00
31102025|501298|0000000000000028|0000000000170184|0000000000000036|0000000000219532|077.78
31102025|501301|0000000000090758|0000000072538332|0000000000208276|0000000166835600|043.58
31102025|501311|0000000000000192|0000000000005742|0000000000000192|0000000000005742|100.00
31102025|501314|0000000000166716|0000000000118369|0000000000246525|0000000000175472|067.63
31102025|501343|0000000000000305|0000000000008074|0000000000000309|0000000000008239|098.71
31102025|501351|0000000000000045|0000000000004323|0000000000000045|0000000000004323|100.00
31102025|501370|0000000000000706|0000000000098452|0000000000000947|0000000000133577|074.55
31102025|501391|0000000000000351|0000000000252036|0000000000000357|0000000000256610|098.32
31102025|501421|0000000000000373|0000000001662652|0000000000000373|0000000001662652|100.00
31102025|501423|0000000000014111|0000000032072187|0000000000033981|0000000076595195|041.53
31102025|501425|0000000000002424|0000000004800490|0000000000003948|0000000007816808|061.40
31102025|501430|0000000000000087|0000000000158562|0000000000000089|0000000000162476|097.75
31102025|501455|0000000000038684|0000000008816084|0000000000113288|0000000026047427|034.15
31102025|501477|0000000000000143|0000000000033756|0000000000000145|0000000000034666|098.62
31102025|501622|0000000000000306|0000000000026316|0000000000000306|0000000000026316|100.00
31102025|501700|0000000000006106|0000000000050375|0000000000006857|0000000000054706|089.05
31102025|501831|0000000000009952|0000000000427041|0000000000012208|0000000000519643|081.52
31102025|501833|0000000000007301|0000000000164054|0000000000008676|0000000000198806|084.15
31102025|501848|0000000000001821|0000000000132460|0000000000001837|0000000000134751|099.13
31102025|502015|0000000000043599|0000000001444435|0000000000059092|0000000001931615|073.78
31102025|502090|0000000000005188|0000000001168338|0000000000010869|0000000002460805|047.73
31102025|502133|0000000000002196|0000000000112084|0000000000002403|0000000000127105|091.39
31102025|502137|0000000000000763|0000000000790278|0000000000001438|0000000001491651|053.06
31102025|502157|0000000000001648|0000000001282309|0000000000001730|0000000001340530|095.26
31102025|502168|0000000000006180|0000000001217151|0000000000006279|0000000001234259|098.42
31102025|502175|0000000000001406|0000000000142077|0000000000001673|0000000000170173|084.04
31102025|502180|0000000000007286|0000000000665649|0000000000010033|0000000000918947|072.62
31102025|502219|0000000000038243|0000000024578777|0000000000059249|0000000038607864|064.55
31102025|502250|0000000000000163|0000000000124308|0000000000000163|0000000000124308|100.00
31102025|502281|0000000000003760|0000000000049294|0000000000004600|0000000000061337|081.74
31102025|502294|0000000000000059|0000000000002408|0000000000000060|0000000000002455|098.33
31102025|502330|0000000000003955|0000000000307502|0000000000005016|0000000000389699|078.85
31102025|502355|0000000000008499|0000000019392169|0000000000012090|0000000027903983|070.30
31102025|502420|0000000000008730|0000000000225234|0000000000010513|0000000000272722|083.04
31102025|502445|0000000000003393|0000000000214743|0000000000003614|0000000000224282|093.88
31102025|502448|0000000000018157|0000000000022152|0000000000018157|0000000000022437|100.00
31102025|502450|0000000000000127|0000000000032576|0000000000000189|0000000000048373|067.20
31102025|502587|0000000000001858|0000000000141580|0000000000002449|0000000000182130|075.87
31102025|502589|0000000000000069|0000000000007898|0000000000000069|0000000000007893|100.00
31102025|502820|0000000000000485|0000000000045978|0000000000000580|0000000000055062|083.62
31102025|502865|0000000000000810|0000000000302657|0000000000001146|0000000000427581|070.68
31102025|502873|0000000000000377|0000000000037964|0000000000000393|0000000000040038|095.93
31102025|502893|0000000000000304|0000000000024776|0000000000000324|0000000000027300|093.83
31102025|502901|0000000000000766|0000000000078967|0000000000001206|0000000000125410|063.52
31102025|502937|0000000000032713|0000000000169781|0000000000035158|0000000000181695|093.05
31102025|502958|0000000000000012|0000000000103800|0000000000000012|0000000000103799|100.00
31102025|502986|0000000000005233|0000000002280542|0000000000011415|0000000004977248|045.84
31102025|503031|0000000000012686|0000000000440078|0000000000018297|0000000000630900|069.33
31102025|503092|0000000000000014|0000000000000514|0000000000000014|0000000000000513|100.00
31102025|503100|0000000000022156|0000000037202140|0000000000036961|0000000062462626|059.94
31102025|503101|0000000000002164|0000000001302296|0000000000003135|0000000001897729|069.03
31102025|503127|0000000000000027|0000000000120383|0000000000000027|0000000000118533|100.00
31102025|503162|0000000000000014|0000000000002207|0000000000000018|0000000000002835|077.78
31102025|503169|0000000000000170|0000000000038769|0000000000000178|0000000000040594|095.51
31102025|503229|0000000000000002|0000000000000358|0000000000000002|0000000000000353|100.00
31102025|503310|0000000000027155|0000000012742484|0000000000057300|0000000027291225|047.39
31102025|503349|0000000000000013|0000000000084560|0000000000000017|0000000000109430|076.47
31102025|503624|0000000000020974|0000000000190444|0000000000021246|0000000000204897|098.72
31102025|503635|0000000000000010|0000000000000261|0000000000000010|0000000000000261|100.00
31102025|503641|0000000000206681|0000000000599375|0000000000260254|0000000000764009|079.42
31102025|503657|0000000000009104|0000000000148123|0000000000012601|0000000000203985|072.25
31102025|503663|0000000000196337|0000000000606682|0000000000205771|0000000000637037|095.42
31102025|503675|0000000000014692|0000000000016749|0000000000017539|0000000000020655|083.77
31102025|503685|0000000000006124|0000000000102271|0000000000007475|0000000000123335|081.93
31102025|503722|0000000000001086|0000000000127388|0000000000001402|0000000000164816|077.46
31102025|503772|0000000000000025|0000000000001700|0000000000000025|0000000000001700|100.00
31102025|503776|0000000000000769|0000000000031868|0000000000000785|0000000000031469|097.96
31102025|503804|0000000000000175|0000000000048992|0000000000000322|0000000000090246|054.35
31102025|503806|0000000000003436|0000000010058547|0000000000005903|0000000017400222|058.21
31102025|503811|0000000000000746|0000000000561254|0000000000001017|0000000000767035|073.35
31102025|503816|0000000000003026|0000000000189186|0000000000004102|0000000000254304|073.77
31102025|503837|0000000000000302|0000000000004258|0000000000000302|0000000000004258|100.00
31102025|503863|0000000000000150|0000000000002646|0000000000000150|0000000000002646|100.00
31102025|503960|0000000000000283|0000000000855481|0000000000000587|0000000001780755|048.21
31102025|504000|0000000000013713|0000000001171365|0000000000019908|0000000001710774|068.88
31102025|504028|0000000000013142|0000000001115099|0000000000015785|0000000001346662|083.26
31102025|504036|0000000000002661|0000000004915799|0000000000004723|0000000008773724|056.34
31102025|504058|0000000000000883|0000000000391258|0000000000000888|0000000000393488|099.44
31102025|504067|0000000000004560|0000000003637512|0000000000010667|0000000008577369|042.75
31102025|504076|0000000000014871|0000000001286491|0000000000017662|0000000001522607|084.20
31102025|504080|0000000000000062|0000000000074400|0000000000000062|0000000000073451|100.00
31102025|504084|0000000000000598|0000000000672152|0000000000000774|0000000000870631|077.26
31102025|504092|0000000000017603|0000000011567332|0000000000017603|0000000011567332|100.00
31102025|504093|0000000000003554|0000000001279440|0000000000004608|0000000001659413|077.13
31102025|504112|0000000000008295|0000000007235729|0000000000013882|0000000012153793|059.75
31102025|504132|0000000000003671|0000000003528404|0000000000003671|0000000003528404|100.00
31102025|504176|0000000000003998|0000000002353823|0000000000005110|0000000003026709|078.24
31102025|504180|0000000000001008|0000000000056852|0000000000001590|0000000000090978|063.40
31102025|504212|0000000000000406|0000000000298532|0000000000000803|0000000000591600|050.56
31102025|504220|0000000000018048|0000000001456113|0000000000021108|0000000001716907|085.50
31102025|504240|0000000000004359|0000000003038006|0000000000007119|0000000005039271|061.23
31102025|504258|0000000000000957|0000000000835414|0000000000001170|0000000001032056|081.79
31102025|504273|0000000000044980|0000000001157555|0000000000044980|0000000001157555|100.00
31102025|504286|0000000000000409|0000000000031281|0000000000000410|0000000000031726|099.76
31102025|504340|0000000000027453|0000000000257902|0000000000027453|0000000000257902|100.00
31102025|504341|0000000000041319|0000000006811438|0000000000064097|0000000010416086|064.46
31102025|504346|0000000000000206|0000000002242742|0000000000000206|0000000002242742|100.00
31102025|504351|0000000001543340|0000000003027134|0000000001543340|0000000003027134|100.00
31102025|504369|0000000000021857|0000000000010710|0000000000021957|0000000000010758|099.54
31102025|504378|0000000000039697|0000000000159185|0000000000050335|0000000000203993|078.87
31102025|504380|0000000000002043|0000000000111303|0000000000003090|0000000000169034|066.12
31102025|504392|0000000000014575|0000000000213233|0000000000017453|0000000000255531|083.51
31102025|504605|0000000000000388|0000000001266044|0000000000000460|0000000001506224|084.35
31102025|504614|0000000000019498|0000000010319317|0000000000037196|0000000019811181|052.42
31102025|504646|0000000000000117|0000000000058980|0000000000000241|0000000000121083|048.55
31102025|504648|0000000000001836|0000000000105387|0000000000001887|0000000000110854|097.30
31102025|504731|0000000000007354|0000000001267462|0000000000007561|0000000001305296|097.26
31102025|504741|0000000000000326|0000000000116660|0000000000000369|0000000000133479|088.35
31102025|504746|0000000000037178|0000000062447451|0000000000037178|0000000062447451|100.00
31102025|504786|0000000000004827|0000000002461770|0000000000004978|0000000002533154|096.97
31102025|504810|0000000000000003|0000000000000255|0000000000000003|0000000000000255|100.00
31102025|504840|0000000000000018|0000000000029682|0000000000000020|0000000000031751|090.00
31102025|504879|0000000000002528|0000000000093334|0000000000002676|0000000000099075|094.47
31102025|504882|0000000000000158|0000000000271721|0000000000000216|0000000000374141|073.15
31102025|504903|0000000000372346|0000000010194834|0000000000431499|0000000011950514|086.29
31102025|504908|0000000000000193|0000000000095632|0000000000000260|0000000000130673|074.23
31102025|504918|0000000000062508|0000000013554860|0000000000161274|0000000035891805|038.76
31102025|504959|0000000000000640|0000000001369600|0000000000000759|0000000001611963|084.32
31102025|504973|0000000000001565|0000000002986099|0000000000002418|0000000004633533|064.72
31102025|504988|0000000000000009|0000000000008370|0000000000000009|0000000000008375|100.00
31102025|505010|0000000000000599|0000000001016923|0000000000000915|0000000001565666|065.46
31102025|505029|0000000000000060|0000000000006780|0000000000000060|0000000000006807|100.00
31102025|505036|0000000000001988|0000000003695593|0000000000002422|0000000004577420|082.08
31102025|505075|0000000000002835|0000000000052590|0000000000003656|0000000000068787|077.54
31102025|505160|0000000000000705|0000000000206424|0000000000000899|0000000000265164|078.42
31102025|505163|0000000000000153|0000000000151776|0000000000000203|0000000000200704|075.37
31102025|505192|0000000000001807|0000000005486233|0000000000003876|0000000011913697|046.62
31102025|505196|0000000000000968|0000000000296644|0000000000000988|0000000000301182|097.98
31102025|505200|0000000000027800|0000000194754290|0000000000047160|0000000331785015|058.95
31102025|505212|0000000000001690|0000000000334620|0000000000001690|0000000000338038|100.00
