TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,CLOSE,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TOTTRDQTY,TOTTRDVAL,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-09-02,2025-09-02,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,11200.0,11299.98,11110.0,11230.0,11230.0,11087.63,,11199.7,,,185,2073026.48,37,F1,1,,,,,
2025-09-02,2025-09-02,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,11300.0,11598.0,11300.0,11488.0,11498.0,11140.33,,11488.0,,,330,3781132.6,102,F1,1,,,,,
2025-09-02,2025-09-02,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,11250.0,11290.0,11170.0,11246.04,11250.0,11102.33,,11254.05,,,704,7923527.92,136,F1,1,,,,,
2025-09-02,2025-09-02,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,11067.0,11298.99,11067.0,11183.33,11225.0,11178.64,,11189.28,,,170,1908620.96,45,F1,1,,,,,
2025-09-02,2025-09-02,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,11276.85,11300.0,11180.0,11250.83,11210.01,11220.75,,11237.01,,,203,2280485.26,48,F1,1,,,,,
2025-09-02,2025-09-02,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,11036.2,11400.0,11036.2,11362.93,11379.0,11200.0,,11414.6,,,95,1078048.18,31,F1,1,,,,,
2025-09-02,2025-09-02,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,11187.84,11360.0,11187.84,11357.83,11360.0,11187.84,,11357.83,,,351,3974192.42,89,F1,1,,,,,
2025-09-02,2025-09-02,CM,NSE,STK,250,IN0020170059,SGBOCT25,GB,,,,,2.50% GOLDBONDS2025SR-III,11127.99,11183.62,11044.5,11142.0,11142.0,11127.99,,11142.0,,,32,355424.87,18,F1,1,,,,,
2025-09-02,2025-09-02,CM,NSE,STK,304,IN0020170067,SGBOCT25IV,GB,,,,,2.50% GOLDBONDS2025SR-IV,11254.95,11260.0,11149.99,11179.8,11179.8,11198.96,,11179.8,,,25,279668.24,13,F1,1,,,,,
2025-09-02,2025-09-02,CM,NSE,STK,355,IN0020170075,SGBOCT25V,GB,,,,,2.50% GOLDBONDS2025SR-V,10954.5,11009.27,10954.5,11000.0,11000.0,10954.5,,11000.0,,,15,164831.77,6,F1,1,,,,,
