TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,SYMBOL,CLOSE,DELIV_PER,DELIVERY_TURNOVER,ATW
2025-11-06,2025-11-06,CM,NSE,STK,16921,INE144J01027,20MICRONS,EQ,,,,,20 MICRONS LTD,218.5,218.5,207.06,208.31,208.0,216.05,,208.3,,,93455,19670735.04,2131,F1,1,,,,,,20MICRONS,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,4,INE253B01015,21STCENMGM,EQ,,,,,21ST CENTURY MGMT SERVICE,45.95,46.96,45.31,46.96,46.96,46.04,,47.09,,,45250,2117558.43,113,F1,1,,,,,,21STCENMGM,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,13061,INE466L01038,360ONE,EQ,,,,,360 ONE WAM LIMITED,1081.6,1084.1,1062.7,1068.2,1066.4,1079.1,,1068.2,,,396590,424300887.9,29512,F1,1,,,,,,360ONE,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,30105,INF579M01BB5,GOLD360,EQ,,,,,360ONEAMC - GOLD360,117.55,119.4,117.2,118.1,117.8,117.55,,118.1,,,11234,1325886.45,232,F1,1,,,,,,GOLD360,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,756150,INF579M01BC3,SILVER360,EQ,,,,,360ONEAMC - SILVER360,145.99,146.5,144.9,145.65,146.24,145.03,,145.66,,,26833,3902142.33,322,F1,1,,,,,,SILVER360,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,6232,INE748C01038,3IINFOLTD,EQ,,,,,3I INFOTECH LIMITED,17.34,17.35,16.97,17.05,16.98,17.27,,17.05,,,747570,12831315.99,2293,F1,1,,,,,,3IINFOLTD,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,474,INE470A01017,3MINDIA,EQ,,,,,3M INDIA LIMITED,35700.0,37000.0,35480.0,35790.0,35810.0,35885.0,,35788.0,,,53590,1935048600.0,25205,F1,1,,,,,,3MINDIA,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,2595,INE105C01023,3PLAND,EQ,,,,,3P LAND HOLDINGS LIMITED,41.22,42.72,41.22,41.54,41.31,42.02,,41.67,,,4785,198789.25,70,F1,1,,,,,,3PLAND,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,445,INE618L01018,5PAISA,EQ,,,,,5PAISA CAPITAL LIMITED,308.0,308.25,305.0,306.3,306.0,309.05,,306.3,,,47928,14683698.75,1685,F1,1,,,,,,5PAISA,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,11868,INE111B01023,63MOONS,EQ,,,,,63 MOONS TECHNOLOGIES LTD,785.0,796.05,765.2,770.8,773.0,791.75,,770.8,,,91523,71140876.75,3834,F1,1,,,,,,63MOONS,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,759130,INE08PH01015,ABCOTS,EQ,,,,,A B COTSPIN INDIA LIMITED,421.7,431.95,416.6,420.4,422.0,422.5,,420.5,,,5224,2209407.6,304,F1,1,,,,,,ABCOTS,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,27020,INE00YB01025,ABINFRA,EQ,,,,,A B INFRABUILD LIMITED,19.48,19.89,19.25,19.29,19.29,19.48,,19.29,,,116183,2244648.7,690,F1,1,,,,,,ABINFRA,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,20906,INE619I01012,A2ZINFRA,EQ,,,,,A2Z INFRA ENGINEERING LTD,16.9,17.69,16.16,17.43,17.5,16.9,,17.43,,,620740,10650077.31,1427,F1,1,,,,,,A2ZINFRA,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,23729,INE883F01010,AADHARHFC,EQ,,,,,AADHAR HOUSING FINANCE L,518.5,518.5,496.25,499.45,499.25,509.2,,499.45,,,427161,214269629.25,12970,F1,1,,,,,,AADHARHFC,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,235,INE087Z01024,AAKASH,EQ,,,,,AAKASH EXPLORATION SER L,9.17,9.17,8.9,8.95,8.9,9.04,,8.95,,,93102,836480.07,497,F1,1,,,,,,AAKASH,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,1030,INE721Z01010,AARON,EQ,,,,,AARON INDUSTRIES LIMITED,196.65,203.9,196.65,200.26,200.03,198.61,,200.26,,,21207,4253851.46,1499,F1,1,,,,,,AARON,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,17145,INE01C001026,AARTECH,EQ,,,,,AARTECH SOLONICS LIMITED,54.52,55.51,53.07,53.45,53.45,54.51,,53.45,,,26581,1430842.76,656,F1,1,,,,,,AARTECH,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,4481,INE767A01016,AARTIDRUGS,EQ,,,,,AARTI DRUGS LTD.,504.4,505.2,486.3,488.9,487.1,503.6,,488.9,,,98582,48761794.5,4970,F1,1,,,,,,AARTIDRUGS,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,7,INE769A01020,AARTIIND,EQ,,,,,AARTI INDUSTRIES LTD,385.55,392.0,380.0,390.5,390.0,385.1,,390.5,,,959594,371247464.2,25369,F1,1,,,,,,AARTIIND,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,13868,INE0LRU01027,AARTIPHARM,EQ,,,,,AARTI PHARMALABS LIMITED,856.8,864.4,837.0,843.9,839.55,844.6,,843.9,,,203433,173143251.5,14041,F1,1,,,,,,AARTIPHARM,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,19233,INE09EO01013,AARTISURF,EQ,,,,,AARTI SURFACTANTS LIMITED,462.4,462.4,451.05,453.9,454.0,462.4,,453.85,,,4787,2172815.55,504,F1,1,,,,,,AARTISURF,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,19073,INE754X01016,AARVI,EQ,,,,,AARVI ENCON LIMITED,121.5,121.5,117.11,117.86,117.7,119.34,,117.86,,,3814,452267.99,111,F1,1,,,,,,AARVI,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,5385,INE216P01012,AAVAS,EQ,,,,,AAVAS FINANCIERS LIMITED,1640.0,1640.0,1596.0,1603.9,1604.0,1641.3,,1603.9,,,106726,171494337.3,16679,F1,1,,,,,,AAVAS,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,13288,INE00ZE01026,AFSL,EQ,,,,,ABANS FINANCIAL SRVCS LTD,201.0,203.69,201.0,201.31,201.4,201.26,,201.3,,,31136,6261714.25,280,F1,1,,,,,,AFSL,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,13,INE117A01022,ABB,EQ,,,,,ABB INDIA LIMITED,5258.0,5280.5,5172.0,5228.0,5205.0,5244.0,,5227.95,,,302941,1588966647.0,23999,F1,1,,,,,,ABB,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,17903,INE358A01014,ABBOTINDIA,EQ,,,,,ABBOTT INDIA LIMITED,29400.0,30490.0,29260.0,29455.0,29500.0,29360.0,,29455.6,,,55284,1651572000.0,20431,F1,1,,,,,,ABBOTINDIA,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,22,INE012A01025,ACC,EQ,,,,,ACC LIMITED,1835.6,1842.0,1827.1,1832.4,1829.9,1832.6,,1832.45,,,244677,448459734.8,17787,F1,1,,,,,,ACC,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,7053,INE793A01012,ACCELYA,EQ,,,,,ACCELYA SOLN INDIA LTD,1385.0,1385.0,1345.0,1351.0,1346.0,1386.5,,1351.05,,,18375,24907021.4,1976,F1,1,,,,,,ACCELYA,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,1465,INE648Z01023,ACCURACY,EQ,,,,,ACCURACY SHIPPING LIMITED,6.6,6.7,6.5,6.55,6.59,6.6,,6.55,,,130255,858542.53,691,F1,1,,,,,,ACCURACY,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,11779,INE543V01017,ACEINTEG,EQ,,,,,ACE INTEGRATED SOLU. LTD.,23.65,23.97,23.11,23.61,23.89,23.65,,23.61,,,2884,68156.92,93,F1,1,,,,,,ACEINTEG,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,27061,INE622W01025,ACMESOLAR,EQ,,,,,ACME SOLAR HOLDINGS LTD,274.0,274.65,264.0,269.1,269.5,273.8,,269.1,,,1223854,328461493.7,32171,F1,1,,,,,,ACMESOLAR,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,13587,INE731H01025,ACE,EQ,,,,,ACTION CONST EQUIP LTD,1098.4,1103.2,1066.8,1072.0,1070.1,1097.4,,1072.0,,,124610,134050305.6,15581,F1,1,,,,,,ACE,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,5578,INE00FF01025,ACUTAAS,EQ,,,,,ACUTAAS CHEMICALS LIMITED,1817.6,1819.1,1755.0,1769.9,1786.0,1834.3,,1769.9,,,323866,573849369.2,36147,F1,1,,,,,,ACUTAAS,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,10217,INE931S01010,ADANIENSOL,EQ,,,,,ADANI ENERGY SOLUTION LTD,985.9,994.6,962.8,968.15,969.8,985.9,,968.15,,,1064046,1036816536.1,31974,F1,1,,,,,,ADANIENSOL,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,25,INE423A01024,ADANIENT,EQ,,,,,ADANI ENTERPRISES LIMITED,2425.1,2427.1,2307.6,2314.3,2311.0,2419.8,,2314.3,,,1978147,4641523864.7,87565,F1,1,,,,,,ADANIENT,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,3563,INE364U01010,ADANIGREEN,EQ,,,,,ADANI GREEN ENERGY LTD,1087.1,1097.9,1047.0,1060.5,1062.0,1086.4,,1060.5,,,2533556,2700296605.1,59186,F1,1,,,,,,ADANIGREEN,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,15083,INE742F01042,ADANIPORTS,EQ,,,,,ADANI PORT & SEZ LTD,1452.1,1466.3,1434.3,1436.8,1435.7,1444.4,,1436.75,,,2745063,3982168706.1,89710,F1,1,,,,,,ADANIPORTS,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,17388,INE814H01029,ADANIPOWER,EQ,,,,,ADANI POWER LTD,158.36,158.38,152.33,153.17,153.15,158.39,,153.15,,,24262835,3749894618.21,135294,F1,1,,,,,,ADANIPOWER,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,6066,INE399L01023,ATGL,EQ,,,,,ADANI TOTAL GAS LIMITED,629.1,630.0,615.9,617.55,616.9,629.1,,617.55,,,632993,391988450.4,23596,F1,1,,,,,,ATGL,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,19761,INE982B01027,ADFFOODS,EQ,,,,,ADF FOODS LIMITED,216.0,227.0,215.0,224.83,221.8,220.24,,224.75,,,228680,50977062.11,4536,F1,1,,,,,,ADFFOODS,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,6018,INE404A01024,ABSLAMC,EQ,,,,,ADIT BIRL SUN LIF AMC LTD,780.2,784.7,767.2,770.35,771.35,780.2,,770.35,,,154055,119132595.05,11146,F1,1,,,,,,ABSLAMC,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,21614,INE674K01013,ABCAPITAL,EQ,,,,,ADITYA BIRLA CAPITAL LTD.,331.05,332.35,324.6,327.05,327.55,331.45,,327.05,,,4018689,1315613341.45,50586,F1,1,,,,,,ABCAPITAL,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,30108,INE647O01011,ABFRL,EQ,,,,,ADITYA BIRLA FASHION & RT,82.45,82.45,77.67,78.08,77.94,84.12,,78.09,,,17503478,1384900265.56,68757,F1,1,,,,,,ABFRL,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,756843,INE14LE01019,ABLBL,EQ,,,,,ADITYA BIRLA LIFES BRAN L,139.39,139.39,130.51,132.42,132.19,137.13,,132.4,,,3126677,416808675.7,29506,F1,1,,,,,,ABLBL,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,15239,INE865C01022,BIRLAMONEY,EQ,,,,,ADITYA BIRLA MONEY LTD,160.25,161.87,156.41,157.23,159.0,160.22,,157.25,,,43760,6905748.08,1172,F1,1,,,,,,BIRLAMONEY,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,625,INE055A01016,ABREL,EQ,,,,,ADITYA BIRLA REAL EST LTD,1858.1,1858.1,1795.0,1810.0,1798.0,1858.1,,1810.0,,,91012,165211329.5,8850,F1,1,,,,,,ABREL,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,758858,INE819V01029,CPPLUS,EQ,,,,,ADITYA INFOTECH LIMITED,1335.5,1425.8,1327.5,1403.9,1402.0,1322.1,,1403.85,,,416827,581889054.9,25840,F1,1,,,,,,CPPLUS,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,25984,INE679V01027,AVL,EQ,,,,,ADITYA VISION LIMITED,575.0,575.05,532.0,536.85,532.5,574.05,,536.85,,,581252,317812787.05,36725,F1,1,,,,,,AVL,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,23804,INF209KB18D3,BSLGOLDETF,EQ,,,,,ADITYBIRLA SL GOLD ETF-GR,106.44,106.5,105.4,106.35,106.5,106.03,,106.35,,,185272,19668510.42,1213,F1,1,,,,,,BSLGOLDETF,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,24781,INF209KB19D1,BSLNIFTY,EQ,,,,,ADITYBIRLA SL NIF ETF-GR,29.78,29.91,29.65,29.67,29.75,29.78,,29.67,,,274968,8173184.08,5473,F1,1,,,,,,BSLNIFTY,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,34,INE045A01017,ADOR,EQ,,,,,ADOR WELDING LTD,1059.3,1078.5,1020.8,1030.2,1023.0,1079.8,,1030.15,,,19834,20817154.8,2101,F1,1,,,,,,ADOR,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,4953,INE737B01033,ADROITINFO,EQ,,,,,ADROIT INFOTECH LIMITED,11.54,11.55,11.3,11.31,11.32,11.54,,11.31,,,31872,362179.75,92,F1,1,,,,,,ADROITINFO,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,759402,INE1B0W01010,ADVANCE,EQ,,,,,ADVANCE AGROLIFE LIMITED,129.95,143.0,123.7,138.75,139.0,130.05,,138.75,,,3151043,428490088.71,24340,F1,1,,,,,,ADVANCE,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,18039,INE837H01020,ADVENZYMES,EQ,,,,,ADVANCED ENZYME TECH LTD,315.5,315.5,307.25,311.0,311.0,313.95,,311.0,,,89783,27892349.45,2280,F1,1,,,,,,ADVENZYMES,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,14745,INE199C01026,ADVANIHOTR,EQ,,,,,ADVANI HOT.& RES.(I) LTD,58.36,58.68,57.55,58.18,58.28,58.36,,58.15,,,23367,1357661.11,729,F1,1,,,,,,ADVANIHOTR,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,40,INE208C01025,AEGISLOG,EQ,,,,,AEGIS LOGISTICS LIMITED,763.0,771.75,749.7,766.6,766.85,763.0,,766.6,,,358381,273423071.2,20334,F1,1,,,,,,AEGISLOG,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,757336,INE0INX01018,AEGISVOPAK,EQ,,,,,AEGIS VOPAK TERMINALS LTD,277.95,277.95,254.0,258.25,257.4,274.3,,258.25,,,1221015,319039538.3,33106,F1,1,,,,,,AEGISVOPAK,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,12015,INE065D01027,AEROENTER,EQ,,,,,AEROFLEX ENTERPRISES LTD,85.0,87.0,84.45,84.8,84.68,86.11,,84.8,,,336895,28985380.64,1330,F1,1,,,,,,AEROENTER,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,18268,INE024001021,AEROFLEX,EQ,,,,,AEROFLEX INDUSTRIES LTD,182.1,184.79,177.64,180.22,179.65,182.82,,180.2,,,377119,68199692.68,5868,F1,1,,,,,,AEROFLEX,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,13689,INE035801013,AERONEU,EQ,,,,,AEROFLEX NEU LIMITED,82.87,82.87,78.61,80.14,80.0,79.88,,80.14,,,21649,1738557.46,391,F1,1,,,,,,AERONEU,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,9810,INE0BWX01014,AETHER,EQ,,,,,AETHER INDUSTRIES LIMITED,757.2,759.45,746.0,750.75,746.5,757.4,,750.7,,,56961,42779017.05,4558,F1,1,,,,,,AETHER,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,25977,INE101I01011,AFCONS,EQ,,,,,AFCONS INFRASTRUCTURE LTD,444.85,446.95,440.0,443.75,443.6,444.95,,443.75,,,421622,186977430.25,19956,F1,1,,,,,,AFCONS,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,11343,INE00WC01027,AFFLE,EQ,,,,,AFFLE 3I LIMITED,1832.0,1832.8,1755.6,1778.0,1777.0,1832.8,,1777.95,,,369952,658158824.0,47567,F1,1,,,,,,AFFLE,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,25855,INE692Z01013,AFFORDABLE,EQ,,,,,AFFORD ROBO & AUTO LTD,252.95,253.05,225.65,242.6,244.5,250.7,,242.55,,,120321,28998387.6,2315,F1,1,,,,,,AFFORDABLE,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,3389,INE204E01012,AGARIND,EQ,,,,,AGARWAL INDS CORP LTD.,837.05,854.0,826.15,845.55,854.0,841.2,,845.6,,,11874,9981733.45,903,F1,1,,,,,,AGARIND,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,1412,INE415A01038,AGI,EQ,,,,,AGI GREENPAC LIMITED,816.85,820.0,802.2,804.55,804.0,816.85,,804.55,,,28497,22998762.45,2885,F1,1,,,,,,AGI,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,24445,INE976R01033,AGIIL,EQ,,,,,AGI INFRA LIMITED,265.0,266.75,262.45,263.8,263.55,265.9,,263.8,,,273414,72157983.05,2570,F1,1,,,,,,AGIIL,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,11072,INE449G01018,AGRITECH,EQ,,,,,AGRI-TECH (INDIA) LIMITED,132.29,132.39,128.99,129.13,129.0,130.76,,129.15,,,4074,528519.93,128,F1,1,,,,,,AGRITECH,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,2004,INE00PV01013,AHLADA,EQ,,,,,AHLADA ENGINEERS LIMITED,58.5,59.99,56.35,57.73,57.72,59.55,,57.73,,,33127,1911514.1,369,F1,1,,,,,,AHLADA,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,17833,INE758C01029,AHLUCONT,EQ,,,,,AHLUWALIA CONT IND LTD,916.0,918.65,894.45,904.6,905.5,916.8,,904.4,,,29753,26847699.9,4906,F1,1,,,,,,AHLUCONT,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,13086,INE212H01026,AIAENG,EQ,,,,,AIA ENGINEERING LIMITED,3339.9,3345.8,3281.1,3318.6,3285.0,3333.5,,3318.5,,,22254,73702621.8,7042,F1,1,,,,,,AIAENG,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,9874,INE805A01014,GOLDTECH,EQ,,,,,AION-TECH SOLUTIONS LTD,61.35,61.35,57.29,57.6,57.5,59.89,,57.61,,,43926,2568681.99,1168,F1,1,,,,,,GOLDTECH,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,9897,INE645W01026,AIRAN,EQ,,,,,AIRAN LIMITED,22.51,23.0,22.1,22.27,22.48,23.0,,22.27,,,91287,2064788.16,857,F1,1,,,,,,AIRAN,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,6068,INE801L01010,AIROLAM,EQ,,,,,AIRO LAM LIMITED,102.11,105.7,101.75,103.47,101.75,105.12,,103.47,,,9702,1001890.87,96,F1,1,,,,,,AIROLAM,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,8124,INE031B01049,AJANTPHARM,EQ,,,,,AJANTA PHARMA LIMITED,2610.0,2610.0,2542.0,2568.8,2570.0,2610.7,,2568.8,,,115851,297723709.5,20211,F1,1,,,,,,AJANTPHARM,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,29624,INE274Y01021,AJAXENGG,EQ,,,,,AJAX ENGINEERING LIMITED,604.3,604.3,580.0,581.1,580.55,598.1,,581.1,,,92615,54124134.5,8405,F1,1,,,,,,AJAXENGG,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,17307,INE298G01027,AJMERA,EQ,,,,,AJMERA REALTY & INF I LTD,1069.5,1079.0,1003.7,1016.8,1013.9,1051.6,,1016.8,,,289737,299098678.1,14198,F1,1,,,,,,AJMERA,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,3403,INE820Y01021,AJOONI,EQ,,,,,AJOONI BIOTECH LIMITED,4.8,4.98,4.8,4.94,4.96,5.05,,4.94,,,442070,2168257.88,1003,F1,1,,,,,,AJOONI,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,13510,INE737W01013,AKASH,EQ,,,,,AKASH INFRA-PROJECTS LTD,29.0,29.0,27.65,28.0,27.65,28.57,,28.0,,,6803,192300.27,77,F1,1,,,,,,AKASH,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,2176,INE00Y801016,AKG,EQ,,,,,AKG EXIM LIMITED,13.1,13.49,12.38,12.52,12.6,13.43,,12.52,,,746261,9542940.31,967,F1,1,,,,,,AKG,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,14890,INE642Z01026,AKI,EQ,,,,,AKI INDIA LIMITED,8.02,8.34,7.9,8.08,8.05,8.02,,8.08,,,27799,225631.2,149,F1,1,,,,,,AKI,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,24159,INE916Y01027,AFIL,EQ,,,,,AKME FINTRADE (INDIA) LTD,7.76,7.79,7.2,7.36,7.3,7.74,,7.36,,,2719996,20373199.06,3468,F1,1,,,,,,AFIL,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,8591,INE523B01011,AKSHOPTFBR,EQ,,,,,AKSH OPTIFIBRE LIMITED,7.62,7.62,7.36,7.4,7.45,7.5,,7.41,,,182075,1354475.78,440,F1,1,,,,,,AKSHOPTFBR,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,20178,INE542B01011,AKSHARCHEM,EQ,,,,,AKSHARCHEM INDIA LIMITED,263.15,265.75,250.55,253.55,254.9,262.0,,253.4,,,10191,2607884.55,866,F1,1,,,,,,AKSHARCHEM,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,24715,INE09XN01023,AKUMS,EQ,,,,,AKUMS DRUGS AND PHARMA L,475.0,475.0,458.0,460.35,462.0,471.1,,460.35,,,95642,44172034.7,3407,F1,1,,,,,,AKUMS,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,1467,INE133A01011,AKZOINDIA,EQ,,,,,AKZO NOBEL INDIA LIMITED,3259.0,3259.0,3202.5,3217.4,3230.0,3239.6,,3217.5,,,32484,104833887.5,2991,F1,1,,,,,,AKZOINDIA,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,9921,INE914E01040,ALANKIT,EQ,,,,,ALANKIT LIMITED,11.93,12.03,11.06,11.48,11.5,11.93,,11.49,,,362251,4206415.04,1757,F1,1,,,,,,ALANKIT,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,17256,INE155C01010,ALBERTDAVD,EQ,,,,,ALBERT DAVID LIMITED,864.3,884.95,857.1,871.05,869.0,877.45,,871.05,,,4128,3586975.25,430,F1,1,,,,,,ALBERTDAVD,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,79,INE426A01027,ALEMBICLTD,EQ,,,,,ALEMBIC LIMITED,102.9,102.9,99.27,99.79,99.85,102.33,,99.78,,,244467,24573340.53,2653,F1,1,,,,,,ALEMBICLTD,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,25328,INE901L01018,APLLTD,EQ,,,,,ALEMBIC PHARMA LTD,962.0,962.0,901.85,915.35,913.0,960.7,,915.35,,,337208,309858503.05,19825,F1,1,,,,,,APLLTD,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,13656,INE062D01024,ALICON,EQ,,,,,ALICON CASTALLOY LIMITED,966.0,966.55,931.1,936.1,940.0,966.55,,936.15,,,16637,15800728.45,1142,F1,1,,,,,,ALICON,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,5265,INE03Q201024,ALIVUS,EQ,,,,,ALIVUS LIFE SCIENCES LTD,913.9,913.95,886.0,890.5,890.0,903.95,,890.55,,,60971,54506969.55,6228,F1,1,,,,,,ALIVUS,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,16959,INE773I01017,ALKALI,EQ,,,,,ALKALI METALS LTD,88.83,92.98,88.83,92.02,90.9,88.83,,92.02,,,29591,2702927.22,623,F1,1,,,,,,ALKALI,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,11703,INE540L01014,ALKEM,EQ,,,,,ALKEM LABORATORIES LTD.,5670.5,5704.0,5631.0,5643.5,5631.5,5664.0,,5643.5,,,152300,861846122.0,19636,F1,1,,,,,,ALKEM,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,4487,INE150B01039,ALKYLAMINE,EQ,,,,,ALKYL AMINES CHEM. LTD,1828.0,1837.0,1797.9,1804.8,1802.0,1831.4,,1804.8,,,27469,49784930.4,6649,F1,1,,,,,,ALKYLAMINE,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,758448,INE0GV601021,ALLTIME,EQ,,,,,ALL TIME PLASTICS LIMITED,308.3,311.0,295.1,297.3,298.55,308.75,,297.3,,,283324,84996624.0,11334,F1,1,,,,,,ALLTIME,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,13688,INE152B01027,ACLGATI,EQ,,,,,ALLCARGO GATI LIMITED,66.52,67.0,62.79,64.5,65.25,66.24,,64.5,,,849749,54931115.78,5336,F1,1,,,,,,ACLGATI,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,13501,INE418H01029,ALLCARGO,EQ,,,,,ALLCARGO LOGISTICS LTD,35.16,35.75,34.47,35.21,35.0,35.16,,35.21,,,3449521,121614143.09,9336,F1,1,,,,,,ALLCARGO,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,17778,INE0NN701020,ATL,EQ,,,,,ALLCARGO TERMINALS LTD,33.21,33.74,31.36,32.07,32.21,33.59,,32.07,,,439893,14202607.66,2403,F1,1,,,,,,ATL,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,11798,INE835G01018,ALLDIGI,EQ,,,,,ALLDIGI TECH LIMITED,885.55,896.6,878.6,884.3,881.0,882.45,,884.3,,,6480,5743203.05,616,F1,1,,,,,,ALLDIGI,0,0,0,0
2025-11-06,2025-11-06,CM,NSE,STK,24308,INE552Z01027,ABDL,EQ,,,,,ALLIED BLEND N DISTILS L,665.9,672.0,639.05,642.1,641.35,672.05,,641.65,,,1170297,766295733.7,46410,F1,1,,,,,,ABDL,0,0,0,0
