TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,CLOSE,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TOTTRDQTY,TOTTRDVAL,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-03-13,2026-03-13,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15514.04,15791.0,15514.04,15743.15,15750.0,15792.0,,15740.99,,,444,6983255.4,37,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,15730.0,15790.69,15705.0,15744.0,15744.0,15807.77,,15744.0,,,258,4061982.9,68,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15788.69,15836.25,15740.0,15798.79,15800.0,15797.15,,15798.79,,,1367,21589894.0,146,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,15710.94,15799.97,15710.94,15740.63,15735.5,15789.88,,15740.63,,,144,2265875.67,51,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15750.0,15787.0,15708.07,15742.91,15748.0,15802.81,,15742.91,,,400,6301843.84,72,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,15720.0,15888.99,15650.0,15775.68,15810.0,15918.31,,15774.29,,,355,5595657.49,129,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15800.0,15899.0,15694.0,15756.85,15742.0,15841.08,,15756.85,,,666,10510477.63,91,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,2891,IN0020180033,SGBMAY26,GB,,,,,2.50%GOLDBONDS2026SR-I,15514.0,15829.0,15514.0,15829.0,15829.0,15919.0,,15829.0,,,14,217876.0,6,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15699.0,15755.0,15699.0,15754.16,15755.0,15708.31,,15754.16,,,33,518408.0,6,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,15700.0,15701.0,15700.0,15701.0,15701.0,15519.0,,15701.0,,,3,47102.0,3,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,15799.99,15799.99,15750.0,15750.0,15750.0,15799.99,,15750.0,,,12,189099.98,4,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,15719.9,15769.0,15719.9,15732.85,15769.0,15729.01,,15732.85,,,55,865244.03,6,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,15763.2,15765.0,15686.18,15730.0,15730.0,15787.75,,15730.0,,,169,2659613.16,33,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,8308,IN0020180462,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,15673.0,15673.0,15673.0,15673.0,15673.0,15672.0,,15673.0,,,1,15673.0,1,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,15715.0,15750.0,15605.11,15749.0,15749.0,15727.01,,15749.0,,,94,1477704.22,8,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,14252,IN0020190388,SGBOCT27VI,GB,,,,,2.50%GOLDBONDS2027SR-VI,15747.0,15755.0,15747.0,15755.0,15755.0,15761.0,,15755.0,,,3,47257.0,2,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,15600.0,15750.0,15600.0,15702.0,15702.0,15799.0,,15702.0,,,106,1663489.13,22,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,15799.0,15833.0,15750.0,15765.49,15779.99,15831.64,,15751.66,,,318,5015754.7,67,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,15751.0,15800.01,15700.0,15756.39,15750.0,15827.44,,15756.39,,,340,5362026.68,62,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,15711.0,15809.0,15710.01,15764.4,15807.9,15811.43,,15764.4,,,801,12636007.84,126,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,17664,IN0020190545,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,15802.0,15802.0,15802.0,15802.0,15802.0,15802.5,,15802.0,,,4,63208.0,1,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,15727.99,15840.0,15727.99,15782.58,15756.0,15783.35,,15782.11,,,3016,47620261.11,364,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,15755.58,15997.0,15676.81,15798.7,15750.0,15793.17,,15791.33,,,2024,31993298.13,244,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,15728.0,15815.0,15711.0,15748.73,15750.0,15806.43,,15749.05,,,848,13372158.23,82,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,17110,IN0020190537,SGBJ28VIII,GB,,,,,2.50%GOLDBONDS2028SR-VIII,15508.0,15799.0,15508.0,15718.0,15799.0,15739.46,,15718.0,,,15,235221.0,6,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,18451,IN0020190552,SGBMAR28X,GB,,,,,2.50%GOLDBONDS2028SR-X,15774.88,15774.88,15601.01,15770.0,15770.0,15774.88,,15770.0,,,73,1146041.75,15,F1,1,,,,,
2026-03-13,2026-03-13,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,15750.0,15848.0,15705.0,15749.4,15706.0,15726.23,,15736.28,,,507,7987106.81,70,F1,1,,,,,
