TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,CLOSE,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TOTTRDQTY,TOTTRDVAL,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-05-06,2026-05-06,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,14901.0,15120.0,14900.0,15119.87,15120.0,14815.0,,15119.87,,,290,4363974.54,36,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,15000.0,15175.0,15000.0,15100.0,15100.0,14874.0,,15100.0,,,398,5994997.57,65,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,14956.2,15169.99,14956.2,15132.2,15134.99,14884.76,,15132.2,,,415,6265978.57,76,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,14951.0,15119.0,14930.01,15094.92,15110.0,14851.43,,15098.53,,,125,1879763.32,35,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15000.0,15110.0,15000.0,15108.08,15109.99,14845.31,,15108.08,,,304,4572446.45,60,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,15018.2,15300.01,14975.0,15294.61,15300.0,14948.11,,15293.57,,,467,7065068.08,59,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15000.0,15125.0,15000.0,15096.07,15100.0,14876.25,,15096.07,,,275,4145224.66,75,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15110.0,15110.0,15110.0,15110.0,15110.0,14750.0,,15110.0,,,1,15110.0,1,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,14900.0,15075.0,14900.0,15050.0,15050.0,14900.0,,15050.0,,,6,90074.99,5,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,14942.0,15069.99,14942.0,15069.99,15069.99,14815.5,,15069.99,,,80,1197815.17,10,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,14950.0,15119.78,14950.0,15119.78,15119.78,14790.05,,15119.78,,,87,1308411.61,9,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,15000.0,15000.0,15000.0,15000.0,15000.0,14800.0,,15000.0,,,5,75000.0,4,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,14950.0,15200.0,14930.01,15020.22,15022.01,14805.01,,15023.92,,,51,766172.11,16,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,15000.0,15049.97,14925.0,15043.04,15049.97,14840.0,,15043.04,,,83,1245696.12,17,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,8308,IN0020180462,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,14950.0,14990.0,14950.0,14990.0,14990.0,14820.0,,14990.0,,,7,104850.0,2,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,14735.0,15200.0,14735.0,15145.29,15200.0,14760.0,,15149.68,,,43,648900.88,12,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,14252,IN0020190388,SGBOCT27VI,GB,,,,,2.50%GOLDBONDS2027SR-VI,14999.94,15300.0,14905.01,15284.78,15300.0,14702.12,,15237.03,,,41,625791.86,22,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,15000.0,15100.0,15000.0,15040.0,15040.0,14880.0,,15040.0,,,20,300854.83,9,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,15000.0,15145.0,14955.02,15092.05,15145.0,14817.52,,15092.05,,,393,5913931.66,79,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,14900.0,15100.01,14900.0,15099.84,15100.01,14880.0,,15099.84,,,631,9507607.22,63,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,14903.0,15050.0,14903.0,15028.87,15050.0,14828.66,,15040.9,,,185,2776589.42,55,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,17664,IN0020190545,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,15000.0,15075.0,14999.63,15025.88,15026.0,14806.24,,15025.88,,,37,555378.93,7,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,14901.2,15075.0,14848.41,15043.2,15060.0,14839.72,,15037.55,,,995,14927600.54,196,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,14990.0,15045.0,14915.0,15040.0,15040.0,14828.33,,15040.0,,,674,10097772.39,104,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,14921.5,15067.53,14921.5,15032.66,15032.0,14815.0,,15032.66,,,300,4505308.84,49,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,17110,IN0020190537,SGBJ28VIII,GB,,,,,2.50%GOLDBONDS2028SR-VIII,14856.0,15051.43,14856.0,15051.43,15051.43,14856.0,,15051.43,,,27,404044.11,12,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,18451,IN0020190552,SGBMAR28X,GB,,,,,2.50%GOLDBONDS2028SR-X,14950.0,15284.97,14950.0,15050.0,15050.0,14760.0,,15050.0,,,9,134984.97,5,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,14865.01,15100.0,14865.01,15088.17,15088.0,14865.0,,15088.17,,,242,3645408.66,28,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,1920,IN0020200377,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,14858.0,15099.99,14858.0,15096.28,15099.99,14834.17,,15096.39,,,67,1006764.2,23,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,5455,IN0020210129,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,15005.01,15144.99,15005.01,15063.93,15060.0,15000.0,,15065.56,,,128,1927700.99,43,F1,1,,,,,
2026-05-06,2026-05-06,CM,NSE,STK,7098,IN0020210228,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,15000.0,15197.7,15000.0,15096.7,15110.0,14898.46,,15098.21,,,112,1688776.89,50,F1,1,,,,,
