DATE,SYMBOL,DELIV_QTY,DELIV_PER
20250929,500002,12239,73.87
20250929,500003,19111,46.39
20250929,500008,25353,52.43
20250929,500009,47423,67.18
20250929,500012,57620,70.76
20250929,500013,13946,100.0
20250929,500014,6857,55.98
20250929,500016,4432,79.61
20250929,500020,34568,30.32
20250929,500023,96,76.19
20250929,500027,633,36.72
20250929,500028,17630,75.85
20250929,500031,12546,36.69
20250929,500032,465371,58.04
20250929,500033,2038,35.24
20250929,500034,77611,49.67
20250929,500038,7712,37.78
20250929,500039,67703,49.13
20250929,500040,2310,58.88
20250929,500042,548,51.07
20250929,500043,2615,47.42
20250929,500048,25713,54.14
20250929,500049,481156,50.49
20250929,500052,59051,73.47
20250929,500058,13895,100.0
20250929,500059,345,87.79
20250929,500060,2646,69.23
20250929,500067,11349,68.91
20250929,500068,54,81.82
20250929,500069,133,81.1
20250929,500074,1829,89.92
20250929,500078,731,99.32
20250929,500083,21988,89.96
20250929,500084,49443,42.97
20250929,500085,21310,40.99
20250929,500086,146327,62.95
20250929,500087,10132,41.43
20250929,500089,814,82.06
20250929,500092,1020,51.41
20250929,500093,25755,51.65
20250929,500096,21846,55.42
20250929,500097,2192,64.15
20250929,500101,6720,50.74
20250929,500103,42710,27.32
20250929,500104,167294,45.2
20250929,500106,237737,44.97
20250929,500108,45692,31.54
20250929,500109,384338,45.04
20250929,500110,42851,40.82
20250929,500112,270505,50.74
20250929,500113,230337,41.31
20250929,500114,16260,50.53
20250929,500116,199077,37.34
20250929,500117,42330,58.88
20250929,500119,7593,65.75
20250929,500120,727,65.03
20250929,500123,655,66.9
20250929,500124,75821,75.21
20250929,500125,4903,60.4
20250929,500126,77,49.04
20250929,500128,42347,39.53
20250929,500133,62,71.26
20250929,500135,5051,37.26
20250929,500136,8938,84.01
20250929,500142,895,100.0
20250929,500143,115,85.19
20250929,500144,5201,59.43
20250929,500147,3915,53.19
20250929,500148,200,97.56
20250929,500150,357,38.97
20250929,500151,121,100.0
20250929,500153,3907,57.97
20250929,500159,815,60.33
20250929,500160,44704,75.16
20250929,500163,68818,35.11
20250929,500164,764,41.89
20250929,500165,12828,51.26
20250929,500166,3100,90.33
20250929,500168,4256,87.05
20250929,500170,6949,87.87
20250929,500171,792,43.16
20250929,500173,3072,93.35
20250929,500174,1621,92.31
20250929,500178,563,100.0
20250929,500179,16216,77.9
20250929,500180,330545,56.7
20250929,500182,24604,59.29
20250929,500183,778683,28.8
20250929,500184,39700,38.83
20250929,500185,195212,40.53
20250929,500186,25404,76.93
20250929,500187,1821,49.32
20250929,500188,116560,43.85
20250929,500189,60,100.0
20250929,500191,2991,100.0
20250929,500192,6242,95.84
20250929,500193,28486,77.34
20250929,500199,1341,84.29
20250929,500201,1923,20.3
20250929,500202,17659,100.0
20250929,500206,62,63.92
20250929,500207,38330,82.56
20250929,500209,1633770,96.53
20250929,500210,241,40.5
20250929,500213,1376,90.05
20250929,500214,13240,61.89
20250929,500215,243,48.21
20250929,500219,46081,39.6
20250929,500220,2926,83.15
20250929,500227,4440,80.04
20250929,500228,30807,60.6
20250929,500233,7719,74.83
20250929,500234,33,86.84
20250929,500235,2243,60.54
20250929,500238,2218,64.27
20250929,500239,2669,75.04
20250929,500240,10751,100.0
20250929,500241,1672,46.6
20250929,500243,70,61.4
20250929,500245,35467,89.3
20250929,500246,225,89.64
20250929,500247,29742,50.96
20250929,500249,5127,54.94
20250929,500250,2386,63.09
20250929,500251,44409,70.99
20250929,500252,5110,97.56
20250929,500253,15881,53.31
20250929,500257,4857,44.56
20250929,500259,937,70.72
20250929,500260,4361,53.71
20250929,500262,1096,77.79
20250929,500264,27386,72.28
20250929,500265,11510,54.12
20250929,500266,744,37.5
20250929,500267,1336,82.06
20250929,500268,4638,65.7
20250929,500270,1120,93.49
20250929,500271,1846,36.8
20250929,500277,1304,91.32
20250929,500279,61506,100.0
20250929,500280,431,73.42
20250929,500282,23,100.0
20250929,500284,1564,100.0
20250929,500285,1887321,55.43
20250929,500288,135383,48.43
20250929,500290,256,61.84
20250929,500292,10000,66.12
20250929,500294,67739,42.25
20250929,500295,69160,28.24
20250929,500296,532,80.0
20250929,500298,1359,87.73
20250929,500300,2532,49.82
20250929,500304,22526,64.04
20250929,500306,461811,47.61
20250929,500307,5632,84.54
20250929,500312,191836,60.91
20250929,500313,1270,89.94
20250929,500314,4359,74.33
20250929,500317,5053,70.8
20250929,500319,1210,72.8
20250929,500322,131,99.24
20250929,500325,257667,53.93
20250929,500327,63110,90.95
20250929,500330,19996,59.11
20250929,500331,13212,56.64
20250929,500333,1054,88.57
20250929,500335,2137,60.04
20250929,500336,5939,51.79
20250929,500337,514,74.28
20250929,500338,2867,33.86
20250929,500339,30961,55.79
20250929,500342,31792,35.83
20250929,500343,671,90.07
20250929,500346,948,97.03
20250929,500350,2168,80.65
20250929,500354,2457,78.27
20250929,500355,7216,23.24
20250929,500356,3573,16.18
20250929,500357,202,100.0
20250929,500358,1990,100.0
20250929,500360,260,100.0
20250929,500365,189645,62.7
20250929,500366,56063,100.0
20250929,500367,4787,83.84
20250929,500368,33108,55.83
20250929,500370,745,96.38
20250929,500378,66406,55.15
20250929,500380,1537,53.68
20250929,500387,249,38.6
