DATE,SYMBOL,DELIV_QTY,DELIV_PER
20250826,544351,6400,100.0
20250826,544352,233,28.98
20250826,544353,6000,71.43
20250826,544354,14400,100.0
20250826,544355,730,38.64
20250826,544356,3076,62.96
20250826,544361,1,100.0
20250826,544362,10309,50.21
20250826,544364,1037,65.67
20250826,544365,28000,93.33
20250826,544367,56476,48.52
20250826,544369,4000,71.43
20250826,544371,2408,100.0
20250826,544372,6000,100.0
20250826,544373,11200,87.5
20250826,544375,115,92.0
20250826,544376,1122,72.53
20250826,544377,3002,94.58
20250826,544378,2000,100.0
20250826,544379,2285,62.33
20250826,544380,155,100.0
20250826,544381,36000,78.95
20250826,544382,3859,94.96
20250826,544383,24000,100.0
20250826,544384,299126,83.58
20250826,544385,664,99.85
20250826,544386,574,63.85
20250826,544387,22000,73.33
20250826,544388,4000,100.0
20250826,544389,1387,79.35
20250826,544390,7902,50.97
20250826,544391,18000,100.0
20250826,544392,6000,75.0
20250826,544393,27200,68.0
20250826,544394,5436,74.69
20250826,544396,1716,50.37
20250826,544397,54191,25.73
20250826,544398,24000,100.0
20250826,544399,80400,100.0
20250826,544400,4000,100.0
20250826,544401,75,100.0
20250826,544402,4503,42.51
20250826,544403,26838,51.18
20250826,544404,13740,64.31
20250826,544405,282920,27.87
20250826,544406,38400,78.69
20250826,544407,7967,41.25
20250826,544408,2653,45.92
20250826,544409,34000,85.0
20250826,544410,64415,59.39
20250826,544411,13627,54.01
20250826,544412,42000,100.0
20250826,544413,14027,62.35
20250826,544414,27290,57.66
20250826,544415,3538,76.14
20250826,544416,4429,100.0
20250826,544417,8400,100.0
20250826,544418,22839,58.6
20250826,544419,34180,47.85
20250826,544420,6365,63.32
20250826,544421,10466,43.14
20250826,544422,4800,80.0
20250826,544423,4750,31.66
20250826,544424,21172,38.56
20250826,544425,18000,100.0
20250826,544426,3600,100.0
20250826,544427,6760,83.9
20250826,544428,4800,100.0
20250826,544429,63968,53.76
20250826,544430,88858,58.29
20250826,544431,12000,100.0
20250826,544432,98153,81.2
20250826,544433,26400,100.0
20250826,544434,153600,58.54
20250826,544435,155200,100.0
20250826,544436,26400,100.0
20250826,544437,1200,100.0
20250826,544438,8282,100.0
20250826,544439,31548,40.37
20250826,544440,90000,51.72
20250826,544441,31200,78.0
20250826,544442,13200,64.71
20250826,544443,3034,37.8
20250826,544444,52800,70.97
20250826,544445,3000,100.0
20250826,544447,11812,55.7
20250826,544448,6325,99.89
20250826,544449,35659,34.51
20250826,544450,7909,71.36
20250826,544451,21600,62.07
20250826,544452,10000,83.33
20250826,544453,78000,68.78
20250826,544454,27657,39.25
20250826,544455,123986,51.2
20250826,544456,2189,46.56
20250826,544457,66297,51.7
20250826,544458,444000,45.92
20250826,544459,85546,28.3
20250826,544460,33600,65.62
20250826,544461,5121,90.59
20250826,544462,1,100.0
20250826,544463,26400,84.62
20250826,544464,8000,100.0
20250826,544465,36635,53.29
20250826,544466,17474,42.07
20250826,544467,685670,30.53
20250826,544468,21600,72.0
20250826,544469,175866,38.68
20250826,544470,44056,25.87
20250826,544471,8000,66.67
20250826,544472,94400,92.19
20250826,544473,42341,95.6
20250826,544474,56000,76.09
20250826,544475,196000,59.76
20250826,544476,24516,52.31
20250826,544477,149946,100.0
20250826,544479,85532,46.99
20250826,544480,218443,43.49
20250826,544481,62290,84.04
20250826,544482,65000,100.0
20250826,544483,40800,100.0
20250826,544484,14489,25.28
20250826,544485,181510,35.08
20250826,544486,1184,100.0
20250826,544487,683216,100.0
20250826,544488,3778065,38.92
20250826,544489,290400,100.0
20250826,544490,823675,48.84
20250826,544491,519405,49.05
20250826,555555,594,67.04
20250826,570002,743,100.0
20250826,570004,1910,99.17
20250826,570005,256648,100.0
20250826,590003,101730,42.41
20250826,590005,393,56.55
20250826,590006,329,59.71
20250826,590013,1348,79.86
20250826,590018,125,70.22
20250826,590021,155,74.52
20250826,590022,66,100.0
20250826,590024,25258,50.54
20250826,590025,13420,100.0
20250826,590030,93820,65.48
20250826,590031,494,83.59
20250826,590041,3854,100.0
20250826,590051,12372,45.04
20250826,590056,69,97.18
20250826,590057,171,100.0
20250826,590062,12773,59.96
20250826,590065,54,80.6
20250826,590066,14701,63.51
20250826,590070,14754,96.36
20250826,590071,1612,20.48
20250826,590072,108,86.4
20250826,590073,147,90.74
20250826,590075,813,81.06
20250826,590078,1416,69.86
20250826,590086,115,52.75
20250826,590095,374021,61.36
20250826,590096,170720,78.68
20250826,590097,50083,67.76
20250826,590098,40551,61.38
20250826,590099,4082,53.79
20250826,590101,15907,59.87
20250826,590103,115353,64.08
20250826,590104,24605,71.87
20250826,590106,91021,78.29
20250826,590107,1005,59.82
20250826,590108,127591,69.7
20250826,590109,988,70.42
20250826,590110,8,53.33
20250826,590113,17997,41.89
20250826,590115,177,68.6
20250826,590134,14956,56.5
20250826,590136,1445,94.38
20250826,590137,2140,64.36
20250826,590138,10519,88.72
20250826,717504,159,100.0
20250826,751026,277915,100.0
20250826,800257,178,100.0
20250826,800278,2,100.0
20250826,800279,2,100.0
20250826,800290,13,100.0
20250826,800296,4,100.0
20250826,800297,20,100.0
20250826,800301,23,100.0
20250826,800318,38,97.44
20250826,800320,34,100.0
20250826,800322,9,100.0
20250826,800324,20,95.24
20250826,800325,186,91.63
20250826,800327,5,100.0
20250826,800331,16,100.0
20250826,800339,3,100.0
20250826,800340,44,100.0
20250826,800341,41,100.0
20250826,800385,40,86.96
20250826,800386,10,100.0
20250826,800437,34,100.0
20250826,800439,8,100.0
20250826,800441,13860,92.65
20250826,800442,402490,100.0
20250826,800452,3,100.0
20250826,800488,18,81.82
20250826,800489,100,100.0
20250826,800575,5,100.0
20250826,800576,2000,100.0
20250826,800580,128,88.89
20250826,800584,5050,100.0
20250826,800588,1320,100.0
20250826,800596,36,97.3
20250826,800598,1600,100.0
20250826,800603,271,78.55
20250826,800605,83,96.51
20250826,800607,4000,100.0
20250826,800608,500,100.0
20250826,800618,618,100.0
20250826,800807,12331,99.2
20250826,804997,9,100.0
20250826,805047,92,100.0
20250826,805051,2000,100.0
20250826,805073,650,100.0
20250826,805085,100,100.0
20250826,805087,500,100.0
20250826,805088,200,100.0
20250826,805091,500,100.0
20250826,805100,100,100.0
20250826,805102,200,100.0
20250826,805103,30,100.0
20250826,805106,100,100.0
20250826,810729,90,100.0
20250826,810765,3200,100.0
20250826,810919,200,100.0
20250826,810924,200,100.0
20250826,810971,87,100.0
20250826,810976,58,100.0
20250826,810996,100,100.0
20250826,890157,307,50.83
20250826,890197,919,100.0
20250826,890211,569,100.0
20250826,890213,3877,100.0
20250826,890214,5383,94.32
20250826,890216,56439,73.02
20250826,890217,50096,100.0
20250826,890218,90213,90.07
20250826,890219,22521,74.11
20250826,890220,2206,98.57
20250826,890221,1500,79.03
20250826,935540,214,100.0
20250826,935574,1,100.0
20250826,935584,1202,100.0
20250826,935616,5,100.0
20250826,935690,434,100.0
20250826,935752,1,100.0
20250826,935786,100,100.0
20250826,935788,2,100.0
20250826,935856,83,100.0
20250826,935860,20,100.0
20250826,935862,3,100.0
20250826,935868,505,100.0
20250826,936252,155,86.11
20250826,936294,48,100.0
20250826,936374,10,100.0
20250826,936398,184,100.0
20250826,936400,100,100.0
20250826,936416,47,100.0
20250826,936476,560,100.0
20250826,936478,250,100.0
20250826,936532,53,100.0
20250826,936578,25,100.0
20250826,936722,7,100.0
20250826,936798,100,100.0
20250826,936810,2,100.0
20250826,937017,72,88.89
20250826,937295,10,100.0
20250826,937315,500,100.0
20250826,937319,85,100.0
20250826,937339,225,100.0
20250826,937373,63,100.0
20250826,937385,1040,100.0
20250826,937449,100,50.0
20250826,937455,1317,86.93
20250826,937495,19,100.0
20250826,937497,32,100.0
20250826,937503,20,100.0
20250826,937581,40,100.0
20250826,937631,142,100.0
20250826,937633,10,100.0
20250826,937637,333,100.0
20250826,937703,15,100.0
20250826,937773,30,100.0
20250826,937799,3,100.0
20250826,938001,700,100.0
20250826,938111,40,100.0
20250826,938123,62,100.0
20250826,938149,319,100.0
20250826,938206,100,100.0
20250826,938212,200,90.09
20250826,938214,380,100.0
20250826,938220,30,100.0
20250826,938224,609,92.41
20250826,938226,818,100.0
20250826,938264,32,100.0
20250826,938278,10,100.0
20250826,938282,169,100.0
20250826,938290,25,100.0
20250826,938358,3,100.0
20250826,938364,50,100.0
20250826,938366,301,100.0
20250826,938382,348,100.0
20250826,938384,804,100.0
20250826,938416,50,100.0
20250826,938424,70,100.0
20250826,938434,100,100.0
20250826,938436,50,100.0
20250826,938480,4,100.0
20250826,938530,100,100.0
20250826,938550,250,100.0
20250826,938584,39,100.0
20250826,938636,12,85.71
20250826,938640,17,100.0
20250826,938642,218,100.0
20250826,938644,25,100.0
20250826,938688,10,50.0
20250826,938716,25,100.0
20250826,938766,21,100.0
20250826,938790,50,50.0
20250826,938816,86,100.0
20250826,938874,63,100.0
20250826,938900,40,100.0
20250826,938906,78,100.0
20250826,938910,25,100.0
20250826,939010,10,100.0
20250826,939022,21,50.0
20250826,939032,15,100.0
20250826,939050,1,100.0
20250826,939054,500,100.0
20250826,939056,100,100.0
20250826,939106,25,100.0
20250826,939124,100,100.0
20250826,939152,10,100.0
20250826,939160,298,100.0
20250826,939164,90,60.0
20250826,939180,10,100.0
20250826,939194,62,100.0
20250826,939196,100,100.0
20250826,939200,500,100.0
20250826,939202,3,100.0
20250826,939206,75,100.0
20250826,939216,154,100.0
20250826,939234,200,100.0
20250826,939274,10,50.0
20250826,939295,500,100.0
20250826,939297,493,100.0
20250826,939335,195,100.0
20250826,939409,95,100.0
20250826,939423,50,100.0
20250826,939453,100,100.0
20250826,939473,86,100.0
20250826,939531,60,100.0
20250826,939585,1,100.0
20250826,939623,30,100.0
20250826,939625,1000,100.0
20250826,939639,498,100.0
20250826,939655,100,100.0
20250826,939657,40,100.0
20250826,939677,150,100.0
20250826,939721,75,100.0
20250826,939725,200,100.0
20250826,939727,5393,83.32
20250826,939733,555,79.51
20250826,939737,10,100.0
20250826,939819,50,100.0
20250826,939843,26,100.0
20250826,939845,100,100.0
20250826,939849,26,100.0
20250826,939913,113,100.0
20250826,939975,20,50.0
20250826,939983,200,100.0
20250826,940033,10,100.0
20250826,940053,60,85.71
20250826,940085,1,100.0
20250826,940097,61,100.0
20250826,940099,1,100.0
20250826,940101,26,100.0
20250826,940103,123,66.13
20250826,940125,100,100.0
20250826,940159,25,100.0
20250826,940161,115,100.0
20250826,940165,195,100.0
20250826,940175,10,100.0
20250826,940201,80,100.0
20250826,940239,100,100.0
20250826,940261,39,100.0
20250826,940279,100,34.01
20250826,940299,100,100.0
20250826,940309,122,100.0
20250826,940319,72,100.0
20250826,940323,102,100.0
20250826,940325,160,61.54
20250826,940327,120,100.0
20250826,940331,10,50.0
20250826,940335,208,67.53
20250826,940353,35,50.0
20250826,940355,199,100.0
20250826,940371,15,50.0
20250826,940385,25,100.0
20250826,940387,25,71.43
20250826,940389,125,100.0
20250826,940393,10,100.0
20250826,940395,10,100.0
20250826,940397,100,100.0
20250826,940415,8,100.0
20250826,940417,39,100.0
20250826,940421,15,100.0
20250826,940427,8,100.0
20250826,940429,100,100.0
20250826,940431,3,100.0
20250826,940439,284,100.0
20250826,940445,46,100.0
20250826,940449,15,100.0
20250826,940451,14,100.0
20250826,940469,2,100.0
20250826,940477,127,100.0
20250826,940479,6367,99.98
20250826,940501,169,100.0
20250826,940519,43,100.0
20250826,940523,220,76.12
20250826,940533,1,100.0
20250826,940541,42,100.0
20250826,940543,1,100.0
20250826,940555,10,100.0
20250826,940601,121,100.0
20250826,940603,11,100.0
20250826,940607,10,100.0
20250826,940609,90,100.0
20250826,940619,37,100.0
20250826,957670,3,100.0
20250826,961728,335,62.38
20250826,961732,46,100.0
20250826,961779,16,100.0
20250826,961785,87,100.0
20250826,961796,3,100.0
20250826,961803,440,100.0
20250826,961804,84,80.77
20250826,961815,2,100.0
20250826,961816,190,95.0
20250826,961822,59,100.0
20250826,961839,160,100.0
20250826,961853,347,64.5
20250826,961875,1000,88.5
20250826,961877,330,100.0
20250826,961889,1000,100.0
20250826,972691,40,100.0
20250826,973491,19237,95.85
20250826,973881,1,100.0
20250826,973883,2,100.0
20250826,974072,2,100.0
20250826,974285,1,100.0
20250826,974561,2,100.0
20250826,974595,3,100.0
20250826,974634,190,100.0
20250826,974635,368,99.73
20250826,974881,1,100.0
20250826,974914,4,100.0
20250826,974998,2,100.0
20250826,974999,34,100.0
20250826,975012,1,100.0
20250826,975137,8,100.0
20250826,975223,5,100.0
20250826,975271,4,100.0
20250826,975272,2,100.0
20250826,975331,3,100.0
20250826,975335,10,100.0
20250826,975369,2,100.0
20250826,975375,7,70.0
20250826,975454,44,100.0
20250826,975513,1,100.0
20250826,975629,36,100.0
20250826,975721,2,100.0
20250826,975852,1,100.0
20250826,975903,2,100.0
20250826,975905,2,100.0
20250826,975908,1,100.0
20250826,975926,1,100.0
20250826,975946,2,100.0
20250826,975955,10,90.91
20250826,975986,6,100.0
20250826,976009,69,100.0
20250826,976015,2,100.0
20250826,976036,46,100.0
20250826,976112,3,100.0
20250826,976146,4,100.0
20250826,976275,11,100.0
20250826,976289,1,100.0
20250826,976290,2,100.0
20250826,976291,9,100.0
20250826,976292,7,100.0
20250826,976325,1,100.0
20250826,976389,1,14.29
20250826,976411,2,100.0
20250826,976423,5,100.0
20250826,976437,22,100.0
20250826,976448,1,50.0
20250826,976457,4,100.0
20250826,976492,5,100.0
20250826,976554,10,83.33
20250826,976623,0,0.0
20250826,976653,3,100.0
20250826,976660,7,100.0
20250826,976685,2,100.0
20250826,976690,2,100.0
20250826,976727,19,95.0
20250826,976730,1,100.0
20250826,976751,1,100.0
20250826,976752,2,100.0
20250826,976757,16,100.0
20250826,976808,48,100.0
20250826,976825,3,100.0
20250826,976831,1,100.0
20250826,976859,11,100.0
20250826,976896,12,100.0
20250826,976930,3,100.0
20250826,976970,10,100.0
20250826,976983,6,100.0
20250826,976985,14,100.0
20250826,977001,7,100.0
20250826,977012,7,100.0
20250826,977019,10,100.0
20250826,500002,7858,58.6
20250826,500003,13331,58.06
20250826,500008,10159,47.44
20250826,500009,27874,62.42
20250826,500012,36386,81.62
20250826,500013,2570,100.0
20250826,500014,8732,86.51
20250826,500016,1069,76.63
20250826,500020,34947,41.87
20250826,500023,1012,94.23
20250826,500027,1244,52.38
20250826,500028,90837,83.08
20250826,500031,1567,60.2
20250826,500032,372680,61.04
20250826,500033,3346,34.16
20250826,500034,63647,10.68
20250826,500038,10924,49.07
20250826,500039,14285,30.61
20250826,500040,1788,45.62
20250826,500042,1098,62.78
20250826,500043,3151,39.0
20250826,500048,6271,56.72
20250826,500049,226731,43.05
20250826,500052,15775,73.0
20250826,500058,9944,100.0
20250826,500059,100,100.0
20250826,500060,651,100.0
20250826,500067,7271,27.58
20250826,500068,95,83.33
20250826,500069,1659,60.07
20250826,500074,10690,65.2
20250826,500078,1369,89.83
20250826,500083,23949,90.16
20250826,500084,298780,38.46
20250826,500085,15756,35.23
20250826,500086,91622,58.33
20250826,500087,16197,42.56
20250826,500089,800,98.04
20250826,500092,1629,60.9
20250826,500093,104915,55.93
20250826,500096,20549,45.19
20250826,500097,1475,57.98
20250826,500101,11520,60.77
20250826,500103,92789,52.75
20250826,500104,35790,49.43
20250826,500106,103712,53.08
20250826,500108,45354,31.51
20250826,500109,84591,56.51
20250826,500110,7411,47.2
20250826,500112,65530,9.67
20250826,500113,98736,51.95
20250826,500114,18050,37.68
20250826,500116,252387,50.07
20250826,500117,21225,46.17
20250826,500119,7512,71.27
20250826,500120,172,67.19
20250826,500123,285,79.83
20250826,500124,131698,77.17
20250826,500125,3822,39.87
20250826,500126,576,65.38
20250826,500128,30441,47.93
20250826,500133,54,51.92
20250826,500135,7430,55.96
