TradDt,BizDt,Sgmt,Src,FinInstrmTp,SC_CODE,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,DELIV_PER,DELIV_QTY
2025-11-11,2025-11-11,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5018.9,5018.9,4943.0,4976.7,4984.0,4993.15,,4978.4,,,8195,40735971.0,1835,F1,1,,,,,,55.0,4507
2025-11-11,2025-11-11,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,777.0,790.25,767.5,780.1,780.0,770.35,,780.05,,,49350,38347726.0,2602,F1,1,,,,,,50.02,24685
2025-11-11,2025-11-11,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,963.4,972.3,958.45,960.8,961.4,963.35,,960.6,,,16708,16087415.0,1201,F1,1,,,,,,60.81,10160
2025-11-11,2025-11-11,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,32.14,32.49,30.2,31.13,31.13,32.08,,31.13,,,69074,2168528.0,262,F1,1,,,,,,69.7,48148
2025-11-11,2025-11-11,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,52.85,52.85,51.16,51.24,51.25,52.14,,51.24,,,94463,4894360.0,498,F1,1,,,,,,87.76,82902
2025-11-11,2025-11-11,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,4.15,4.15,4.02,4.02,4.02,4.1,,4.0,,,632,2557.0,8,F1,1,,,,,,100.0,632
2025-11-11,2025-11-11,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,5.36,5.5,5.3,5.34,5.31,5.37,,5.34,,,23355,125234.0,85,F1,1,,,,,,89.47,20895
2025-11-11,2025-11-11,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,8.13,8.39,8.13,8.35,8.14,8.08,,8.35,,,1707,14282.0,26,F1,1,,,,,,98.54,1682
2025-11-11,2025-11-11,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,154.15,155.35,152.65,154.05,154.4,155.65,,154.1,,,33680,5185559.0,383,F1,1,,,,,,42.42,14286
2025-11-11,2025-11-11,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,355.0,355.0,317.6,320.1,318.2,326.2,,318.5,,,526,168113.0,84,F1,1,,,,,,80.23,422
2025-11-11,2025-11-11,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,5763.05,5799.9,5700.0,5754.95,5754.95,5715.15,,5756.9,,,1596,9193746.0,503,F1,1,,,,,,57.27,914
2025-11-11,2025-11-11,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,30.6,31.8,29.59,30.02,29.59,30.08,,30.02,,,7146,215323.0,120,F1,1,,,,,,82.58,5901
2025-11-11,2025-11-11,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,500.05,507.8,496.55,506.15,506.85,500.75,,505.55,,,15855,7976936.0,904,F1,1,,,,,,65.11,10323
2025-11-11,2025-11-11,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,21.55,21.55,21.13,21.21,21.21,21.53,,21.2,,,160004,3395756.0,737,F1,1,,,,,,58.46,93534
2025-11-11,2025-11-11,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,18248.85,18248.85,17473.65,17542.0,17516.05,18146.45,,17554.65,,,4586,81379962.0,1400,F1,1,,,,,,35.32,1620
2025-11-11,2025-11-11,CM,BSE,STK,500034,INE296A01032,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,1042.05,1044.65,997.0,1005.35,1005.35,1085.4,,1005.2,,,1101846,1112816356.0,38181,F1,1,,,,,,47.62,524688
2025-11-11,2025-11-11,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,460.55,460.55,446.85,453.9,451.65,461.35,,454.2,,,35786,16187766.0,1672,F1,1,,,,,,49.63,17761
2025-11-11,2025-11-11,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,A,,,,,BANCO PRODUCTS (INDIA) LTD.,791.75,840.0,785.0,809.6,809.6,802.05,,807.55,,,137224,112058172.0,5004,F1,1,,,,,,36.77,50461
2025-11-11,2025-11-11,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1712.6,1758.5,1712.6,1753.25,1753.1,1732.1,,1753.2,,,4989,8644398.0,583,F1,1,,,,,,54.98,2743
2025-11-11,2025-11-11,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3659.0,3659.0,3625.0,3625.0,3625.0,3659.0,,3603.2,,,3,10943.0,3,F1,1,,,,,,100.0,3
2025-11-11,2025-11-11,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,4495.05,4523.85,4479.85,4495.6,4492.85,4500.5,,4497.75,,,559,2514398.0,165,F1,1,,,,,,58.86,329
2025-11-11,2025-11-11,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1046.15,1050.7,1043.6,1047.4,1048.8,1049.3,,1046.9,,,2968,3108750.0,281,F1,1,,,,,,63.07,1872
2025-11-11,2025-11-11,CM,BSE,STK,500048,INE258A01024,BEML,A,,,,,BEML LTD.,2008.0,2040.0,1996.3,2017.2,2017.2,2007.75,,2018.05,,,21038,42369255.0,1941,F1,1,,,,,,41.93,8821
2025-11-11,2025-11-11,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,419.55,428.0,417.45,427.2,427.2,416.7,,427.3,,,890313,377884355.0,11221,F1,1,,,,,,49.89,444179
2025-11-11,2025-11-11,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,96.28,96.86,94.96,96.62,96.5,95.73,,96.03,,,24899,2377548.0,255,F1,1,,,,,,90.05,22421
2025-11-11,2025-11-11,CM,BSE,STK,500058,INE819C01011,BIHSPONG,X,,,,,BIHAR SPONGE IRON LTD.,13.01,13.01,12.3,12.56,12.59,12.76,,12.56,,,24037,299455.0,111,F1,1,,,,,,83.96,20181
2025-11-11,2025-11-11,CM,BSE,STK,500059,INE071A01013,BILVYAPAR,B,,,,,BIL VYAPAR LIMITED,11.22,11.9,11.15,11.21,11.41,11.11,,11.2,,,2488,28521.0,38,F1,1,,,,,,83.84,2086
2025-11-11,2025-11-11,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,B,,,,,Birla Cable Limited,151.15,157.4,150.2,152.45,152.45,152.9,,153.15,,,3748,575045.0,73,F1,1,,,,,,92.88,3481
2025-11-11,2025-11-11,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1799.85,1799.85,1740.55,1780.95,1780.0,1769.95,,1780.1,,,4441,7838056.0,893,F1,1,,,,,,40.08,1780
2025-11-11,2025-11-11,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,13300.15,13684.0,13201.0,13292.3,13255.0,13301.3,,13292.3,,,46,615991.0,33,F1,1,,,,,,69.57,32
2025-11-11,2025-11-11,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,344.8,344.8,335.0,335.05,335.05,339.6,,335.05,,,447,150790.0,16,F1,1,,,,,,65.55,293
2025-11-11,2025-11-11,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,71.3,72.86,70.35,71.91,71.91,70.52,,71.75,,,3613,257677.0,136,F1,1,,,,,,59.01,2132
2025-11-11,2025-11-11,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,354.95,354.95,323.0,332.95,333.75,333.75,,333.05,,,2178,713822.0,115,F1,1,,,,,,80.12,1745
2025-11-11,2025-11-11,CM,BSE,STK,500083,INE281A01026,CENTEXT,T,,,,,CENTURY EXTRUSIONS LTD.,26.83,28.0,26.83,27.3,27.48,27.15,,26.9,,,7535,205793.0,71,F1,1,,,,,,100.0,7535
2025-11-11,2025-11-11,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,172.05,173.9,169.8,171.05,171.05,172.5,,171.1,,,134920,23164533.0,1902,F1,1,,,,,,34.8,46954
2025-11-11,2025-11-11,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,467.75,467.8,460.3,464.35,464.35,468.85,,464.0,,,57217,26522911.0,2922,F1,1,,,,,,57.12,32683
2025-11-11,2025-11-11,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,381.35,381.35,376.0,377.05,376.95,378.9,,377.0,,,35544,13427741.0,1208,F1,1,,,,,,40.59,14429
2025-11-11,2025-11-11,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1515.9,1517.45,1505.7,1514.8,1514.8,1513.75,,1514.9,,,89852,135985715.0,2356,F1,1,,,,,,57.12,51323
2025-11-11,2025-11-11,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,492.0,508.0,488.65,499.9,505.0,500.0,,501.4,,,713,356425.0,29,F1,1,,,,,,78.54,560
2025-11-11,2025-11-11,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,4714.4,4761.85,4693.2,4714.55,4713.1,4696.55,,4717.65,,,584,2756211.0,230,F1,1,,,,,,38.18,223
2025-11-11,2025-11-11,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,739.95,739.95,729.5,733.05,733.05,737.95,,732.95,,,31868,23364195.0,1626,F1,1,,,,,,50.18,15992
2025-11-11,2025-11-11,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,513.75,521.45,512.6,519.85,519.25,515.5,,519.95,,,39928,20660993.0,1734,F1,1,,,,,,63.34,25291
2025-11-11,2025-11-11,CM,BSE,STK,500097,INE495A01022,DALMIASUG,T,,,,,DALMIA BHARAT SUGAR AND INDUST,323.25,334.9,317.0,320.5,320.0,324.7,,317.6,,,741,239578.0,44,F1,1,,,,,,100.0,741
2025-11-11,2025-11-11,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,330.15,331.7,320.0,326.4,325.7,330.65,,325.1,,,21883,7095736.0,898,F1,1,,,,,,42.08,9209
2025-11-11,2025-11-11,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,274.55,287.9,271.75,285.5,285.5,273.2,,285.8,,,2097737,592680359.0,23732,F1,1,,,,,,34.18,716990
2025-11-11,2025-11-11,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,480.25,489.65,470.15,487.95,487.95,481.7,,487.9,,,92896,44767071.0,3322,F1,1,,,,,,39.1,36323
2025-11-11,2025-11-11,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,54.19,54.86,53.75,54.07,54.07,54.59,,54.06,,,388579,21011847.0,2124,F1,1,,,,,,52.16,202677
2025-11-11,2025-11-11,CM,BSE,STK,500108,INE153A01019,MTNL,B,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,40.51,41.99,40.51,41.31,41.35,40.49,,41.3,,,94016,3882429.0,550,F1,1,,,,,,46.29,43521
2025-11-11,2025-11-11,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,168.9,179.8,168.9,178.4,178.4,170.65,,178.35,,,1163565,204333932.0,9620,F1,1,,,,,,42.97,499987
2025-11-11,2025-11-11,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,1013.4,1035.35,999.0,1031.95,1031.95,999.15,,1032.55,,,183058,186905027.0,5519,F1,1,,,,,,34.81,63725
2025-11-11,2025-11-11,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,954.0,954.5,945.05,953.3,953.3,951.85,,953.3,,,1406920,1334997749.0,12954,F1,1,,,,,,88.16,1240300
2025-11-11,2025-11-11,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,144.55,145.2,141.65,144.4,144.4,144.45,,144.4,,,1100169,158003153.0,8637,F1,1,,,,,,53.05,583609
2025-11-11,2025-11-11,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,3803.15,3821.2,3755.8,3812.15,3812.15,3801.5,,3812.4,,,22464,85288064.0,1750,F1,1,,,,,,72.13,16203
2025-11-11,2025-11-11,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,99.75,99.75,97.55,98.8,98.9,98.9,,98.8,,,176891,17380518.0,1292,F1,1,,,,,,42.99,76042
2025-11-11,2025-11-11,CM,BSE,STK,500117,INE500A01029,DCW,A,,,,,DCW LTD.,68.87,69.24,67.91,68.64,68.64,68.24,,68.65,,,76144,5211816.0,506,F1,1,,,,,,58.68,44680
2025-11-11,2025-11-11,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,B,,,,,DHAMPUR SUGAR MILLS LTD.,134.0,134.95,132.0,132.8,132.4,134.15,,132.65,,,6451,856721.0,172,F1,1,,,,,,57.93,3737
2025-11-11,2025-11-11,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,279.95,284.8,277.95,282.8,283.05,281.5,,284.55,,,659,185855.0,26,F1,1,,,,,,98.63,650
2025-11-11,2025-11-11,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,9811.2,9835.0,9351.1,9589.8,9576.0,9835.25,,9589.8,,,1407,13608607.0,386,F1,1,,,,,,69.3,975
2025-11-11,2025-11-11,CM,BSE,STK,500124,INE089A01031,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,1207.6,1214.75,1199.0,1211.35,1211.35,1198.45,,1211.5,,,22981,27771660.0,1236,F1,1,,,,,,59.48,13670
2025-11-11,2025-11-11,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,1039.85,1057.95,1004.2,1016.9,1019.0,1024.55,,1017.0,,,16580,17023341.0,1570,F1,1,,,,,,42.43,7035
2025-11-11,2025-11-11,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,5953.0,5974.5,5895.45,5945.65,5930.0,5938.2,,5947.0,,,155,921349.0,55,F1,1,,,,,,56.77,88
2025-11-11,2025-11-11,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,80.31,84.42,79.5,82.98,82.98,85.68,,83.1,,,543947,44486306.0,5476,F1,1,,,,,,44.73,243303
2025-11-11,2025-11-11,CM,BSE,STK,500133,INE284A01012,ESABINDIA,A,,,,,ESAB INDIA LTD.,5189.85,5567.5,5094.1,5253.75,5253.75,4847.2,,5259.0,,,20413,110000564.0,3976,F1,1,,,,,,42.37,8650
2025-11-11,2025-11-11,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,191.65,193.7,188.55,191.6,191.2,191.85,,191.55,,,62184,11897456.0,1357,F1,1,,,,,,63.96,39774
2025-11-11,2025-11-11,CM,BSE,STK,500136,INE778B01029,ESTER,B,,,,,ESTER INDUSTRIES LTD.,106.85,113.55,103.9,104.9,105.1,104.75,,104.95,,,37181,4079683.0,920,F1,1,,,,,,51.27,19064
2025-11-11,2025-11-11,CM,BSE,STK,500142,INE512A01016,FGP,XT,,,,,FGP LTD.,10.7,10.7,9.7,10.27,10.3,10.21,,10.27,,,9664,95831.0,102,F1,1,,,,,,100.0,9664
2025-11-11,2025-11-11,CM,BSE,STK,500143,INE160F01013,PHCAP,X,,,,,PH CAPITAL LTD.,175.5,194.0,175.5,189.3,192.85,189.6,,189.3,,,1484,279824.0,48,F1,1,,,,,,98.99,1469
2025-11-11,2025-11-11,CM,BSE,STK,500144,INE235A01022,FINCABLES,A,,,,,FINOLEX CABLES LTD.,795.0,795.0,763.45,786.45,786.45,794.55,,786.15,,,71108,55252342.0,4682,F1,1,,,,,,43.78,31128
2025-11-11,2025-11-11,CM,BSE,STK,500147,INE515A01019,COCKERILL,B,,,,,JOHN COCKERILL INDIA LIMITED,5385.8,5430.0,5301.6,5366.5,5366.5,5385.75,,5366.5,,,2696,14470043.0,283,F1,1,,,,,,88.17,2377
2025-11-11,2025-11-11,CM,BSE,STK,500148,INE516A01017,UFLEX,B,,,,,UFLEX LTD.,528.55,539.5,527.65,535.2,538.2,528.55,,533.05,,,2896,1550003.0,263,F1,1,,,,,,97.72,2830
2025-11-11,2025-11-11,CM,BSE,STK,500150,INE519A01011,FOSECOIND,B,,,,,FOSECO INDIA LTD.,5460.0,5468.1,5406.55,5408.45,5406.6,5441.3,,5423.5,,,151,818106.0,74,F1,1,,,,,,67.55,102
2025-11-11,2025-11-11,CM,BSE,STK,500153,INE388A01029,GANESHBE,B,,,,,GANESH BENZOPLAST LTD.,82.99,85.07,82.99,84.19,84.05,82.32,,84.18,,,2740,230270.0,52,F1,1,,,,,,69.78,1912
2025-11-11,2025-11-11,CM,BSE,STK,500159,INE085D01033,METROGLOBL,X,,,,,METROGLOBAL LIMITED,122.0,125.0,120.0,122.05,120.15,122.0,,122.05,,,128,15453.0,14,F1,1,,,,,,89.06,114
2025-11-11,2025-11-11,CM,BSE,STK,500160,INE043A01012,GTL,B,,,,,GTL LTD.,9.15,9.15,8.8,8.87,8.85,9.02,,8.87,,,41971,372675.0,166,F1,1,,,,,,92.23,38710
2025-11-11,2025-11-11,CM,BSE,STK,500163,INE260B01028,GODFRYPHLP,A,,,,,GODFREY PHILLIPS INDIA LTD.,3000.0,3055.0,3000.0,3027.8,3027.8,2999.85,,3024.75,,,24223,73275466.0,2428,F1,1,,,,,,44.14,10693
2025-11-11,2025-11-11,CM,BSE,STK,500164,INE233A01035,GODREJIND,A,,,,,GODREJ INDUSTRIES LTD.,1072.7,1077.0,1052.55,1069.9,1072.3,1060.1,,1070.1,,,2174,2320641.0,216,F1,1,,,,,,56.03,1218
2025-11-11,2025-11-11,CM,BSE,STK,500165,INE531A01024,KANSAINER,A,,,,,KANSAI NEROLAC PAINTS LTD.,242.25,246.1,242.25,243.9,243.6,245.55,,243.85,,,12749,3110966.0,463,F1,1,,,,,,52.61,6707
2025-11-11,2025-11-11,CM,BSE,STK,500166,INE300A01016,GOODRICKE,X,,,,,GOODRICKE GROUP LTD.,186.0,189.0,184.5,188.65,189.0,187.0,,188.65,,,1317,245873.0,50,F1,1,,,,,,75.55,995
2025-11-11,2025-11-11,CM,BSE,STK,500168,INE533A01012,GOODYEAR,B,,,,,GOODYEAR INDIA LTD.,980.0,985.0,969.95,978.15,978.15,980.15,,978.15,,,5588,5472172.0,183,F1,1,,,,,,88.82,4963
2025-11-11,2025-11-11,CM,BSE,STK,500170,INE537A01013,GTNINDS,X,,,,,GTN INDUSTRIES LTD.,23.86,24.7,22.7,24.58,24.58,23.99,,24.58,,,198,4502.0,6,F1,1,,,,,,98.99,196
2025-11-11,2025-11-11,CM,BSE,STK,500171,INE539A01019,GHCL,A,,,,,GHCL LTD.,620.8,621.1,614.5,618.7,618.75,618.6,,618.85,,,13715,8466051.0,575,F1,1,,,,,,75.96,10418
2025-11-11,2025-11-11,CM,BSE,STK,500173,INE538A01037,GFLLIMITED,T,,,,,GFL LIMITED,61.0,62.0,59.44,60.12,60.01,61.03,,59.87,,,1133,68728.0,37,F1,1,,,,,,100.0,1133
2025-11-11,2025-11-11,CM,BSE,STK,500179,INE236A01020,HCL-INSYS,B,,,,,HCL INFOSYSTEMS LTD.,15.5,15.5,14.88,14.99,14.99,15.05,,14.97,,,27984,421553.0,117,F1,1,,,,,,79.98,22383
2025-11-11,2025-11-11,CM,BSE,STK,500180,INE040A01034,HDFCBANK,A,,,,,HDFC BANK LTD.,985.0,993.25,978.15,991.7,991.7,984.35,,991.7,,,235562,232122661.0,9676,F1,1,,,,,,59.86,141010
2025-11-11,2025-11-11,CM,BSE,STK,500182,INE158A01026,HEROMOTOCO,A,,,,,HERO MOTOCORP LTD.,5370.1,5430.1,5330.0,5415.0,5415.0,5360.3,,5417.45,,,9732,52502040.0,2344,F1,1,,,,,,49.4,4808
2025-11-11,2025-11-11,CM,BSE,STK,500183,INE548A01028,HFCL,A,,,,,HFCL LIMITED,74.03,78.79,74.03,78.29,78.29,74.22,,78.3,,,9154817,715285300.0,5945,F1,1,,,,,,93.37,8547782
2025-11-11,2025-11-11,CM,BSE,STK,500184,INE019C01026,HSCL,A,,,,,Himadri Speciality Chemical Lt,450.45,461.7,450.0,458.9,458.9,451.4,,459.2,,,56225,25727399.0,1434,F1,1,,,,,,65.61,36887
2025-11-11,2025-11-11,CM,BSE,STK,500185,INE549A01026,HCC,A,,,,,HINDUSTAN CONSTRUCTION CO.LTD.,25.8,26.01,25.38,25.43,25.43,25.96,,25.43,,,1012587,25887238.0,2651,F1,1,,,,,,61.15,619189
2025-11-11,2025-11-11,CM,BSE,STK,500186,INE345A01011,HINDOILEXP,B,,,,,HINDUSTAN OIL EXPLORATION CO.L,150.05,152.0,148.95,151.75,151.45,150.5,,151.6,,,16187,2435691.0,149,F1,1,,,,,,76.84,12438
2025-11-11,2025-11-11,CM,BSE,STK,500187,INE415A01038,AGI,A,,,,,AGI GREENPAC LIMITED,774.0,784.0,767.95,780.85,781.15,773.35,,780.85,,,5586,4345193.0,537,F1,1,,,,,,45.56,2545
2025-11-11,2025-11-11,CM,BSE,STK,500188,INE267A01025,HINDZINC,A,,,,,HINDUSTAN ZINC LTD.,486.65,490.0,482.65,487.45,487.45,484.65,,487.5,,,313326,152397817.0,7388,F1,1,,,,,,53.81,168602
2025-11-11,2025-11-11,CM,BSE,STK,500189,INE353A01023,NDLVENTURE,T,,,,,NDL Ventures Limited,89.35,89.35,86.88,88.96,88.96,86.15,,87.6,,,356,31155.0,4,F1,1,,,,,,100.0,356
2025-11-11,2025-11-11,CM,BSE,STK,500191,INE262A01018,HMT,Z,,,,,HMT LTD.,55.49,55.49,54.1,54.99,54.99,53.91,,54.48,,,631,34567.0,35,F1,1,,,,,,100.0,631
2025-11-11,2025-11-11,CM,BSE,STK,500192,INE962B01011,PRAGBOS,X,,,,,PRAG BOSIMI SYNTHETICS LTD.,1.95,2.05,1.95,2.02,2.02,1.97,,2.02,,,2452,4955.0,21,F1,1,,,,,,78.75,1931
2025-11-11,2025-11-11,CM,BSE,STK,500193,INE102A01024,HLVLTD,B,,,,,HLV LIMITED,10.8,10.89,10.75,10.84,10.84,10.85,,10.82,,,31579,341595.0,200,F1,1,,,,,,93.99,29681
2025-11-11,2025-11-11,CM,BSE,STK,500199,INE204A01010,IGPL,B,,,,,I G PETROCHEMICALS LTD.,394.05,398.65,386.0,390.5,386.05,397.6,,388.6,,,1573,614031.0,131,F1,1,,,,,,83.03,1306
2025-11-11,2025-11-11,CM,BSE,STK,500201,INE560A01023,INDIAGLYCO,A,,,,,INDIA GLYCOLS LTD.,1001.05,1007.2,990.9,996.05,995.05,1002.7,,996.35,,,6650,6642711.0,353,F1,1,,,,,,58.42,3885
2025-11-11,2025-11-11,CM,BSE,STK,500202,INE333C01013,INDLEASE,XT,,,,,INDIA LEASE DEVELOPMENT LTD.,10.32,10.32,9.81,9.81,9.81,10.32,,9.81,,,263,2584.0,5,F1,1,,,,,,100.0,263
2025-11-11,2025-11-11,CM,BSE,STK,500206,INE680B01019,MARGOFIN,X,,,,,MARGO FINANCE LIMITED,76.66,77.04,76.66,76.67,76.67,76.66,,76.67,,,41,3143.0,5,F1,1,,,,,,100.0,41
2025-11-11,2025-11-11,CM,BSE,STK,500207,INE156A01020,INDORAMA,B,,,,,INDO RAMA SYNTHETICS (INDIA) L,67.89,67.9,59.4,60.74,60.4,67.8,,60.83,,,140693,8681135.0,1113,F1,1,,,,,,61.54,86589
2025-11-11,2025-11-11,CM,BSE,STK,500209,INE009A01021,INFY,A,,,,,INFOSYS LTD.,1523.25,1532.5,1511.0,1530.6,1530.6,1514.6,,1530.3,,,521626,794783297.0,20405,F1,1,,,,,,67.53,352230
2025-11-11,2025-11-11,CM,BSE,STK,500210,INE177A01018,INGERRAND,A,,,,,INGERSOLL-RAND (INDIA) LTD.,3824.95,3824.95,3721.0,3733.55,3733.65,3804.6,,3732.4,,,235,881756.0,119,F1,1,,,,,,70.64,166
2025-11-11,2025-11-11,CM,BSE,STK,500213,INE262B01016,ITHL,X,,,,,INTERNATIONAL TRAVEL HOUSE LTD,448.55,455.0,444.0,447.3,446.2,449.85,,447.3,,,461,206795.0,50,F1,1,,,,,,74.4,343
2025-11-11,2025-11-11,CM,BSE,STK,500214,INE570A01022,IONEXCHANG,A,,,,,ION EXCHANGE (INDIA) LTD.,372.0,375.15,365.35,367.8,367.8,371.9,,368.25,,,34269,12629223.0,1444,F1,1,,,,,,60.32,20670
2025-11-11,2025-11-11,CM,BSE,STK,500215,INE209A01019,SUNDROP,B,,,,,SUNDROP BRANDS LIMITED,763.6,787.0,762.0,786.15,787.0,774.75,,787.1,,,281,218631.0,106,F1,1,,,,,,72.6,204
2025-11-11,2025-11-11,CM,BSE,STK,500219,INE175A01038,JISLJALEQS,A,,,,,JAIN IRRIGATION SYSTEMS LTD.,48.41,48.44,47.48,47.93,47.93,48.32,,47.93,,,50747,2435820.0,561,F1,1,,,,,,57.08,28965
2025-11-11,2025-11-11,CM,BSE,STK,500220,INE711C01028,JASCH,X,,,,,JASCH INDUSTRIES LTD.,167.05,172.75,167.0,170.05,170.05,167.85,,170.05,,,1312,223040.0,14,F1,1,,,,,,99.39,1304
2025-11-11,2025-11-11,CM,BSE,STK,500227,INE197D01010,JINDALPOLY,B,,,,,JINDAL POLY FILMS LTD.,550.0,555.25,543.35,550.5,549.55,549.9,,550.05,,,559,306648.0,46,F1,1,,,,,,54.02,302
2025-11-11,2025-11-11,CM,BSE,STK,500228,INE019A01038,JSWSTEEL,A,,,,,JSW STEEL LTD.,1184.9,1206.4,1166.55,1192.0,1185.55,1179.35,,1191.5,,,39304,46825249.0,4334,F1,1,,,,,,51.22,20130
2025-11-11,2025-11-11,CM,BSE,STK,500233,INE217B01036,KAJARIACER,A,,,,,KAJARIA CERAMICS LTD.,1124.85,1124.85,1103.35,1110.05,1108.5,1119.75,,1109.7,,,3165,3520499.0,542,F1,1,,,,,,39.97,1265
