TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-11-26,2025-11-26,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5060.1,5204.2,5050.8,5198.15,5197.15,5060.05,,5197.5,,,6573,33973682.0,1071,F1,1,,,,,
2025-11-26,2025-11-26,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,766.9,770.25,758.0,761.35,762.35,766.85,,761.5,,,9389,7185095.0,874,F1,1,,,,,
2025-11-26,2025-11-26,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,945.05,951.45,941.05,949.55,949.55,945.8,,949.75,,,34765,32979120.0,2622,F1,1,,,,,
2025-11-26,2025-11-26,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,29.1,29.95,28.41,29.0,28.81,29.22,,29.0,,,57312,1668422.0,447,F1,1,,,,,
2025-11-26,2025-11-26,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,49.51,50.83,49.51,50.37,50.23,50.0,,50.37,,,19647,986375.0,340,F1,1,,,,,
2025-11-26,2025-11-26,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,3.45,3.46,3.39,3.42,3.42,3.45,,3.42,,,3267,11156.0,24,F1,1,,,,,
2025-11-26,2025-11-26,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,5.24,5.38,4.64,4.97,4.95,5.16,,4.97,,,26647,132660.0,102,F1,1,,,,,
2025-11-26,2025-11-26,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,8.5,8.94,8.4,8.4,8.4,8.28,,8.4,,,7359,62706.0,36,F1,1,,,,,
2025-11-26,2025-11-26,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,144.2,146.7,143.9,145.95,145.95,143.3,,146.05,,,24448,3557042.0,281,F1,1,,,,,
2025-11-26,2025-11-26,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,329.55,329.55,322.15,327.45,324.55,329.95,,324.55,,,1342,440769.0,27,F1,1,,,,,
