TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-11-13,2025-11-13,CM,BSE,STK,132155,INE129A01019,GAIL#,A,,,,,GAIL INDIA,183.0,183.0,183.0,183.7,183.0,182.45,,,,,1,183.0,1,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,4943.95,4960.0,4896.0,4909.9,4909.9,4924.5,,4912.95,,,7313,36024797.0,2050,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,798.5,808.0,790.0,802.0,803.15,799.6,,801.8,,,25506,20393982.0,1888,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,964.1,973.15,961.75,967.0,967.5,963.7,,966.9,,,14197,13727468.0,1237,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,31.7,31.71,31.25,31.46,31.46,31.94,,31.46,,,31788,1000533.0,193,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,52.34,52.34,51.7,51.91,51.91,51.69,,51.91,,,26142,1356632.0,236,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,3.94,3.94,3.87,3.88,3.88,3.94,,3.84,,,13985,54919.0,31,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,5.24,5.48,5.22,5.24,5.22,5.27,,5.24,,,7018,36973.0,78,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,9.15,9.15,8.2,8.67,8.9,8.31,,8.67,,,40061,359582.0,91,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,157.1,159.75,155.05,155.45,155.3,156.95,,155.6,,,20822,3280392.0,371,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,321.1,321.1,316.0,316.4,316.4,320.3,,316.25,,,404,127790.0,107,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,5999.15,5999.15,5838.0,5880.05,5880.05,5859.25,,5885.65,,,979,5759652.0,271,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,30.89,31.5,30.0,30.04,30.0,30.9,,30.04,,,12877,391766.0,160,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,519.9,519.9,501.6,504.1,504.7,506.85,,503.65,,,10498,5327481.0,588,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,20.81,21.23,20.81,20.99,20.99,21.02,,20.96,,,355420,7478586.0,994,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,17599.65,17608.45,17064.65,17102.4,17148.0,17466.65,,17102.0,,,2396,41475988.0,796,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500034,INE296A01032,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,1011.9,1019.85,1003.35,1005.15,1005.15,1011.9,,1005.35,,,916763,926506862.0,15819,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,450.2,459.95,450.2,457.3,457.3,449.05,,458.15,,,9981,4546343.0,444,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,A,,,,,BANCO PRODUCTS (INDIA) LTD.,797.0,808.4,770.0,784.55,784.55,795.65,,783.4,,,39911,31571511.0,1953,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1767.0,1815.0,1735.65,1749.95,1749.95,1773.5,,1745.85,,,3083,5483937.0,518,F1,1,,,,,
2025-11-13,2025-11-13,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3601.1,3601.1,3550.0,3580.0,3580.0,3525.1,,3600.1,,,6,21411.0,6,F1,1,,,,,
