TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-09-26,2025-09-26,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5197.55,5200.9,5119.5,5176.85,5176.85,5197.5,,5173.5,,,7169,36959137.0,2080,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,775.7,775.7,744.55,748.4,752.35,772.8,,748.5,,,13658,10347633.0,1516,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,976.45,982.7,968.95,977.95,978.5,981.45,,977.75,,,16667,16247987.0,1277,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,33.94,34.99,33.4,33.63,33.63,34.03,,33.63,,,188837,6447561.0,635,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,54.97,54.97,52.15,52.33,52.33,54.54,,52.33,,,69940,3704228.0,882,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,4.7,4.7,4.63,4.69,4.68,4.72,,4.66,,,11065,51700.0,33,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,5.38,5.48,5.0,5.03,5.02,5.43,,5.03,,,26192,138048.0,111,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,8.44,8.44,7.94,8.3,8.3,8.32,,8.3,,,5247,43720.0,33,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,170.3,172.55,167.55,168.65,168.65,172.75,,168.52,,,45859,7797090.0,937,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6171.25,6174.0,6016.0,6038.05,6040.0,6220.2,,6032.5,,,1329,8059966.0,350,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,35.25,35.25,32.81,33.0,33.0,34.08,,33.0,,,27439,923763.0,245,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,565.55,565.55,537.45,543.2,543.2,565.65,,543.35,,,78945,43191566.0,3856,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,20.41,20.46,19.85,20.02,20.02,20.46,,20.02,,,897345,17977452.0,3390,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,17700.2,17969.55,17320.0,17362.3,17362.3,17760.7,,17371.0,,,6320,111349028.0,2093,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500034,INE296A01032,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,1011.95,1011.95,981.0,985.0,985.0,1012.85,,985.1,,,270333,269352980.0,11371,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,475.0,478.6,447.0,451.35,451.35,473.8,,451.85,,,113479,52074974.0,3453,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,A,,,,,BANCO PRODUCTS (INDIA) LTD.,828.95,874.0,817.8,829.6,830.0,829.25,,829.4,,,226895,192219319.0,7198,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1784.0,1798.45,1731.45,1742.85,1742.85,1782.7,,1743.3,,,6128,10770866.0,885,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3623.2,3623.2,3623.2,3623.2,3623.2,3623.2,,3649.5,,,3,10869.0,1,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,4544.5,4560.75,4490.0,4519.9,4550.0,4597.25,,4510.7,,,1157,5233330.0,355,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1187.05,1193.3,1165.0,1167.5,1171.85,1188.3,,1168.1,,,10771,12668487.0,1187,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,4362.85,4362.85,4180.0,4208.1,4208.1,4359.05,,4207.5,,,34529,146649607.0,4693,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,404.3,405.9,394.5,395.9,395.9,403.45,,395.9,,,876643,350802007.0,15976,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,102.95,103.25,101.1,102.6,102.6,102.65,,102.37,,,37233,3790738.0,523,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500058,INE819C01011,BIHSPONG,XT,,,,,BIHAR SPONGE IRON LTD.,12.84,13.33,12.6,12.63,12.6,12.84,,12.63,,,25049,318717.0,69,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500059,INE071A01013,BILVYAPAR,B,,,,,BIL VYAPAR LIMITED,14.35,14.35,12.61,13.02,13.25,13.87,,12.98,,,11537,148795.0,135,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,B,,,,,Birla Cable Limited,164.7,166.0,155.75,156.5,156.5,164.7,,156.46,,,12244,1960719.0,343,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1906.35,1932.3,1880.0,1886.35,1890.0,1927.05,,1890.1,,,6462,12271915.0,1041,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,13900.0,13999.8,13520.0,13625.0,13700.0,13950.1,,13625.0,,,368,5076031.0,240,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,340.0,345.0,334.05,340.0,340.0,345.65,,340.0,,,2366,810603.0,28,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,78.61,79.84,77.46,78.14,78.48,79.49,,78.18,,,6319,494738.0,313,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,339.0,341.25,333.5,336.0,335.5,339.0,,336.15,,,1180,396240.0,154,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500083,INE281A01026,CENTEXT,B,,,,,CENTURY EXTRUSIONS LTD.,25.0,25.53,24.04,24.27,24.08,24.73,,24.25,,,20529,502055.0,224,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,167.0,167.0,162.05,163.6,163.6,167.15,,163.55,,,63617,10401709.0,1025,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,528.0,528.0,516.0,519.6,519.6,527.95,,519.7,,,65908,34286013.0,2107,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,392.25,399.95,387.85,388.85,388.85,393.6,,388.8,,,222012,87514654.0,6432,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1488.15,1504.45,1475.0,1498.95,1498.95,1509.8,,1499.4,,,55109,82122659.0,5164,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,540.0,540.0,509.5,525.5,530.0,527.2,,524.05,,,461,242098.0,56,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,4759.0,4766.75,4600.0,4635.45,4630.0,4751.5,,4620.9,,,2660,12467987.0,1036,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,758.95,759.4,737.2,739.2,739.2,758.85,,739.4,,,59948,44708532.0,2729,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,506.25,508.15,493.2,499.7,499.9,506.1,,499.75,,,33939,16914425.0,1204,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,350.45,351.35,345.0,346.8,349.35,352.2,,347.2,,,5935,2068949.0,275,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,315.1,315.1,304.85,306.4,306.2,314.8,,306.15,,,16223,4996768.0,853,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,234.0,234.0,229.9,230.9,230.9,234.6,,231.01,,,222995,51672670.0,2770,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,424.45,425.2,420.25,422.1,421.85,423.3,,422.25,,,57143,24142382.0,1208,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,54.69,54.92,53.1,53.34,53.34,55.15,,53.28,,,636097,34215078.0,4610,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500108,INE153A01019,MTNL,B,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,42.6,43.5,42.25,42.69,42.99,42.65,,42.75,,,227442,9721331.0,1232,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,128.7,130.5,125.95,127.55,127.55,129.85,,127.4,,,130986,16835964.0,1748,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,754.5,782.2,739.75,760.8,760.8,754.1,,760.5,,,110661,84557262.0,3395,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,861.05,864.15,852.5,857.0,857.0,861.05,,856.95,,,342057,293413951.0,10319,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,136.7,136.85,130.4,131.05,131.05,136.45,,131.02,,,660630,87797171.0,3634,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,3393.55,3400.0,3307.35,3327.35,3327.35,3378.15,,3327.3,,,26880,90367154.0,3488,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,90.33,91.99,89.0,89.58,89.58,90.24,,89.57,,,243990,21904030.0,1451,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500117,INE500A01029,DCW,A,,,,,DCW LTD.,72.0,72.0,68.25,68.68,68.9,72.02,,68.67,,,263866,18381814.0,1451,F1,1,,,,,
2025-09-26,2025-09-26,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,B,,,,,DHAMPUR SUGAR MILLS LTD.,136.5,136.5,132.0,133.45,133.45,136.85,,133.36,,,15654,2096785.0,495,F1,1,,,,,
