date,symbol,mom_ratio,foot_ratio,stab_ratio,atw,delivery_turnover,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,SIS,Whale_Density,Implied_Trades,passes_conditions
2023-03-14,ROUTE,1.0576086163617162,1.1833101228678167,1.1919671881835048,32078.21928725948,241693672.8,48.8398415393322,58.91341256366724,80.4753820033956,66.34195967181013,0.24179481366266162,7534.5102742655545,True
2023-04-27,RSYSTEMS,1.2170504475357768,2.1624646454593903,1.3685558906751405,24922.420907840442,103147481.85000001,66.77985285795133,94.56706281833617,91.90718732314657,86.97053883348079,0.9708937293900387,4138.742469338139,True
2023-07-06,SAPPHIRE,1.424617333923544,1.4329931508655058,1.283709099484496,47206.87885010267,87255511.2,78.53211009174312,80.61162079510703,92.11009174311927,85.72263781163325,0.3393656969969806,1848.3643342968062,True
2023-08-07,SBCL,1.0368023402229845,3.4761444299265514,1.9055392976972876,79991.46964801614,3409058206.0000005,47.50623441396509,99.93765586034912,99.37655860349128,85.9343932931149,1.168638832928091,42617.77188243657,True
2023-12-21,SBILIFE,1.3242364073616104,1.311365822232436,1.0050119909799111,27979.185520361993,1734015877.5,74.83241925655089,71.60268129189518,50.94454600853139,60.94792412024516,0.19434964116661177,61975.20925825597,True
2024-10-04,SBIN,1.2369286469104002,1.2040544850609747,1.0235615243114364,55881.33314291089,7451265019.2,62.371445856019356,69.93345432546884,55.414398064125834,60.84848065638273,0.7065263771717739,133340.859999602,True
2023-04-11,SCHAEFFLER,1.1487392710008275,1.7290045569199362,1.1069249679637194,23209.500743105633,504720509.29999995,65.49609810479376,91.47157190635451,67.33556298773689,73.41921641525457,0.08110012023191995,21746.288939451955,True
2023-04-27,SCHAEFFLER,1.099510712840299,1.3475857508734506,1.0996082653552264,26276.706618030224,405772101.0,58.1211092246746,81.38087153367289,66.49688737973966,68.78117890554319,0.09044556917264658,15442.273908160634,True
2023-04-28,SCHAEFFLER,1.2239049777664892,1.508764920358385,1.1313765671576135,26819.305694305694,401797066.5,71.63841807909604,82.54237288135593,68.19209039548022,72.93218527717153,0.09242410807923047,14981.635657529718,True
2023-05-01,SCHAEFFLER,1.2266103340959014,1.4257918152195794,1.100775596976773,26819.305694305694,401797066.5,70.62146892655367,81.69491525423729,58.13559322033899,66.94801369352632,0.09263176353524233,14981.635657529718,True
2023-12-11,SDL24BEES,1.19645658264315,3.6753970091754633,2.9421712188888196,547314.2857142857,19074170.28,51.45746579417013,99.94051160023795,99.94051160023795,87.5551580419882,46.63464696501688,34.85048860931301,True
2024-06-14,SHARDAMOTR,1.0843319741929451,1.628031113223245,1.3362027344629575,21464.612149154735,131584380.0,61.48148148148148,80.85470085470085,88.94586894586894,80.29315188412922,0.13419426248999253,6130.293856960361,True
2023-11-08,SHAREINDIA,1.4989062304398884,1.6251993422648698,1.4016171443761176,46529.785853341986,224219185.20000002,81.9672131147541,90.7103825136612,94.04978749241045,90.51292294143842,0.31481620560491863,4818.831230101085,True
2023-11-09,SHAREINDIA,1.7778777036811164,1.748307357061829,1.4382651934588822,52797.31435785607,222707160.0,89.6048632218845,90.2127659574468,93.73860182370821,91.83472921864606,0.35607764083594906,4218.153190340484,True
2023-04-17,SHOPERSTOP,1.284852679378162,1.8349086305901965,1.8930379851453343,25089.342693044033,66949610.400000006,67.1118530884808,90.87367835281024,98.6644407345576,89.13054302276153,0.40106558025124844,2668.4481621976347,True
2023-04-19,SHOPERSTOP,1.3944873295391482,1.992684619424567,1.871933768070955,56728.333333333336,67971303.7,72.89927657206455,94.60211463550363,98.8313856427379,91.79014139599397,0.9131747260132922,1198.1896824044422,True
2023-03-14,SIEMENS,1.6244035635732073,1.050953422492453,1.0498783031586558,43519.9146514936,544369562.1,83.5314091680815,46.859083191850594,58.00792303338993,58.54538375316013,0.13454214704254278,12508.516307058459,True
2024-07-01,SJS,1.3876798888032675,1.0727056725910469,1.054174154906034,27461.02113642602,163392663.5,63.86506575185821,55.28873642081189,70.55460263007433,64.29011139178158,0.35060885184142254,5949.984987385109,True
2023-07-17,SKFINDIA,1.6997070960429737,2.316609882623342,1.1517216478934744,114508.86147738551,737282677.5500001,85.57397176181706,96.5623081645181,78.26887661141805,84.86445942766002,0.2278058919965056,6438.6517168857445,True
2024-08-28,SKFINDIA,1.3855744479373369,1.4102827658644617,1.4567807435637359,67304.90638239715,357717895.8,81.7273795534665,82.25616921269095,92.12690951821386,86.94119773107356,0.126968136816603,5314.88586831401,True
2024-09-02,SKFINDIA,1.706579167702991,1.9143030436517543,1.6058744220518852,110522.10233205708,572687526.25,82.74231678486997,91.48936170212765,96.39479905437352,92.04315146778181,0.2103215251318333,5181.656104671212,True
