DATE,SYMBOL,EXCHANGE,CLOSE,DELIV_PER,ATW,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,COMBINED_SCORE,HASMOMENTUMDATA,HASFOOTPRINTDATA,HASSTABILITYHISTORY20D,DELIVERY_TURNOVER,MOMENTUM_RAW,FOOTPRINT_RAW,STABILITY_RAW
2026-07-31,KINETICENG,BSE,267.15,100.0,38631.68,,,,,True,True,True,9534583.5,1.4057298400236844,2.042755677300454,1.8138134377319535
