DATE,SYMBOL,ISIN,EXCHANGE,CLOSE,DELIV_PER,DELIVERY_TURNOVER,ATW,EVER_100_DELIV,DELIV_PER_1W,DELIV_PER_1M,DELIV_PER_3M,DELIVERY_TURNOVER_1W,DELIVERY_TURNOVER_1M,DELIVERY_TURNOVER_3M,ATW_1W,ATW_1M,ATW_3M,MOMENTUM_RAW,FOOTPRINT_RAW,STABILITY_RAW,HASMOMENTUMDATA,HASFOOTPRINTDATA,HASSTABILITYHISTORY20D,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,TRIGGER_COUNT_30D,AI_SCORE,COMBINED_SCORE,SIS,Whale_Density,Implied_Trades,AI_WIN_PROBABILITY,ATR14,STOP_LOSS,TAKE_PROFIT,CHANDELIER_EXIT,REC_POS_SIZE_INR
2026-07-06,MANORAMA,,NSE,1927.3,37.99,154476949.6,27018.32569714549,,17.942,46.55681818181818,50.346818181818186,881103640.32,286327087.7227273,187534589.29848483,38953.14802044395,22147.82807864217,20832.576921315595,0.7545660554517303,0.8237251068075263,1.2969267219889982,True,True,True,0.04950495049504951,0.6633663366336634,0.7722772277227723,1,0.7346534653465346,1,0.5658822430346535,17.49019887245721,5717.487875879763,24.918382913384292,94.42143903459821,1738.4571219308036,2304.985756138393,,100000.0
2026-08-12,HINDPETRO,,NSE,363.25,56.82,773478759.25,41798.59918564781,,50.2,54.025000000000006,51.31075757575758,856043917.03,1412292292.2136362,1327244247.390909,31164.40017262253,39602.12094122171,37985.969967569225,1.1073701244053613,0.5827704740634598,1.1003694053708155,,,,0.5297029702970297,0.4405940594059406,0.6188118811881188,1,0.6683168316831682,1,0.5455465835995834,5.4039750524213,18504.896678824247,53.255699075655414,5.635310374418789,351.9793792511624,385.7912414976752,,100000.0
2026-07-21,IPCALAB,,NSE,1911.2,49.48,183530624.8,21892.35540117069,,38.196000000000005,46.49,50.055757575757575,830036454.98,327983662.8272728,277875130.1681818,28735.20273274812,19256.040948281112,18904.48843536307,0.9884976753196435,0.6604787722057729,1.1580506648473208,True,True,True,0.297029702970297,0.49504950495049505,0.6633663366336634,1,0.6772277227722773,1,0.5327827719009355,11.92844814048205,8383.320178978354,39.71719763419598,75.61502044667897,1759.9699591066421,2213.660081786716,,100000.0
2026-07-30,ANANTRAJ,,NSE,625.0,46.49,350930625.0,30392.97289385341,,43.636,42.46772727272728,37.72227272727273,640201907.44,655245545.0090909,555914905.0803031,35341.79290239487,37967.3555302155,32567.49208495518,1.2324283941245224,0.6312668032336843,0.9332303763080882,True,True,True,0.7178217821782178,0.4603960396039604,0.4900990099009901,1,0.6118811881188119,1,0.5238575745301501,8.660678415813214,11546.43957422708,45.18781420669826,17.553580147879465,589.892839704241,695.2143205915179,,100000.0
2026-07-23,KRISHIVAL,,NSE,405.65,73.25,23114748.3,17525.19496942746,,69.978,76.97909090909091,83.315,19035460.46,15300357.606818182,6473999.137121212,13184.402361875307,32109.92808071457,18766.30975974729,0.8791934225529616,3.5703971857924,0.9338647391943857,True,True,True,0.1188118811881188,0.900990099009901,0.504950495049505,1,0.604950495049505,1,0.5212706185736276,75.81823839036767,1318.9438599869197,17.937076316688206,16.585710797991073,372.4785784040178,471.99284319196425,,100000.0
2026-08-13,TLL,,BSE,282.45,61.11,3728340.0,169366.66666666666,,73.7,72.06454545454545,60.88015151515152,7295754.0,6356048.181818182,5422689.090909091,183429.48091479792,170820.08153862075,164493.90767498338,1.0037754256375542,0.6875444889972402,1.02962273229785,,,,0.32673267326732675,0.5346534653465347,0.5742574257425742,1,0.6306930693069307,1,0.5097243422114421,4542.682981344691,22.013422554615236,70.05271162700015,8.885717119489398,264.6785657610212,317.9928684779576,,100000.0
2026-07-31,EMIL,,NSE,186.71,32.08,132381124.2,17732.856030133597,,40.106,40.21772727272728,44.9160606060606,172700033.598,423153740.6972728,195037192.5907576,18008.584678777297,20631.00978639937,13683.394715973303,0.7142211397691317,0.6787481015365746,1.2959398159751363,True,True,True,0.019801980198019802,0.5148514851485149,0.7623762376237624,1,0.7108910891089109,0,0.5096056116408301,13.3953055145105,7465.3019217571955,27.87293360969809,10.382857186453682,165.94428562709265,228.24142874581474,,100000.0
2026-08-17,PFIZER,,NSE,4978.2,40.88,130184908.2,22665.01229379977,,69.256,59.29454545454546,55.51060606060606,456577770.4,176021930.03181818,101131237.88333333,63890.65001931587,31589.901313144062,22861.17691569747,0.736435843546142,1.2872868059835625,0.9914193121980958,,,,0.034653465346534656,0.7673267326732673,0.5594059405940595,1,0.6158415841584159,1,0.4915356203773309,17.409861563200586,5743.8710604897105,25.842930072722424,114.62144252232143,4748.957114955357,5436.685770089285,,100000.0
2026-07-16,STOVEKRAFT,,NSE,775.45,61.77,28143406.85,15182.190393595729,,52.726,48.9590909090909,48.54818181818182,43469837.64,79649355.84090911,67230416.12651515,14469.336975082766,15887.160850209835,16067.990712353145,1.2723442503230156,0.41861122497054515,0.9448717431684592,True,True,True,0.801980198019802,0.25742574257425743,0.5247524752475248,1,0.6207920792079209,1,0.48797070351410166,53.94581570921549,1853.711890075603,18.823751324262307,36.62500435965402,702.199991280692,921.9500174386161,,100000.0
2026-08-06,APOLLOPIPE,,NSE,601.55,37.51,65766258.4,16429.672077922078,,46.328,47.86863636363637,44.6460606060606,167364584.28,119961684.75,65680956.39772727,21009.72441425018,22714.46462286437,17301.785099825727,0.8401637118887955,1.0012987326456726,0.9495940438011548,True,True,True,0.09900990099009901,0.7227722772277227,0.5346534653465347,1,0.6029702970297031,0,0.48618832580211313,24.98191698544626,4002.895376614096,27.34990717498913,21.57499258858817,558.4000148228237,687.8499703543526,,100000.0
2026-07-31,AGRIBIO,,BSE,329.9,16.54,656171.1,83681.51063829787,,29.074,41.58318181818182,38.19924242424243,2280025.63,2352275.4,1735278.943181818,98139.65540134691,82077.22207615538,58436.12469630833,0.43299288023322685,0.37813580495412497,1.4320167717005436,True,True,True,0.009900990099009901,0.2376237623762376,0.8217821782178217,1,0.7178217821782178,1,0.4417188474313354,12753.001562899963,7.841291283999541,71.94281721192735,7.696428571428571,314.5071428571428,360.68571428571425,,100000.0
