DATE,SYMBOL,ISIN,EXCHANGE,CLOSE,DELIV_PER,DELIVERY_TURNOVER,ATW,EVER_100_DELIV,DELIV_PER_1W,DELIV_PER_1M,DELIV_PER_3M,DELIVERY_TURNOVER_1W,DELIVERY_TURNOVER_1M,DELIVERY_TURNOVER_3M,ATW_1W,ATW_1M,ATW_3M,MOMENTUM_RAW,FOOTPRINT_RAW,STABILITY_RAW,HASMOMENTUMDATA,HASFOOTPRINTDATA,HASSTABILITYHISTORY20D,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,COMBINED_SCORE,TRIGGER_COUNT_30D,REPEAT_FLAG,AI_SCORE,LATE_BLOOMER_DATE
2026-07-13,TBOTEK,,NSE,1603.2,69.45,803135865.6,53758.95833141489,,44.120000000000005,48.694545454545455,48.40181818181818,470668735.4200001,212928388.83636367,150248438.25,25299.99003187293,20000.575332005985,16456.216384919877,1.4348634536644005,5.345385782071515,3.2667872780694864,True,True,True,0.9848484848484848,0.9696969696969696,0.9696969696969696,0.975757575757576,1,False,0.9772727272727272,2026-08-03
2026-07-31 00:00:00,EMIL,,NSE,184.75,9.13,744771959.5,38971.90654030811,,29.108,47.12318181818181,46.044696969696965,1057287634.8100002,327780521.10318184,159912156.10984847,24414.283133495388,14634.105854697877,11861.509221236916,0.1982855920630481,4.657381762699727,3.2855773926755103,True,True,True,0.0886075949367088,0.9240506329113924,0.9620253164556962,0.5974683544303798,1,False,0.8784810126582279,2026-08-11
