symbol,entry_date,entry_price,exit_date,exit_price,return_pct,days_held,exit_reason,pnl,patch1_capped,YM
CASTROLIND,2023-03-08,116.0,2023-03-13,112.15714285714286,-3.7956395474137947,5,SL,-915.8119100000004,True,2023-03
ICIL,2023-03-07,133.75,2023-03-14,126.75714285714285,-5.701570560747668,7,SL,-1868.3334031250015,True,2023-03
ROUTE,2023-03-15,1327.0,2023-03-16,1236.9857142857143,-7.2487930011303545,1,SL,-1154.2977974999976,True,2023-03
LTGILTBEES,2023-02-28,22.75,2023-03-20,24.041428571428572,5.148886538461548,20,TP,2564.132623937505,True,2023-02
COFORGE,2023-02-14,4017.0,2023-03-21,3731.9785714285717,-7.559322792195658,35,SL,-5162.185941562493,True,2023-02
NATHBIOGEN,2023-02-27,150.0,2023-03-21,138.71428571428572,-7.985612499999996,22,SL,-4899.173268749997,True,2023-02
KAJARIACER,2023-02-28,1076.4,2023-03-24,1029.0357142857144,-4.87765076295984,24,SL,-2677.654673437486,True,2023-02
ICICILIQ,2023-03-10,1000.0,2023-03-24,1012.0228571428571,0.6969068000000004,14,TP,153.31949600000007,True,2023-03
AUBANK,2023-03-14,596.0,2023-03-24,565.0571428571428,-5.665203229865763,10,SL,-1316.8198387499979,True,2023-03
INFIBEAM,2023-03-17,15.25,2023-03-24,14.057142857142857,-8.282327868852454,7,SL,-1331.2599699999992,True,2023-03
CESC,2023-02-28,69.95,2023-03-27,66.33571428571429,-5.640528502501789,27,SL,-2280.5277193750007,True,2023-02
RBA,2023-03-22,91.85,2023-03-27,87.17142857142856,-5.567646978769712,5,SL,-1211.9904487499953,True,2023-03
TECH,2023-01-17,29.71,2023-03-28,28.23857142857143,-5.4272801666105615,70,SL,-2913.688002062496,True,2023-01
HARDWYN,2023-02-07,306.0,2023-03-28,274.0,-10.904669117647039,49,SL,-6006.291749999989,True,2023-02
ASTRAZEN,2023-03-07,3374.25,2023-03-29,3220.8928571428573,-5.021604106468082,22,SL,-1355.531812499994,True,2023-03
KCP,2023-03-28,96.05,2023-04-03,107.86428571428571,11.739342464862082,6,TP,4927.453997187513,True,2023-03
VBL,2023-02-28,1290.0,2023-04-05,1468.4857142857143,13.267632848837223,36,TP,5819.183767500006,True,2023-02
DRREDDY,2023-03-22,4429.35,2023-04-06,4707.535714285715,5.749770458701627,15,TP,1273.3872890625025,True,2023-03
CHOICEIN,2023-02-21,267.95,2023-04-12,304.6928571428571,13.144727444485934,50,TP,8981.430782812517,True,2023-02
JSL,2023-04-06,288.2,2023-04-12,263.0571428571429,-9.17990935114502,6,SL,-2513.3673812499947,True,2023-04
EVEREADY,2023-03-28,280.6,2023-04-17,311.7142857142857,10.533735744832514,20,TP,4906.571975000006,True,2023-03
NAM-INDIA,2023-04-05,216.8,2023-04-17,237.94285714285715,9.204165129151281,12,TP,2554.1926399999975,True,2023-04
SUNDRMFAST,2023-03-14,972.05,2023-04-18,1049.15,7.3927068759323324,35,TP,2083.9634084375066,True,2023-03
MEDICAMEQ,2023-03-28,634.3,2023-04-18,756.4857142857143,18.667509656314053,21,TP,6275.624728750001,True,2023-03
SCHAEFFLER,2023-04-12,3030.0,2023-04-19,2837.157142857143,-6.832043254950475,7,SL,-1449.0763743749958,True,2023-04
LINDEINDIA,2023-04-13,4138.2,2023-04-21,3920.75,-5.727834452479312,8,SL,-948.1169812499957,True,2023-04
SRF,2023-03-15,2319.85,2023-04-24,2500.35,7.24244572655561,40,TP,1176.0971403125022,True,2023-03
TATACONSUM,2023-03-28,690.0,2023-04-25,737.2142857142858,6.30910461956523,28,TP,1915.4441625000036,True,2023-03
PDSL,2023-04-04,335.0,2023-04-27,377.8714285714286,12.234159141791071,23,TP,3483.6768156250073,True,2023-04
LT,2023-03-15,2164.2,2023-04-28,2354.3999999999996,8.245204463543123,44,TP,1605.9844350000021,True,2023-03
NESCO,2023-03-21,511.05,2023-04-28,557.6357142857142,8.570789734370408,38,TP,2671.862277187498,True,2023-03
SHOPERSTOP,2023-04-18,584.6,2023-04-28,655.0142857142857,11.485341793534058,10,TP,3424.3087143750054,True,2023-04
BOSCHLTD,2023-03-21,18198.0,2023-05-02,19822.7,8.383945443867477,42,TP,1525.7103918750036,True,2023-03
RSYSTEMS,2023-04-28,253.55,2023-05-03,247.40000000000003,-2.9128194636166223,5,SL,-1137.3598774999919,True,2023-04
SIEMENS,2023-03-15,3284.8,2023-05-04,3561.128571428572,7.870956698276917,50,TP,1292.7259281250008,True,2023-03
ABFRL,2023-04-14,223.35,2023-05-05,210.85714285714286,-6.064842175956998,21,SL,-1002.3910499999965,True,2023-04
NYKAA,2023-04-28,116.5,2023-05-05,129.87142857142857,10.920929721030058,7,TP,3473.347093125005,True,2023-04
TATACOFFEE,2023-04-11,210.25,2023-05-08,227.69285714285715,7.755441587395974,27,TP,1418.605986562503,True,2023-04
DEEPAKNTR,2023-04-11,1823.05,2023-05-09,1962.9642857142858,7.137035891089133,28,TP,1561.340793750005,True,2023-04
MARUTI,2023-05-03,8770.0,2023-05-11,9242.95,4.86651104261689,8,GAP_UP_TP,1280.3790553125036,True,2023-05
HINDALCO,2023-04-19,434.4,2023-05-12,418.3285714285714,-4.180583995165722,23,SL,-1216.750610624993,True,2023-04
OBEROIRLTY,2023-04-12,900.2,2023-05-15,995.3857142857144,10.02166261664077,33,TP,2435.805185625006,True,2023-04
UTINEXT50,2023-04-25,40.9,2023-05-15,43.28,5.2906369193154195,20,GAP_UP_TP,1596.9364290000049,True,2023-04
CHAMBLFERT,2023-05-05,301.6,2023-05-15,288.90000000000003,-4.689222272877978,10,SL,-1668.8379362499982,True,2023-05
NATCOPHARM,2023-05-11,649.0,2023-05-15,619.3928571428571,-5.038557155238812,4,SL,-1602.3115609374945,True,2023-05
GREENPLY,2023-01-10,142.1,2023-05-17,163.64285714285714,14.585267857142876,127,TP,8145.18659062501,True,2023-01
AMBER,2023-02-02,1880.0,2023-05-17,2170.0,14.849125664893634,104,GAP_UP_TP,8095.74331250001,True,2023-02
BASF,2023-03-28,2265.5,2023-05-17,2498.4571428571426,9.732088832487326,50,TP,3527.6875600000058,True,2023-03
VESUVIUS,2023-05-16,2129.95,2023-05-17,2395.092857142857,11.886774909622314,1,TP,3544.5530706250065,True,2023-05
ACC,2023-05-12,1795.75,2023-05-18,1720.6142857142856,-4.662566163163013,6,SL,-1088.4644143749974,True,2023-05
RAMCOCEM,2023-03-14,716.0,2023-05-19,801.0142857142858,11.314835282821262,66,TP,2916.5119425000084,True,2023-03
BHAGCHEM,2023-04-05,1281.0,2023-05-22,1582.3000000000002,22.903855532786917,47,TP,7041.561345000009,True,2023-04
ALKEM,2023-04-11,3370.0,2023-05-23,3224.9357142857143,-4.78245722366469,42,SL,-805.8440421875002,True,2023-04
INDOTECH,2023-05-24,304.0,2023-05-26,355.8285714285714,16.464359375000004,2,TP,7007.231350000002,True,2023-05
MANXT50,2023-05-09,408.24,2023-05-29,422.83,3.056656057098777,20,GAP_UP_TP,1110.5858491875042,True,2023-05
M&M,2023-05-12,1256.4,2023-05-29,1331.2571428571428,5.428938037249273,17,TP,1568.8110824999967,True,2023-05
APOLLOHOSP,2023-04-24,4362.3,2023-05-30,4752.4571428571435,8.399801939343938,36,TP,2198.547360000004,True,2023-04
NBCC,2023-05-02,39.5,2023-05-30,44.07142857142858,11.016068037974684,28,TP,3380.9965218750003,True,2023-05
CRISIL,2023-04-12,3418.0,2023-05-31,3811.2571428571428,10.948644748390889,49,TP,2619.572742500004,True,2023-04
ONGC,2023-05-30,159.7,2023-05-31,153.6142857142857,-4.2910617564182685,1,SL,-1836.557267499993,True,2023-05
REPRO,2023-05-16,548.0,2023-06-02,663.9,20.544644046532863,17,GAP_UP_TP,5516.6478193750045,True,2023-05
APOLLOPIPE,2023-03-21,566.2,2023-06-05,654.7285714285715,15.058110318791954,76,TP,4007.1739693750023,True,2023-03
MATRIMONY,2023-05-23,585.1,2023-06-05,673.4285714285714,14.521558280635796,13,TP,7561.941737500005,True,2023-05
MAXHEALTH,2023-05-24,555.55,2023-06-05,520.2857142857142,-6.815311403114036,12,SL,-3218.3093125000014,True,2023-05
TATACOMM,2023-05-26,1266.0,2023-06-05,1385.3142857142857,8.878070497630336,10,TP,3821.476665000002,True,2023-05
SCHAEFFLER,2023-04-28,2817.0,2023-06-07,3163.442857142857,11.737501397763612,40,TP,3967.7449725000115,True,2023-04
HFCL,2023-04-03,61.1,2023-06-08,70.21428571428571,14.34313113747952,66,TP,4583.390584374993,True,2023-04
JPASSOCIAT,2023-03-31,7.2,2023-06-12,8.7,20.229921874999977,73,TP,6133.550473124993,True,2023-03
SUPREMEIND,2023-04-13,2619.25,2023-06-12,2914.3928571428573,10.712574508447094,60,TP,1683.534646875003,True,2023-04
AARTIIND,2023-06-08,523.4,2023-06-12,504.4,-4.111357948032087,4,SL,-1549.3570199999958,True,2023-06
USHAMART,2023-06-08,256.6,2023-06-13,292.4,13.38262957911146,5,TP,4567.197057500001,True,2023-06
GRASIM,2023-04-06,1664.15,2023-06-15,1789.0214285714287,6.966769991437076,70,TP,1623.1250393750015,True,2023-04
POLYMED,2023-05-30,970.2,2023-06-15,1047.942857142857,7.473685064935067,16,TP,3552.974932500001,True,2023-05
PIIND,2023-05-30,3500.0,2023-06-15,3839.2,9.14365699999999,16,TP,3200.2799499999965,True,2023-05
L&TFH,2023-06-06,105.7,2023-06-15,115.5857142857143,8.806535596026508,9,TP,3788.5628068750084,True,2023-06
BHARATFORG,2023-05-11,776.6,2023-06-16,838.2857142857143,7.4040078547515,36,TP,2127.4824250000056,True,2023-05
IIFL,2023-05-16,450.6,2023-06-16,511.0,12.83803678428763,31,GAP_UP_TP,4280.766337500005,True,2023-05
ICICIPRULI,2023-06-06,488.0,2023-06-16,537.5285714285714,9.599239369877047,10,TP,4543.8959481249985,True,2023-06
SUMICHEM,2023-05-29,399.6,2023-06-21,438.91428571428577,9.289904279279297,23,TP,4231.960155000008,True,2023-05
KBCGLOBAL,2023-06-14,3.5,2023-06-22,3.1785714285714284,-9.637187499999994,8,SL,-2527.4006078124985,True,2023-06
HAVELLS,2023-06-08,1345.0,2023-06-23,1296.5,-4.087315752788094,15,SL,-1044.5135406249974,True,2023-06
PRAJIND,2023-06-08,391.05,2023-06-26,369.2,-6.058993095512091,18,SL,-1871.8017075000025,True,2023-06
IPCALAB,2023-06-13,731.55,2023-06-26,698.3785714285714,-5.0111347908550385,13,SL,-1796.2888715625013,True,2023-06
SUNTV,2023-06-13,445.0,2023-06-26,425.8,-4.792435674157281,13,SL,-1535.496389999993,True,2023-06
ICRA,2023-05-30,4900.0,2023-06-30,5325.0,8.130781250000005,31,GAP_UP_TP,2788.8579687500023,True,2023-05
JYOTHYLAB,2023-05-12,208.55,2023-07-03,226.2214285714286,7.931783894749477,52,TP,2067.7169140625047,True,2023-05
BAJAJ-AUTO,2023-05-16,4583.5,2023-07-05,4870.599999999999,5.73311751390859,50,TP,1313.8872062500013,True,2023-05
GRINDWELL,2023-06-27,2255.75,2023-07-11,2143.5857142857144,-5.446916408068253,14,SL,-3071.7204218749903,True,2023-06
TATASTEEL,2023-03-08,105.3,2023-07-13,116.21428571428571,9.813808760683775,127,TP,2139.1257093750028,True,2023-03
ONGC,2023-06-01,154.7,2023-07-14,169.32857142857142,8.90949377828055,43,TP,3128.738020625002,True,2023-06
USHAMART,2023-06-13,279.7,2023-07-17,313.3142857142857,11.458588666428325,34,TP,3333.1659400000026,True,2023-06
DODLA,2023-07-04,594.0,2023-07-20,668.4,11.963329545454558,16,TP,4690.103715000005,True,2023-07
ICEMAKE,2023-07-20,488.7,2023-07-24,456.9428571428572,-6.965214088397774,4,SL,-2110.418077499995,True,2023-07
THERMAX,2023-07-03,2298.0,2023-07-25,2510.385714285714,8.696669957571794,22,TP,3797.1400368749964,True,2023-07
JISLJALEQS,2023-06-06,40.25,2023-07-26,46.807142857142864,15.710309782608716,50,TP,8334.240788125011,True,2023-06
EIDPARRY,2023-07-04,459.1,2023-07-26,495.1,7.302895747113938,22,TP,2581.6247668750075,True,2023-07
SKFINDIA,2023-07-18,5397.0,2023-07-26,5147.435714285714,-5.100413059338517,8,SL,-1651.6157568749986,True,2023-07
REMSONSIND,2023-07-25,241.0,2023-07-26,283.2,16.92355601659753,1,TP,4894.292400000006,True,2023-07
SUPREMEIND,2023-07-26,3760.85,2023-07-28,3531.042857142857,-6.57937136883948,2,SL,-2721.8431693749953,True,2023-07
AUBANK,2023-06-07,757.0,2023-07-31,716.0,-5.888444517833541,54,GAP_DOWN_SL,-2228.7762499999953,True,2023-06
HINDCOPPER,2023-07-18,123.5,2023-07-31,138.45714285714286,11.55119230769232,13,TP,3723.353572500004,True,2023-07
AMBUJACEM,2023-05-30,427.0,2023-08-03,471.6428571428571,9.90341700819674,65,TP,3086.994115625006,True,2023-05
ZYDUSWELL,2023-06-27,1495.0,2023-08-03,1436.8,-4.372911036789294,37,SL,-2157.375659999998,True,2023-06
POLYMED,2023-07-25,1151.9,2023-08-07,1387.1857142857143,19.82450348337531,13,TP,6394.0367575000055,True,2023-07
BAYERCROP,2023-06-22,4340.0,2023-08-08,4737.228571428571,8.607650604838701,47,TP,4109.292398749996,True,2023-06
TARC,2023-08-02,71.7,2023-08-10,83.44285714285715,15.796603033472827,8,TP,6331.32588562501,True,2023-08
NESTLEIND,2023-06-08,22460.0,2023-08-11,21819.757142857143,-3.335731386353506,64,SL,-749.2052693749974,True,2023-06
YUKEN,2023-06-27,646.0,2023-08-14,612.9642857142857,-5.5877251838235225,48,SL,-2562.866032812497,True,2023-06
CHAMBLFERT,2023-07-21,270.25,2023-08-14,260.32142857142856,-4.154875693802037,24,SL,-1134.0837078125005,True,2023-07
APOLLOHOSP,2023-08-08,5017.0,2023-08-14,4803.635714285715,-4.730963555162426,6,SL,-2136.1719740624903,True,2023-08
JKCEMENT,2023-06-07,3264.0,2023-08-16,3095.3714285714286,-5.63989223345586,70,SL,-2393.1190724999906,True,2023-06
JMFINANCIL,2023-06-20,75.0,2023-08-18,83.4857142857143,10.75841000000001,59,TP,5026.867072500005,True,2023-06
SBCL,2023-08-08,583.0,2023-08-18,510.3928571428571,-12.891237939536875,10,SL,-6839.188464062499,True,2023-08
EXIDEIND,2023-07-18,250.0,2023-08-23,272.4142857142857,8.421566749999993,36,TP,2442.254357499998,True,2023-07
