date,symbol,mom_ratio,foot_ratio,stab_ratio,atw,delivery_turnover,vwap_20,atr,atw_spike_ratio,triggers,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,SIS,Whale_Density,Implied_Trades
2023-01-03,3MINDIA,0.5361472859769096,0.3758291675013903,0.9940244832690289,204385.4447439353,74332482.0,22696.86723535021,452.5892857142857,4.135560871986689,A_CapSweep+B_WhaleSp+C_Hoarding,33.33333333333333,33.33333333333333,100.0,57.886897240953914,0.09005006841896065,363.6877473986838
2023-04-24,3MINDIA,1.689802325511881,0.776209511460112,0.7393770336823614,65897.41176470589,91377597.15,22832.90115681536,542.0714285714291,1.416854406965531,A_CapSweep+C_Hoarding,100.0,100.0,100.0,100.0,0.028860726594542394,1386.6644334419989
2023-07-04,3MINDIA,0.6873740657510288,0.6052406024024983,0.8288796431707404,46957.96178343949,37285648.65,27306.561349891163,639.8678571428572,0.9408919221014742,C_Hoarding,50.0,37.5,37.5,39.72701858838675,0.01719658553186033,794.0218704967175
2023-08-30,3MINDIA,0.661803248481183,0.7590919868485059,0.8989698987233524,47164.73317865429,44960518.35,29167.463429420248,888.4357142857144,0.9326916138954044,C_Hoarding,33.33333333333333,55.55555555555556,55.55555555555556,50.18272594764884,0.016170323927133412,953.2656143668831
2023-10-17,3MINDIA,0.8005379891768419,0.6573780557741049,0.9231515012754848,45331.69129720854,118032884.6,31047.47369450084,830.3107142857144,0.8116279402775736,A_CapSweep+C_Hoarding,22.22222222222222,55.55555555555556,66.66666666666666,50.77388190998934,0.014600766472422436,2603.7608838845217
2023-11-14,3MINDIA,1.3058619955856587,0.9053105484192536,0.9520760590201531,119564.43556443555,81298416.6,30575.617414783937,663.1999999999999,2.149665801771257,A_CapSweep+B_WhaleSp,100.0,93.33333333333333,86.66666666666667,91.1894185599751,0.03910450407016922,679.9548395491461
2024-09-10,3MINDIA,1.0299302222589655,0.8237273328987791,0.8975872462762473,64522.12885154062,117760389.45,35586.27927749183,877.2142857142857,0.9811730167596175,A_CapSweep+C_Hoarding,77.77777777777779,100.0,44.44444444444444,63.46404549844033,0.018131181500716936,1825.1163057709339
2023-08-30,AAVAS,0.7602996635591056,0.4308860724363575,0.858582036992005,38557.715230982554,141108734.9,1586.7368206605931,32.08928571428578,1.8134758912623243,B_WhaleSp,44.44444444444444,11.11111111111111,33.33333333333333,25.564970701133646,0.2430000661037798,3659.675736870786
2023-10-09,AAVAS,0.8638616418125915,0.7078788547651744,0.8791424805820834,27493.099664128233,520150619.1,1709.1097881169997,52.346428571428596,1.4680843676435866,A_CapSweep+C_Hoarding,75.0,50.0,25.0,38.43850513996023,0.1608621040923215,18919.31522652825
2023-01-24,ABB,1.070412766644683,0.5458056574282868,0.8164259751766153,30516.106393431117,541906870.3000001,2829.8980436982374,56.77499999999999,1.1272179659281778,A_CapSweep+C_Hoarding,100.0,37.5,12.5,26.6483601412377,0.10783464959589606,17758.060720900183
2023-06-28,ABB,1.1759150621204697,0.9615609618127735,0.9027947199893599,49169.284294234596,356050758.70000005,4220.711331981998,95.49285714285718,1.4750946180883144,C_Hoarding,100.0,100.0,60.0,77.49203781276161,0.11649525500988304,7241.324819156443
2023-10-18,ABB,0.9876745155706321,0.8832793911223762,0.8824101447140438,43309.8334893674,647244519.0,4167.050215339144,88.29642857142855,1.2117269215833881,C_Hoarding,75.0,75.0,25.0,43.45222154178574,0.10393403307198334,14944.516449339366
2023-11-07,ABB,0.7838133478424759,0.6934644083454748,0.9075024792822886,26907.219195305952,625675999.2,4108.088756593206,101.02142857142852,0.7738248277320942,A_CapSweep+C_Hoarding,27.77777777777778,27.77777777777778,55.55555555555556,39.342821045094794,0.065498144732442,23253.09035684933
2024-02-06,ABB,0.4554436603370124,0.42036429291470684,0.9207320052232868,29093.394754439407,659829177.0,4717.867937745374,151.1964285714285,0.9068206130354927,A_CapSweep+C_Hoarding,14.285714285714285,28.57142857142857,57.14285714285714,35.33850229847569,0.061666403422777606,22679.69010042445
2024-07-16,ABB,0.9784866410604287,0.6911362680678048,0.9689254797224567,47080.88848253422,1187229376.8,8495.969414812316,207.1035714285718,0.8634322060920153,C_Hoarding,60.0,60.0,60.0,59.99999999999999,0.055415557876716155,25216.800597134676
2024-10-01,ABB,1.034868035078353,0.8889852944239088,0.995993867984542,72782.89647233747,1151481750.8,7807.205777761356,227.4357142857143,1.3532883671339613,A_CapSweep+C_Hoarding,73.33333333333333,86.66666666666667,93.33333333333333,86.98723297282653,0.09322528257120857,15820.77392643535
2024-10-15,ABBOTINDIA,0.9149949674084535,0.743343961865148,0.9610004647732182,79248.64864864865,197367740.4,28582.636162701114,519.1750000000011,1.2376980083293752,A_CapSweep+C_Hoarding,25.0,25.0,100.0,50.24451190127583,0.027726151009144533,2490.48714098629
2024-07-24,ABCAPITAL,1.271810347645078,0.6835823222660952,0.8145338180239858,28536.22155717068,447678491.97999996,228.73908234290312,5.499285714285717,1.1370155592246687,C_Hoarding,66.66666666666666,33.33333333333333,33.33333333333333,38.323098634225396,1.2475446375356174,15688.078783769666
2023-01-11,ABFRL,1.0813312706311893,0.9297724887492891,0.954203631190228,30777.322526053264,358795805.2,288.3333632508625,7.271428571428577,1.2308704687640406,C_Hoarding,77.77777777777779,66.66666666666666,77.77777777777779,74.26534262488047,1.0674214797430732,11657.797876871073
2024-09-03,ABFRL,0.8104495406728004,0.759604278528285,0.9891385247233055,62474.34819175778,1631755337.4,317.82152455014364,8.30357142857142,1.4205087406139871,A_CapSweep+C_Hoarding,16.666666666666664,66.66666666666666,83.33333333333334,56.74880358928312,1.965705383868707,26118.805311765973
2024-08-15,ABSLAMC,0.9752394890272224,0.9345884516780861,0.9384112984831069,34855.14018691589,197696837.0,687.7582711328137,25.76785714285715,2.2274259393670306,B_WhaleSp,40.0,80.0,60.0,60.343308348214414,0.5067934716292926,5671.9564442954825
2023-07-13,ACC,0.9915632794399974,0.8824778573278916,0.9199670824180513,46193.70374721015,472829730.0,1811.109848408448,29.464285714285747,1.4361257436713406,C_Hoarding,80.0,40.0,60.0,56.305601882376436,0.2550574377794029,10235.804701599758
2023-10-11,ACC,1.8697846173358819,0.9792696546530435,0.8949677770088843,34019.697053764634,1345042518.5,2008.9959390939734,36.97499999999997,0.9766210982338942,A_CapSweep+C_Hoarding,100.0,87.5,25.0,48.25314079062283,0.1693368134387917,39537.1691986057
2023-11-14,ACC,0.73855374486603,0.4105522047707695,0.8097654793948106,41004.53867197214,362001226.2,1892.4500663925032,32.67500000000002,1.380815373655108,A_CapSweep+C_Hoarding,33.33333333333333,13.333333333333334,13.333333333333334,16.069506082024112,0.21667434930073132,8828.320910910257
2024-03-05,ADANIENT,1.4450331453010326,0.9098328417867948,0.9056729330699476,57437.71019261287,1758050530.1999998,3248.873254726487,73.43928571428569,0.9911442836133361,C_Hoarding,100.0,91.66666666666666,25.0,48.93763964338567,0.17679270839221572,30607.949451754168
2023-03-07,ADANIGREEN,0.619942340181662,0.37534297088586177,0.7080725110041611,39746.53979238754,51401659.8,598.9623950402371,28.817857142857132,1.760604771418207,B_WhaleSp+C_Hoarding,9.090909090909092,18.181818181818183,18.181818181818183,15.869331584823083,0.6635899034983231,1293.2360922105904
2023-05-09,ADANIGREEN,1.06507426654121,0.98491960043406,0.8389197310261998,37661.37647968592,1817149540.95,937.8856129349773,35.146428571428565,1.2127134632958587,A_CapSweep+C_Hoarding,100.0,100.0,37.5,61.35783832045495,0.40155618084203354,48249.68471160761
2023-05-22,ADANIGREEN,1.2714437391997806,0.9590170202289722,0.8076959359014451,39055.28499278499,355233750.5,917.0788551415804,35.578571428571415,1.2791654047879926,C_Hoarding,100.0,66.66666666666666,33.33333333333333,51.219738743478395,0.42586615942372325,9095.66402000716
2023-05-23,ADANIGREEN,1.2835851809246746,0.9429493313885189,0.7895300161133055,38760.72041166381,372981292.8,920.3883569051807,35.29285714285713,1.2937743861413726,C_Hoarding,100.0,100.0,25.0,50.24451190127582,0.4211344061543466,9622.66152018586
2023-07-27,ADANIGREEN,1.2762283781940216,0.4738900012764806,0.5547006139294663,28070.833434842985,272433425.6,987.2215374392508,38.57142857142856,1.1452679126026062,C_Hoarding,100.0,33.33333333333333,33.33333333333333,41.60269282012083,0.2843417852051302,9705.213285966829
2023-09-08,ADANIGREEN,1.2959438285541118,0.9186871635819385,0.8517779997523703,121376.85289453727,2652118728.0,975.0089632890729,33.04285714285714,3.1423189399136975,A_CapSweep+B_WhaleSp+C_Hoarding,100.0,50.0,50.0,57.46829313126112,1.244879354596776,21850.284174894456
2024-05-13,ADANIGREEN,0.8755409765068486,0.7448583214588206,0.8984548946266935,52891.55107187894,3146892044.3,1782.811706680388,56.74285714285715,1.9743219330380082,A_CapSweep+B_WhaleSp,33.33333333333333,66.66666666666666,100.0,71.17990661577038,0.2966749145391439,59497.06485301243
2024-07-30,ADANIGREEN,0.7636869186482923,0.6633299301809252,0.8850756521763709,142305.74966180994,11600008200.0,1769.7488884541121,62.47857142857148,3.777585985249042,A_CapSweep+B_WhaleSp+C_Hoarding,20.0,40.0,40.0,34.86500901394201,0.8041013648332617,81514.68389413257
2023-10-31,ADANIPORTS,0.6299699986114861,0.30598374632791464,0.7706034472948752,45623.88298855769,1554683920.0,799.9282474132241,16.078571428571422,1.1756506275975678,A_CapSweep+C_Hoarding,8.333333333333332,8.333333333333332,16.666666666666664,11.840906856172147,0.5703496924392204,34076.09826611885
2024-09-17,ADANIPORTS,1.018254789102957,0.6059770136278602,0.8040939807829622,27516.111159711894,1433041099.0,1468.1276400286404,26.967857142857188,0.8507046165880395,C_Hoarding,81.81818181818183,18.181818181818183,9.090909090909092,17.640485356412693,0.18742315320195937,52080.073767771646
2023-03-02,ADANITRANS,0.8178869662779654,0.4985555061740879,0.6362961545087593,30811.995696611077,30486881.25,976.1216812770965,49.53214285714286,1.4230318465174914,B_WhaleSp+C_Hoarding,25.0,25.0,25.0,24.999999999999996,0.31565732313515044,989.448445669917
2023-05-09,ADANITRANS,0.9459511146188107,0.5945252202643755,0.6993870529932232,35483.1624742206,315285012.0,1007.5368080401216,40.614285714285735,1.5111038674091166,A_CapSweep+B_WhaleSp+C_Hoarding,87.5,25.0,12.5,22.93577770116128,0.35217733179637445,8885.482296823528
2023-08-07,ADANITRANS,1.4019256121804229,0.9272140755143091,0.8489428298345308,48073.965410747376,3582142168.0,788.8919248229729,28.332142857142863,1.6305044343912827,A_CapSweep+B_WhaleSp+C_Hoarding,100.0,100.0,33.33333333333333,57.886897240953914,0.609385948798185,74513.14110233934
2024-02-08,AETHER,0.926066166935064,0.4813677625783913,0.9270294394649286,45886.586695747,34669358.199999996,863.906314798988,27.71071428571429,3.1944297746182544,B_WhaleSp+C_Hoarding,50.0,50.0,50.0,50.0,0.5311523473054344,755.5444999619754
2024-04-04,AETHER,1.0100239856975843,0.8449022078504658,0.958541597772997,37316.86310063463,27832997.400000002,804.6971901491545,20.19285714285716,2.9810830817181087,B_WhaleSp+C_Hoarding,100.0,71.42857142857143,57.14285714285714,68.35622313527213,0.46373795705335785,745.8557629814993
