DATE,SYMBOL,ISIN,EXCHANGE,CLOSE,DELIV_PER,DELIVERY_TURNOVER,ATW,EVER_100_DELIV,DELIV_PER_1W,DELIV_PER_1M,DELIV_PER_3M,DELIVERY_TURNOVER_1W,DELIVERY_TURNOVER_1M,DELIVERY_TURNOVER_3M,ATW_1W,ATW_1M,ATW_3M,MOMENTUM_RAW,FOOTPRINT_RAW,STABILITY_RAW,HASMOMENTUMDATA,HASFOOTPRINTDATA,HASSTABILITYHISTORY20D,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,COMBINED_SCORE,TRIGGER_COUNT_30D,REPEAT_FLAG,AI_SCORE
2026-07-07,DLINKINDIA,,NSE,443.3,62.96,20974739.5,11940.916529664046,,50.438,46.07272727272727,50.01924242424242,20610770.0,54193921.13636363,50865492.35303031,11003.13549076665,15705.019218276184,16623.420657427563,1.2587155852141751,0.4123569541886176,0.7183188572159899,True,True,True,0.74,0.12666666666666668,0.23333333333333334,0.39333333333333337,2,True,0.32666666666666666
2026-07-07,VSTIND,,NSE,219.56,61.61,21115963.44,8110.54231549163,,55.262,52.57863636363636,56.70106060606061,30959623.496,54198148.49909091,50882158.59363637,9800.304109850951,14180.641972736905,14952.735322330558,1.0865757949052313,0.4149973983737571,0.5424119494296985,True,True,True,0.46,0.15333333333333332,0.11333333333333333,0.268,2,True,0.22933333333333333
2026-07-07,PHOENIXLTD,,NSE,1913.0,55.68,242118845.0,23678.26659444234,,54.578,55.86363636363635,53.59363636363638,605522734.84,960615973.7090908,693576219.939394,38672.29086403864,37849.35316769344,30929.263599575195,1.03892931657422,0.3490875812050719,0.7655619254629636,True,True,True,0.4,0.08,0.30666666666666664,0.25333333333333335,1,False,0.432
2026-07-06,CEMPRO,,NSE,1245.8,59.54,306466800.0,25420.11063176368,,49.684000000000005,54.995909090909095,45.14954545454545,351643310.3,546309246.0272727,434082967.7060606,31499.13566097976,42824.738975432905,34568.94690693327,1.3187286693714826,0.7060097327005102,0.7353452420809884,True,True,True,0.84,0.4533333333333333,0.26666666666666666,0.5706666666666668,3,True,0.356
2026-07-06,AVALON,,NSE,1774.5,37.41,336768159.0,23099.85570051479,,37.872,41.82136363636364,39.44378787878789,390745798.72,253970391.3590909,274640994.0015152,19358.49675588722,18670.98252086182,19772.150123345506,0.948438322276811,1.226212278412239,1.1683026659422422,True,True,True,0.26666666666666666,0.68,0.72,0.5226666666666667,1,False,0.7266666666666666
2026-07-06,MANORAMA,,NSE,1623.9,46.12,69217113.60000001,13304.026459317352,,55.90599999999999,55.495000000000005,51.97909090909091,69377689.06,109248558.14545454,139432429.98333335,14142.432946664074,19028.829754663268,19235.736021670626,0.887279850289452,0.4964204784229442,0.6916307462490274,True,True,True,0.12666666666666668,0.2733333333333333,0.19333333333333333,0.19866666666666666,2,True,0.256
2026-07-06,POLYPLEX,,NSE,1115.1,48.09,10338092.1,13261.815190651909,,55.00600000000001,56.84636363636364,53.179848484848485,26387146.35,58220276.54545455,55495082.18181817,15660.005141643083,15984.587277868432,17275.964384112773,0.9042899024750205,0.18628843662451705,0.7676454347664473,True,True,True,0.2,0.02666666666666667,0.32,0.15466666666666667,1,False,0.41466666666666674
2026-07-03,ALKEM,,NSE,5597.5,62.37,382219690.0,28528.408682773304,,52.010000000000005,53.99045454545455,49.784090909090914,358236120.6,403248633.29545456,414128112.0,33320.9079533425,34978.0342727993,34464.25113319181,1.2528098607623828,0.9229503598635197,0.8277681291411606,True,True,True,0.7133333333333334,0.58,0.4066666666666667,0.5986666666666668,2,True,0.4733333333333334
2026-07-03,HARSHA,,NSE,425.0,60.44,28273125.0,11673.466221612178,,65.538,57.47590909090909,55.76545454545455,21889339.65,26732301.15454545,50590044.20833333,9769.575261936192,10787.856004107149,15007.59166609498,1.0838251116690032,0.558867370891579,0.7778374093149649,True,True,True,0.44,0.3333333333333333,0.3466666666666667,0.3786666666666667,1,False,0.48533333333333334
2026-07-03,GMRAIRPORT,,NSE,106.59,63.05,393177786.87,20269.489400574297,,57.758,61.61863636363638,56.03257575757575,546625145.548,1068726852.7854544,1246583759.9731815,23530.978617862114,40742.033948690325,36764.72557856449,1.1252382948230872,0.31540422673118945,0.5513298163278644,True,True,True,0.5066666666666667,0.06666666666666667,0.13333333333333333,0.256,1,False,0.3373333333333334
2026-07-02,DIVISLAB,,NSE,8349.0,63.41,1733461125.0,92282.3405529024,,51.168,54.06772727272726,55.94545454545455,3466577046.2,2266432884.9772725,1691663810.4621212,90977.82873785628,76435.5945099921,71458.5020100867,1.1334254143646407,1.0247078138572112,1.291411629925804,True,True,True,0.52,0.6533333333333333,0.7466666666666667,0.6186666666666667,1,False,0.7653333333333334
2026-07-02,CEMPRO,,NSE,1245.8,59.54,306466800.0,25420.11063176368,,49.684000000000005,54.995909090909095,45.14954545454545,351643310.3,546309246.0272727,434082967.7060606,31499.13566097976,42824.738975432905,34568.94690693327,1.3187286693714826,0.7060097327005102,0.7353452420809884,True,True,True,0.84,0.4533333333333333,0.26666666666666666,0.5706666666666668,3,True,0.356
2026-07-02,JUBLCPL,,NSE,1890.3,62.39,2236224.9,10825.676576576576,,69.008,59.98409090909092,60.25363636363636,5258588.04,4881499.227272728,7595984.809090909,14271.982845341729,12604.454552582018,14632.826463525886,1.0354561776731694,0.29439565194017714,0.7398212917757825,True,True,True,0.38666666666666666,0.05333333333333334,0.29333333333333333,0.2346666666666667,1,False,0.42000000000000004
2026-07-02,TEAMLEASE,,NSE,1253.5,47.88,12034853.5,6291.721945757651,,59.93399999999999,61.60500000000001,61.55439393939394,42441741.52,39754644.6,33298854.069696967,10805.728621257227,10614.213548639776,12955.26002589851,0.7778486138153248,0.36141944929426584,0.4856499933756667,True,True,True,0.06666666666666667,0.10666666666666667,0.09333333333333334,0.08800000000000001,1,False,0.2733333333333333
2026-07-01,MANORAMA,,NSE,1623.9,46.12,69217113.60000001,13304.026459317352,,55.90599999999999,55.495000000000005,51.97909090909091,69377689.06,109248558.14545454,139432429.98333335,14142.432946664074,19028.829754663268,19235.736021670626,0.887279850289452,0.4964204784229442,0.6916307462490274,True,True,True,0.12666666666666668,0.2733333333333333,0.19333333333333333,0.19866666666666666,2,True,0.256
