DATE,SYMBOL,DELIV_QTY,DELIV_PER
21042026,961786,0000000000000057,100.00
21042026,961798,0000000000000021,100.00
21042026,961804,0000000000000161,100.00
21042026,961810,0000000000001000,100.00
21042026,961813,0000000000000110,100.00
21042026,961815,0000000000000016,100.00
21042026,961826,0000000000001452,099.93
21042026,961839,0000000000000001,100.00
21042026,961841,0000000000000290,100.00
21042026,961908,0000000000000100,100.00
21042026,972655,0000000000000050,100.00
21042026,972657,0000000000000030,100.00
21042026,972715,0000000000000010,100.00
21042026,972721,0000000000000027,100.00
21042026,973491,0000000000000814,100.00
21042026,973882,0000000000000001,100.00
21042026,973985,0000000000000001,100.00
21042026,974287,0000000000000001,100.00
21042026,974634,0000000000000011,100.00
21042026,974749,0000000000000002,100.00
21042026,974881,0000000000000003,100.00
21042026,974998,0000000000000001,100.00
21042026,974999,0000000000000039,100.00
21042026,975057,0000000000000005,100.00
21042026,975236,0000000000000000,000.00
21042026,975375,0000000000000007,100.00
21042026,975519,0000000000000002,100.00
21042026,975663,0000000000000000,000.00
21042026,975694,0000000000000002,100.00
21042026,975790,0000000000000029,100.00
21042026,975955,0000000000000001,100.00
21042026,976010,0000000000000001,100.00
21042026,976020,0000000000000001,100.00
21042026,976036,0000000000000004,100.00
21042026,976084,0000000000000003,100.00
21042026,976085,0000000000000003,100.00
21042026,976096,0000000000000003,100.00
21042026,976213,0000000000000000,000.00
21042026,976228,0000000000000046,100.00
21042026,976231,0000000000000000,000.00
21042026,976304,0000000000000001,100.00
21042026,976319,0000000000000000,000.00
21042026,976325,0000000000000020,100.00
21042026,976339,0000000000000020,100.00
21042026,976389,0000000000000002,100.00
21042026,976423,0000000000000002,100.00
21042026,976437,0000000000000141,093.38
21042026,976445,0000000000000001,050.00
21042026,976526,0000000000000020,100.00
21042026,976580,0000000000000000,000.00
21042026,976653,0000000000000001,100.00
21042026,976675,0000000000000000,000.00
21042026,976690,0000000000000001,050.00
21042026,976708,0000000000000001,025.00
21042026,976712,0000000000000001,100.00
21042026,976727,0000000000000001,100.00
21042026,976757,0000000000000029,100.00
21042026,976776,0000000000000012,075.00
21042026,976788,0000000000000001,100.00
21042026,976808,0000000000000155,100.00
21042026,976896,0000000000000009,100.00
21042026,976924,0000000000000044,100.00
21042026,976930,0000000000000003,075.00
21042026,976933,0000000000000001,100.00
21042026,976968,0000000000000070,100.00
21042026,976970,0000000000000001,100.00
21042026,977001,0000000000000020,100.00
21042026,977012,0000000000000005,100.00
21042026,977017,0000000000000020,100.00
21042026,977022,0000000000000004,100.00
21042026,977028,0000000000000001,100.00
21042026,977040,0000000000000013,100.00
21042026,977044,0000000000000015,100.00
21042026,977065,0000000000000000,000.00
21042026,977073,0000000000000005,100.00
21042026,977117,0000000000000005,100.00
21042026,977142,0000000000000001,100.00
21042026,977176,0000000000000006,100.00
21042026,977186,0000000000000001,100.00
21042026,977200,0000000000000010,100.00
21042026,977205,0000000000000001,100.00
21042026,977226,0000000000000010,066.67
21042026,977228,0000000000000006,100.00
21042026,977241,0000000000000031,100.00
21042026,977249,0000000000000023,079.31
21042026,977250,0000000000000005,100.00
21042026,977298,0000000000000010,100.00
21042026,977309,0000000000000081,098.78
21042026,977329,0000000000000001,050.00
21042026,977331,0000000000000005,071.43
21042026,977367,0000000000000090,085.71
21042026,977379,0000000000000009,100.00
21042026,977383,0000000000000014,100.00
21042026,977387,0000000000000001,100.00
21042026,977411,0000000000000004,100.00
21042026,977424,0000000000000001,100.00
21042026,977440,0000000000000015,100.00
21042026,977456,0000000000000010,100.00
21042026,977468,0000000000000012,100.00
21042026,977469,0000000000000001,100.00
21042026,977474,0000000000000014,100.00
21042026,977477,0000000000000011,100.00
21042026,977486,0000000000000004,100.00
21042026,977488,0000000000000003,100.00
21042026,977515,0000000000000004,100.00
21042026,977532,0000000000000058,072.50
21042026,977534,0000000000000081,100.00
21042026,977541,0000000000000011,100.00
21042026,977558,0000000000000001,100.00
21042026,977576,0000000000000266,100.00
21042026,977633,0000000000000007,100.00
21042026,977642,0000000000000019,100.00
21042026,977649,0000000000000068,100.00
21042026,977692,0000000000000007,100.00
21042026,500002,0000000000003290,037.05
21042026,500003,0000000000014361,041.03
21042026,500008,0000000000029093,046.31
21042026,500009,0000000000014718,068.31
21042026,500012,0000000000024814,089.00
21042026,500013,0000000000003076,100.00
21042026,500014,0000000000015906,064.59
21042026,500016,0000000000005512,083.68
21042026,500020,0000000000068726,063.12
21042026,500023,0000000000000003,100.00
21042026,500027,0000000000000407,049.69
21042026,500028,0000000000011508,090.27
21042026,500031,0000000000004923,059.31
21042026,500032,0000000000265496,064.30
21042026,500033,0000000000001060,037.21
21042026,500034,0000000000240819,046.71
21042026,500038,0000000000026812,048.08
21042026,500039,0000000000013181,062.77
21042026,500040,0000000000006779,064.57
21042026,500041,0000000000000005,100.00
21042026,500042,0000000000000380,044.81
21042026,500043,0000000000002812,049.94
21042026,500048,0000000000010814,062.88
21042026,500049,0000000000466740,054.06
21042026,500051,0000000000002092,100.00
21042026,500052,0000000000035387,047.26
21042026,500058,0000000000041478,100.00
21042026,500060,0000000000021948,064.35
21042026,500067,0000000000107744,087.37
21042026,500068,0000000000000069,050.00
21042026,500069,0000000000000522,098.12
21042026,500074,0000000000010403,085.41
21042026,500078,0000000000001617,078.72
21042026,500083,0000000000031048,089.62
21042026,500084,0000000000175429,050.01
21042026,500085,0000000000011498,050.12
21042026,500086,0000000000035447,045.61
21042026,500087,0000000000062260,088.47
21042026,500089,0000000000000764,098.96
21042026,500092,0000000000001346,042.02
21042026,500093,0000000000140834,054.33
21042026,500096,0000000000081491,052.67
21042026,500097,0000000000005266,047.51
21042026,500101,0000000000006835,041.17
21042026,500103,0000000000313011,043.87
21042026,500104,0000000000102319,046.34
21042026,500106,0000000000566223,050.02
21042026,500108,0000000000029798,045.73
21042026,500109,0000000000161783,045.58
21042026,500110,0000000000055626,047.16
21042026,500112,0000000000261040,058.05
21042026,500113,0000000001058404,062.00
21042026,500114,0000000000007122,038.34
21042026,500116,0000000000148604,052.19
21042026,500117,0000000000019165,052.98
21042026,500119,0000000000014368,049.64
21042026,500120,0000000000006735,048.11
21042026,500123,0000000000000089,062.68
21042026,500124,0000000000017324,063.33
21042026,500125,0000000000791265,099.40
21042026,500126,0000000000000405,060.90
21042026,500128,0000000000076477,048.54
21042026,500133,0000000000000116,052.49
21042026,500135,0000000000010065,058.20
21042026,500136,0000000000002196,081.91
21042026,500142,0000000000001029,088.33
21042026,500143,0000000000000297,100.00
21042026,500144,0000000000595294,097.83
21042026,500147,0000000000000591,059.52
21042026,500148,0000000000001040,076.19
21042026,500150,0000000000000030,088.24
21042026,500151,0000000000003681,100.00
21042026,500153,0000000000008520,040.93
21042026,500159,0000000000001207,050.63
21042026,500160,0000000000026638,100.00
21042026,500163,0000000000026410,041.16
21042026,500164,0000000000001918,062.03
21042026,500165,0000000000007125,056.32
21042026,500166,0000000000005564,082.79
21042026,500168,0000000000000604,049.55
21042026,500170,0000000000000158,084.49
21042026,500171,0000000000001769,049.36
21042026,500173,0000000000001698,096.70
21042026,500174,0000000000006214,100.00
21042026,500179,0000000000021388,068.61
21042026,500180,0000000000597584,051.73
21042026,500182,0000000000013831,073.62
21042026,500183,0000000003799070,073.41
21042026,500184,0000000000140585,042.98
21042026,500185,0000000000965863,042.29
21042026,500186,0000000000009523,053.38
21042026,500187,0000000000003478,066.73
21042026,500188,0000000000074438,045.14
21042026,500189,0000000000009563,063.27
21042026,500191,0000000000009980,100.00
21042026,500192,0000000000004383,100.00
21042026,500193,0000000000023508,072.81
21042026,500199,0000000000001168,095.11
21042026,500201,0000000000000643,053.63
21042026,500206,0000000000000518,099.04
21042026,500207,0000000000001923,077.57
21042026,500209,0000000000252147,060.36
21042026,500210,0000000000000579,065.20
21042026,500213,0000000000001998,072.87
21042026,500214,0000000000011586,056.73
21042026,500215,0000000000000264,092.31
21042026,500219,0000000000084187,063.89
21042026,500220,0000000000001662,085.85
21042026,500227,0000000000000737,031.67
21042026,500228,0000000000039340,042.69
21042026,500233,0000000000786478,098.77
21042026,500234,0000000000014516,037.84
21042026,500235,0000000000013257,086.05
21042026,500238,0000000000011312,054.77
21042026,500239,0000000000000233,085.35
21042026,500240,0000000000007684,074.57
21042026,500241,0000000000003746,058.39
21042026,500243,0000000000001708,064.07
21042026,500245,0000000000006461,039.28
21042026,500246,0000000000003928,097.23
21042026,500247,0000000001578793,095.28
21042026,500249,0000000000013033,062.90
21042026,500250,0000000000000677,059.02
21042026,500251,0000000000077655,046.80
21042026,500252,0000000000000177,067.56
21042026,500253,0000000000144294,056.15
21042026,500257,0000000000002877,043.36
21042026,500259,0000000000000486,100.00
21042026,500260,0000000000001385,053.27
21042026,500262,0000000000000212,067.95
21042026,500264,0000000000012897,048.34
21042026,500265,0000000000009990,058.24
21042026,500266,0000000000000142,072.45
21042026,500267,0000000000000991,081.43
21042026,500268,0000000000012365,070.75
21042026,500270,0000000000001949,087.13
21042026,500271,0000000000091981,086.61
21042026,500277,0000000000001985,086.15
21042026,500279,0000000000057433,065.22
21042026,500280,0000000000000954,028.22
21042026,500282,0000000000000011,100.00
21042026,500284,0000000000003394,084.66
21042026,500285,0000000004774982,064.24
21042026,500288,0000000000068357,041.09
21042026,500290,0000000000000244,040.87
21042026,500292,0000000000003136,067.12
21042026,500294,0000000000047288,048.17
21042026,500295,0000000000670287,054.65
21042026,500296,0000000000000450,064.38
21042026,500298,0000000000000230,071.88
21042026,500300,0000000000104330,090.76
21042026,500304,0000000000006520,043.09
21042026,500306,0000000000009574,065.52
21042026,500307,0000000000004263,077.45
21042026,500312,0000000000205841,061.17
21042026,500313,0000000000027430,053.45
21042026,500314,0000000000009362,060.16
21042026,500317,0000000000004258,079.20
21042026,500319,0000000000002703,071.43
21042026,500322,0000000000000076,100.00
21042026,500325,0000000000234862,051.54
21042026,500327,0000000000015802,086.82
21042026,500330,0000000000052250,057.46
21042026,500331,0000000000056687,084.75
21042026,500333,0000000000000352,068.22
21042026,500335,0000000000002950,068.32
21042026,500336,0000000000011765,044.36
21042026,500337,0000000000000268,079.06
21042026,500338,0000000000139662,050.55
21042026,500339,0000000000042499,051.02
21042026,500342,0000000000002565,092.00
21042026,500343,0000000000016509,033.13
21042026,500346,0000000000000244,048.41
21042026,500350,0000000000000572,094.86
21042026,500354,0000000000030345,089.82
21042026,500355,0000000000006208,051.48
21042026,500356,0000000000001890,084.41
21042026,500357,0000000000007493,100.00
21042026,500360,0000000000004833,063.24
21042026,500365,0000000000137068,061.31
21042026,500367,0000000000004283,089.77
21042026,500368,0000000000877707,089.23
21042026,500371,0000000000001025,100.00
21042026,500378,0000000000060398,046.07
21042026,500380,0000000000001792,052.06
21042026,500387,0000000000000316,067.96
21042026,500388,0000000000000396,100.00
21042026,500389,0000000002009776,100.00
21042026,500400,0000000000451833,057.97
21042026,500402,0000000000014853,033.73
21042026,500403,0000000000001989,055.43
21042026,500404,0000000000009477,070.57
21042026,500405,0000000000000594,070.13
21042026,500407,0000000000001039,063.32
21042026,500408,0000000000007339,060.17
21042026,500410,0000000000007461,061.26
21042026,500411,0000000000004411,044.34
21042026,500412,0000000000002268,052.84
21042026,500413,0000000000027294,044.40
21042026,500414,0000000000205888,080.25
21042026,500418,0000000000001681,068.22
21042026,500420,0000000000001193,045.99
21042026,500421,0000000000002279,056.34
21042026,500422,0000000000001435,100.00
21042026,500425,0000000000019660,047.30
21042026,500426,0000000000035768,074.96
21042026,500429,0000000000001101,089.08
21042026,500439,0000000000000025,100.00
21042026,500440,0000000000029858,053.22
21042026,500444,0000000000002401,063.03
21042026,500449,0000000000067915,043.42
21042026,500456,0000000000006990,090.15
21042026,500458,0000000000008214,099.31
21042026,500459,0000000000000571,057.62
21042026,500460,0000000000007678,081.79
21042026,500463,0000000000011866,054.85
21042026,500464,0000000000000525,098.31
21042026,500467,0000000000002513,097.63
21042026,500469,0000000000060365,048.93
21042026,500470,0000000000365277,042.95
21042026,500472,0000000000000823,065.53
21042026,500477,0000000000284032,058.59
21042026,500480,0000000000013164,051.42
21042026,500483,0000000000005428,055.33
21042026,500488,0000000000000685,069.40
21042026,500490,0000000000000474,054.80
21042026,500493,0000000000054823,082.05
21042026,500495,0000000000005272,048.07
21042026,500500,0000000000216971,100.00
21042026,500510,0000000000062047,068.71
21042026,500520,0000000000112086,083.00
21042026,500530,0000000000002038,074.22
21042026,500540,0000000000014250,100.00
21042026,500547,0000000000145770,054.66
21042026,500550,0000000000010803,045.73
21042026,500570,0000000000128310,050.11
21042026,500575,0000000000005950,035.02
21042026,500620,0000000000011058,058.22
21042026,500645,0000000000008917,045.03
21042026,500650,0000000000000065,068.42
21042026,500655,0000000000000665,054.69
21042026,500660,0000000000000806,055.17
21042026,500670,0000000000008819,045.35
21042026,500672,0000000000003790,072.30
21042026,500674,0000000000001587,063.20
21042026,500680,0000000000000351,068.42
21042026,500690,0000000000025417,058.51
