DATE,SYMBOL,ISIN,EXCHANGE,CLOSE,DELIV_PER,DELIVERY_TURNOVER,ATW,EVER_100_DELIV,DELIV_PER_1W,DELIV_PER_1M,DELIV_PER_3M,DELIVERY_TURNOVER_1W,DELIVERY_TURNOVER_1M,DELIVERY_TURNOVER_3M,ATW_1W,ATW_1M,ATW_3M,MOMENTUM_RAW,FOOTPRINT_RAW,STABILITY_RAW,HASMOMENTUMDATA,HASFOOTPRINTDATA,HASSTABILITYHISTORY20D,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,TRIGGER_COUNT_30D,AI_SCORE,COMBINED_SCORE,SIS,Whale_Density,Implied_Trades,AI_WIN_PROBABILITY,CHANDELIER_EXIT,REC_POS_SIZE_INR,ENTRY_PRICE,ATR14,STOP_LOSS,TAKE_PROFIT
2026-08-31,GROWW,,NSE,192.06,66.41,30036522681.0,97757.58200024626,,53.202,50.17181818181818,47.0669696969697,8354199824.261999,3769555676.167272,3317654652.452727,65760.27655866595,46460.53910017562,41304.23799120217,1.4109682528441099,9.053541078723832,2.3667688052027174,,,,0.8947368421052632,0.9097744360902256,0.8721804511278195,1,0.9037593984962407,3,0.8878968234213496,0.3254623813764038,307255.172094215,83.42384652901954,,100000.0,192.0599975585937,5.804999215262277,180.4499991280692,215.2799944196429
2026-08-31,LAURUSLABS,,NSE,1915.0,77.88,46229172400.0,421634.9214737037,,62.57000000000001,56.61954545454546,52.79363636363637,3818429847.08,2127455735.690909,1937234517.209091,90983.01061727498,71393.62592538501,60558.975283208616,1.4751777934668433,23.863487868572992,6.962385335978626,,,,0.9360902255639098,0.981203007518797,0.9887218045112782,2,0.8849624060150376,3,0.9758357074038071,0.9120537954378428,109642.65540059921,83.42384652901954,,100000.0,1915.0,45.08571079799107,1824.828578404018,2095.342843191964
2026-08-31,SBICARD,,NSE,644.75,86.2,14600821522.5,169340.3004464819,,56.0,54.84181818181819,45.50954545454545,651663682.6700001,620912242.3386363,480464448.3045455,33651.23990017185,30211.01110350509,27988.67025306153,1.894108129163712,30.388973781563074,6.050316035573669,,,,1.0,0.9924812030075187,0.9774436090225563,1,0.9857142857142858,3,0.9864439837679551,1.1597998111649195,86221.77641118821,83.42384652901954,,100000.0,644.75,18.41070120675224,607.9285975864956,718.392804827009
2026-08-27,ETERNAL,,NSE,328.1,86.76,77472676151.40001,311759.504315691,,65.85799999999999,54.68363636363637,52.91863636363636,6816364351.65,4658552309.245454,4848071599.432121,68217.29047795446,58083.87236854837,52294.13170486013,1.6394980287061616,15.980101482097494,5.961653710500688,,,,0.9849624060150376,0.9548872180451128,0.9624060150375939,1,0.9714285714285713,3,0.964632854506212,0.4024122049255648,248501.40919184408,83.42384652901954,,100000.0,328.5,7.0500030517578125,314.3999938964844,356.70001220703125
2026-08-24,PURSHOTTAM,,BSE,35.0,96.9,20078695.0,241814.07228915664,,99.57,92.80409090909092,89.19060606060606,2111984.49,806329.1959090908,482806.45333333337,37578.941821397,35910.01760868723,28688.213630085604,1.086437286166161,41.587461935057256,8.429039026520769,,,,0.44360902255639095,1.0,1.0,1,0.9443609022556392,3,0.873759786199259,1204.331617613379,83.03360846588895,81.18341127659103,,,35.400001525878906,4.84142930167062,25.71714292253767,54.76571873256138
2026-08-27,SPICELOUNG,,BSE,21.26,89.94,31804598.58,31686.72711111111,,85.136,71.105,70.14560606060606,12725015.82,5260441.786363637,2743934.3203030303,17109.444987490115,10925.8463762763,8124.478144601368,1.2821900764859244,11.5908745864178,3.90015537578455,,,,0.7556390977443609,0.9285714285714286,0.943609022556391,1,0.9345864661654135,3,0.9000377104059742,99.62938859739921,1003.7199004010596,73.20206452741695,,,24.850000381469727,3.1742856161934987,18.50142914908273,37.54714284624372
2026-08-31,SPICELOUNG,,BSE,21.26,89.94,31804598.58,31686.72711111111,,85.136,71.105,70.14560606060606,12725015.82,5260441.786363637,2743934.3203030303,17109.444987490115,10925.8463762763,8124.478144601368,1.2821900764859244,11.5908745864178,3.90015537578455,,,,0.7556390977443609,0.9285714285714286,0.943609022556391,2,0.8345864661654134,3,0.9000377104059742,99.62938859739921,1003.7199004010596,73.20206452741695,,,23.51000022888184,3.192142759050642,17.125714710780553,36.2785712650844
2026-08-31,BIL,,NSE,852.2,91.41,18438199.2,61321.093181818185,,81.42,78.87545454545456,73.07666666666667,9810063.87,7951794.972727272,4394960.756818183,32274.60725390753,24360.989624675127,16521.862936368332,1.2508780732563973,4.195304627327023,3.7115120381998015,,,,0.7180451127819549,0.8383458646616542,0.9285714285714286,2,0.812781954887218,3,0.8576031706723404,332.5763677714155,300.6828196185348,65.37115533409025,,,852.2000122070312,31.10357666015625,789.9928588867188,976.6143188476562
2026-08-21,BIL,,NSE,852.2,91.41,18438199.2,61321.093181818185,,81.42,78.87545454545456,73.07666666666667,9810063.87,7951794.972727272,4394960.756818183,32274.60725390753,24360.989624675127,16521.862936368332,1.2508780732563973,4.195304627327023,3.7115120381998015,,,,0.7180451127819549,0.8383458646616542,0.9285714285714286,1,0.912781954887218,3,0.8576031706723404,332.5763677714155,300.6828196185348,65.37115533409025,,,831.0999755859375,38.153577532087056,754.7928205217634,983.7142857142858
2026-07-16,STOVEKRAFT,,NSE,849.2,40.63,274233005.2,21585.951161103047,,50.634,48.86045454545454,49.15696969696969,62618273.21,81883287.23409091,69258333.8181818,13153.422047637268,15794.116151728384,15990.029987539465,0.8265358961397627,3.9595668864908204,1.3499631444046265,True,True,True,0.08270676691729323,0.8120300751879699,0.631578947368421,1,0.6684210526315789,3,0.5511572860694549,7.871390661149728,12704.235414659699,64.80332410375136,,100000.0,777.5499877929688,28.05714634486608,721.4356951032366,889.7785731724331
