DATE,SYMBOL,ISIN,EXCHANGE,CLOSE,DELIV_PER,DELIVERY_TURNOVER,ATW,EVER_100_DELIV,DELIV_PER_1W,DELIV_PER_1M,DELIV_PER_3M,DELIVERY_TURNOVER_1W,DELIVERY_TURNOVER_1M,DELIVERY_TURNOVER_3M,ATW_1W,ATW_1M,ATW_3M,MOMENTUM_RAW,FOOTPRINT_RAW,STABILITY_RAW,HASMOMENTUMDATA,HASFOOTPRINTDATA,HASSTABILITYHISTORY20D,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,TRIGGER_COUNT_30D,AI_SCORE,COMBINED_SCORE,SIS,Whale_Density,Implied_Trades,AI_WIN_PROBABILITY
2026-09-11,ALGOQUANT,,NSE,64.61,54.32,50618639.89,39136.39354197901,,31.032,23.754090909090905,22.57939393939394,25010252.644,19690431.40363637,18947403.847727276,39091.58999586332,31007.296046873034,22735.8522258328,2.4057333047025984,2.6715343324500713,1.721351509204114,,,,0.9931972789115646,0.9319727891156463,0.9251700680272109,1,0.9476190476190476,3,0.9406396889469186,77.31616974898337,1293.3905071172373,65.9577087383581
2026-09-11,IBULLSLTD,,NSE,26.14,64.64,554521569.64,39705.334272183216,,62.628,59.71727272727273,59.00045454545455,373383638.46800005,220255200.28727263,155375924.10530305,26096.20642543093,22571.50437402579,18435.41401850266,1.0955847797782758,3.5689027938729017,2.1537533267402105,,,,0.6394557823129252,0.9591836734693877,0.9591836734693877,1,0.935374149659864,3,0.8906017866537743,7.160286713095805,13965.921199371112,82.50442176869043
2026-09-11,SANJIVIN,,BSE,180.65,98.59,10437234.4,93409.08771929824,,86.75399999999999,82.57272727272728,81.57909090909091,4711972.2700000005,3620255.5909090894,2648116.706818182,51931.30055765697,36323.52931375607,24259.236742502053,1.2085204542162096,3.9413800657376443,3.8504545180370835,,,,0.8571428571428571,0.9795918367346939,0.9931972789115646,1,0.9795918367346939,3,0.961177497562103,894.960141158641,111.7368197767301,78.53217081857576
