ENTRY_DATE,SYMBOL,ENTRY_PRICE,ATR14,STOP_LOSS,TAKE_PROFIT,ENTRY_AI_PROB,ENTRY_WHALE_DENSITY,ENTRY_IMPLIED_TRADES,STATUS,EXIT_DATE,EXIT_PRICE
2026-08-21,MRTX,341.29998779296875,19.65714372907366,282.32856881277905,,51.20586485869333,1052.6315789473683,209.8407578741116,HIT_SL,2026-09-01,304.02856881277904
2026-08-21,AIRFLOA,423.1000061035156,19.792859758649552,442.221426827567,,46.32366787548817,599.0888382687926,274.65509733509214,ACTIVE,,
2026-08-20,ABSL10BANK,168.47000122070312,3.1778564453125,158.9364306640625,,67.61863714248582,2305.575,39.51657892531773,HIT_SL,2026-09-04,165.4164276123047
2026-08-20,ORICONENT,58.119998931884766,2.4378583090645924,50.80642507280622,,66.20296758719611,434.018045112782,594.201861331411,HIT_SL,2026-08-28,52.386425835745676
2026-08-20,TATSILV,22.89999961853028,0.7807141712733677,20.55785748617989,,52.62083307321048,1413.8546677821932,31689.9777751038,HIT_SL,2026-09-02,21.867856570652553
2026-08-20,ALKEM,5400.0,130.79851420094974,5061.60445739715,,32.57317339624971,10.124407020872866,6405.832043926765,ACTIVE,,
2026-08-20,AEROPLANE,182.5599975585937,10.300714765276227,166.0978557041713,,32.1896712749316,146.11032753486916,5045.813613871206,ACTIVE,,
2026-08-20,APOLLOTYRE,429.2999877929688,9.207144601004464,401.6785661969866,,32.166172938708506,65.84895985936127,11366.36341562612,HIT_SL,2026-08-26,439.778560093471
2026-08-19,PAGEIND,35240.0,1048.264878952778,33315.205363141664,,57.27314805901664,2.276174589936058,10192.965283504687,ACTIVE,,
2026-08-19,ONGC,238.0,3.8399996076311385,229.64378084767094,,49.21491660456222,208.5230991164273,46935.30094194696,ACTIVE,,
2026-08-19,SUPREMEIND,3610.0,80.24283272879464,3469.271501813616,,45.44434255916146,8.178986244179203,21436.429051434603,ACTIVE,,
2026-08-19,PETRONET,288.1499938964844,6.375002179827009,281.4749995640346,,43.076169142043646,89.3626682091152,34988.60915547493,ACTIVE,,
2026-08-19,PNBHOUSING,1174.0,35.321463448660715,1105.535609654018,,39.36717290013865,35.4588772845953,19321.020879526724,ACTIVE,,
2026-08-19,MARICO,850.0,16.510716029575892,812.6178763253348,,37.11962488271975,52.6737706181594,15013.631420916468,ACTIVE,,
